|dates|Aiken_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Aiken_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Aiken_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data|Aiken_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Aiken_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Aiken_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Aiken_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Aiken_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-29|27534.0|0|27534.0|0|356.0|0|0.0|100
0|2021-11-30|27550.0|0|27550.0|0|356.0|0|0.0|100
0|2021-12-01|27590.0|0|27590.0|0|356.0|0|0.0|100
0|2021-12-02|27617.0|0|27617.0|0|356.0|0|0.0|100
0|2021-12-03|27639.0|0|27639.0|0|356.0|0|0.0|100
0|2021-12-04|27639.0|0|27639.0|0|356.0|0|0.0|100
0|2021-12-05|27639.0|0|27639.0|0|356.0|0|0.0|100
0|2021-12-06|27703.0|0|27703.0|0|356.0|0|0.0|100
0|2021-12-07|27705.0|0|27705.0|0|356.0|0|0.0|100
0|2021-12-08|27726.0|0|27726.0|0|356.0|0|0.0|100
0|2021-12-09|27740.0|0|27740.0|0|356.0|0|0.0|100
0|2021-12-10|27772.0|0|27772.0|0|356.0|0|0.0|100
0|2021-12-11|27772.0|0|27772.0|0|356.0|0|0.0|100
0|2021-12-12|27772.0|0|27772.0|0|356.0|0|0.0|100
0|2021-12-13|27818.0|0|27818.0|0|357.0|0|0.0|100
0|2021-12-14|27818.0|0|27828.0|0|357.0|0|0.0|100
0|2021-12-15|27850.0|0|27850.0|0|359.0|0|0.0|100
0|2021-12-16|27892.0|0|27892.0|0|360.0|0|0.0|100
0|2021-12-17|27953.0|0|27953.0|0|360.0|0|0.0|100
0|2021-12-18|27953.0|0|27953.0|0|360.0|0|0.0|100
0|2021-12-19|27953.0|0|27953.0|0|360.0|0|0.0|100
0|2021-12-20|28052.0|0|28052.0|0|361.0|0|0.0|100
0|2021-12-21|28058.0|0|28058.0|0|361.0|0|0.0|100
0|2021-12-22|28106.0|0|28106.0|0|364.0|0|0.0|100
0|2021-12-23|28150.0|0|28150.0|0|364.0|0|0.0|100
0|2021-12-24|28150.0|0|28150.0|0|364.0|0|0.0|100
0|2021-12-25|28150.0|0|28150.0|0|364.0|0|0.0|100
0|2021-12-26|28150.0|0|28150.0|0|364.0|0|0.0|100
0|2021-12-27|28150.0|0|28150.0|0|364.0|0|0.0|100
0|2021-12-28|28150.0|0|28150.0|0|364.0|0|0.0|100
0|2021-12-29|28531.0|0|28531.0|0|367.0|0|0.0|100
0|2021-12-30|28698.0|0|28698.0|0|368.0|0|0.0|100
0|2021-12-31|28969.0|0|28969.0|0|368.0|0|0.0|100
0|2022-01-01|28969.0|0|28969.0|0|368.0|0|0.0|100
0|2022-01-02|28969.0|0|28969.0|0|368.0|0|0.0|100
0|2022-01-03|28969.0|0|28969.0|0|368.0|0|0.0|100
0|2022-01-04|29731.0|0|29731.0|0|368.0|0|0.0|100
0|2022-01-05|29947.0|0|29947.0|0|369.0|0|0.0|100
0|2022-01-06|30238.0|0|30238.0|0|369.0|0|0.0|100
0|2022-01-07|30463.0|0|30463.0|0|369.0|0|0.0|100
0|2022-01-08|30463.0|0|30463.0|0|369.0|0|0.0|100
0|2022-01-09|30463.0|0|30463.0|0|369.0|0|0.0|100
0|2022-01-10|31479.0|0|31479.0|0|371.0|0|0.0|100
0|2022-01-11|31667.0|0|31667.0|0|371.0|0|0.0|100
0|2022-01-12|31914.0|0|31914.0|0|372.0|0|0.0|100
0|2022-01-13|31914.0|0|32331.0|0|372.0|0|0.0|100
0|2022-01-14|32748.0|0|32748.0|0|373.0|0|0.0|100
0|2022-01-15|32748.0|0|32748.0|0|373.0|0|0.0|100
0|2022-01-16|32748.0|0|32748.0|0|373.0|0|0.0|100
0|2022-01-17|32748.0|0|0.0|100|373.0|0|0.0|100
