|dates|Minnehaha_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Minnehaha_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Minnehaha_SouthDakota_UnitedStates.Male_Total_Population.data|Minnehaha_SouthDakota_UnitedStates.Male_Total_Population.missing|Minnehaha_SouthDakota_UnitedStates.Female_Total_Population.data|Minnehaha_SouthDakota_UnitedStates.Female_Total_Population.missing|Minnehaha_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Minnehaha_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-30|25229.0|0|97356.0|0|95520.0|0|49051.0|0
0|2021-12-31|25229.0|0|97356.0|0|95520.0|0|49051.0|0
0|2022-01-01|25229.0|0|97356.0|0|95520.0|0|49051.0|0
0|2022-01-02|25229.0|0|97356.0|0|95520.0|0|49051.0|0
0|2022-01-03|25229.0|0|97356.0|0|95520.0|0|49051.0|0
0|2022-01-04|25229.0|0|97356.0|0|95520.0|0|49051.0|0
0|2022-01-05|25229.0|0|97356.0|0|95520.0|0|49051.0|0
0|2022-01-06|25229.0|0|97356.0|0|95520.0|0|49051.0|0
0|2022-01-07|25229.0|0|97356.0|0|95520.0|0|49051.0|0
0|2022-01-08|25229.0|0|97356.0|0|95520.0|0|49051.0|0
0|2022-01-09|25229.0|0|97356.0|0|95520.0|0|49051.0|0
0|2022-01-10|25229.0|0|97356.0|0|95520.0|0|49051.0|0
0|2022-01-11|25229.0|0|97356.0|0|95520.0|0|49051.0|0
0|2022-01-12|25229.0|0|97356.0|0|95520.0|0|49051.0|0
0|2022-01-13|25229.0|0|97356.0|0|95520.0|0|49051.0|0
0|2022-01-14|25229.0|0|97356.0|0|95520.0|0|49051.0|0
0|2022-01-15|25229.0|0|97356.0|0|95520.0|0|49051.0|0
0|2022-01-16|25229.0|0|97356.0|0|95520.0|0|49051.0|0
0|2022-01-17|25229.0|0|97356.0|0|95520.0|0|49051.0|0
