|dates|Jackson_Kansas_UnitedStates.JHU_ConfirmedCases.data|Jackson_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Jackson_Kansas_UnitedStates.NYT_ConfirmedCases.data|Jackson_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Jackson_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-01|2672.0|0|2672.0|0|20.0|0|0.0|100
0|2022-01-02|2672.0|0|2672.0|0|20.0|0|0.0|100
0|2022-01-03|2731.0|0|2731.0|0|20.0|0|0.0|100
0|2022-01-04|2731.0|0|2731.0|0|20.0|0|0.0|100
0|2022-01-05|2816.0|0|2816.0|0|20.0|0|0.0|100
0|2022-01-06|2816.0|0|2816.0|0|20.0|0|0.0|100
0|2022-01-07|2892.0|0|2892.0|0|21.0|0|0.0|100
0|2022-01-08|2892.0|0|2892.0|0|21.0|0|0.0|100
0|2022-01-09|2892.0|0|2892.0|0|21.0|0|0.0|100
0|2022-01-10|2950.0|0|2950.0|0|21.0|0|0.0|100
0|2022-01-11|2950.0|0|2950.0|0|21.0|0|0.0|100
0|2022-01-12|2950.0|0|3005.0|0|21.0|0|0.0|100
0|2022-01-13|2950.0|0|3060.0|0|21.0|0|0.0|100
0|2022-01-14|3178.0|0|3178.0|0|21.0|0|0.0|100
0|2022-01-15|3178.0|0|3178.0|0|21.0|0|0.0|100
0|2022-01-16|3178.0|0|3178.0|0|21.0|0|0.0|100
0|2022-01-17|3178.0|0|0.0|100|21.0|0|0.0|100
