|dates|PrinceofWales-Hyder_Alaska_UnitedStates.JHU_ConfirmedCases.data|PrinceofWales-Hyder_Alaska_UnitedStates.JHU_ConfirmedCases.missing|PrinceofWales-Hyder_Alaska_UnitedStates.NYT_ConfirmedCases.data|PrinceofWales-Hyder_Alaska_UnitedStates.NYT_ConfirmedCases.missing|PrinceofWales-Hyder_Alaska_UnitedStates.JHU_ConfirmedDeaths.data|PrinceofWales-Hyder_Alaska_UnitedStates.JHU_ConfirmedDeaths.missing|PrinceofWales-Hyder_Alaska_UnitedStates.JHU_ConfirmedRecoveries.data|PrinceofWales-Hyder_Alaska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-04|650.0|0|0.0|100|6.0|0|0.0|100
0|2022-01-05|666.0|0|0.0|100|6.0|0|0.0|100
0|2022-01-06|666.0|0|0.0|100|6.0|0|0.0|100
0|2022-01-07|709.0|0|0.0|100|6.0|0|0.0|100
0|2022-01-08|709.0|0|0.0|100|6.0|0|0.0|100
0|2022-01-09|709.0|0|0.0|100|6.0|0|0.0|100
0|2022-01-10|747.0|0|0.0|100|6.0|0|0.0|100
0|2022-01-11|747.0|0|0.0|100|6.0|0|0.0|100
0|2022-01-12|783.0|0|0.0|100|6.0|0|0.0|100
0|2022-01-13|783.0|0|0.0|100|6.0|0|0.0|100
0|2022-01-14|807.0|0|0.0|100|6.0|0|0.0|100
0|2022-01-15|807.0|0|0.0|100|6.0|0|0.0|100
0|2022-01-16|807.0|0|0.0|100|6.0|0|0.0|100
0|2022-01-17|807.0|0|0.0|100|6.0|0|0.0|100
