|dates|Kern_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Kern_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Kern_California_UnitedStates.Male_Total_Population.data|Kern_California_UnitedStates.Male_Total_Population.missing|Kern_California_UnitedStates.Female_Total_Population.data|Kern_California_UnitedStates.Female_Total_Population.missing|Kern_California_UnitedStates.MaleAndFemale_Under18_Population.data|Kern_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2022-01-04|98347.0|0|459690.0|0|437074.0|0|259180.0|0
0|2022-01-05|98347.0|0|459690.0|0|437074.0|0|259180.0|0
0|2022-01-06|98347.0|0|459690.0|0|437074.0|0|259180.0|0
0|2022-01-07|98347.0|0|459690.0|0|437074.0|0|259180.0|0
0|2022-01-08|98347.0|0|459690.0|0|437074.0|0|259180.0|0
0|2022-01-09|98347.0|0|459690.0|0|437074.0|0|259180.0|0
0|2022-01-10|98347.0|0|459690.0|0|437074.0|0|259180.0|0
0|2022-01-11|98347.0|0|459690.0|0|437074.0|0|259180.0|0
0|2022-01-12|98347.0|0|459690.0|0|437074.0|0|259180.0|0
0|2022-01-13|98347.0|0|459690.0|0|437074.0|0|259180.0|0
0|2022-01-14|98347.0|0|459690.0|0|437074.0|0|259180.0|0
0|2022-01-15|98347.0|0|459690.0|0|437074.0|0|259180.0|0
0|2022-01-16|98347.0|0|459690.0|0|437074.0|0|259180.0|0
0|2022-01-17|98347.0|0|459690.0|0|437074.0|0|259180.0|0
