|dates|Colbert_Alabama_UnitedStates.JHU_ConfirmedCases.data|Colbert_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Colbert_Alabama_UnitedStates.NYT_ConfirmedCases.data|Colbert_Alabama_UnitedStates.NYT_ConfirmedCases.missing|Colbert_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Colbert_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Colbert_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Colbert_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-26|9325.0|0|9325.0|0|208.0|0|0.0|100
0|2021-11-27|9334.0|0|9334.0|0|208.0|0|0.0|100
0|2021-11-28|9341.0|0|9341.0|0|208.0|0|0.0|100
0|2021-11-29|9342.0|0|9342.0|0|208.0|0|0.0|100
0|2021-11-30|9342.0|0|9341.0|0|208.0|0|0.0|100
0|2021-12-01|9347.0|0|9347.0|0|210.0|0|0.0|100
0|2021-12-02|9356.0|0|9356.0|0|210.0|0|0.0|100
0|2021-12-03|9363.0|0|9363.0|0|210.0|0|0.0|100
0|2021-12-04|9366.0|0|9366.0|0|210.0|0|0.0|100
0|2021-12-05|9374.0|0|9374.0|0|210.0|0|0.0|100
0|2021-12-06|9376.0|0|9376.0|0|210.0|0|0.0|100
0|2021-12-07|9396.0|0|9396.0|0|210.0|0|0.0|100
0|2021-12-08|9396.0|0|9396.0|0|210.0|0|0.0|100
0|2021-12-09|9399.0|0|9399.0|0|210.0|0|0.0|100
0|2021-12-10|9407.0|0|9407.0|0|212.0|0|0.0|100
0|2021-12-11|9412.0|0|9412.0|0|212.0|0|0.0|100
0|2021-12-12|9418.0|0|9418.0|0|212.0|0|0.0|100
0|2021-12-13|9422.0|0|9422.0|0|212.0|0|0.0|100
0|2021-12-14|9422.0|0|9430.0|0|212.0|0|0.0|100
0|2021-12-15|9441.0|0|9441.0|0|212.0|0|0.0|100
0|2021-12-16|9449.0|0|9449.0|0|213.0|0|0.0|100
0|2021-12-17|9454.0|0|9454.0|0|213.0|0|0.0|100
0|2021-12-18|9457.0|0|9457.0|0|213.0|0|0.0|100
0|2021-12-19|9465.0|0|9465.0|0|213.0|0|0.0|100
0|2021-12-20|9467.0|0|9467.0|0|213.0|0|0.0|100
0|2021-12-21|9476.0|0|9476.0|0|213.0|0|0.0|100
0|2021-12-22|9505.0|0|9505.0|0|213.0|0|0.0|100
0|2021-12-23|9516.0|0|9516.0|0|213.0|0|0.0|100
0|2021-12-24|9536.0|0|9536.0|0|214.0|0|0.0|100
0|2021-12-25|9559.0|0|9559.0|0|214.0|0|0.0|100
0|2021-12-26|9579.0|0|9579.0|0|214.0|0|0.0|100
0|2021-12-27|9587.0|0|9587.0|0|214.0|0|0.0|100
0|2021-12-28|9625.0|0|9625.0|0|214.0|0|0.0|100
0|2021-12-29|9683.0|0|9683.0|0|214.0|0|0.0|100
0|2021-12-30|9759.0|0|9759.0|0|214.0|0|0.0|100
0|2021-12-31|9822.0|0|9822.0|0|214.0|0|0.0|100
0|2022-01-01|9822.0|0|9822.0|0|214.0|0|0.0|100
0|2022-01-02|9956.0|0|9956.0|0|214.0|0|0.0|100
0|2022-01-03|10031.0|0|10031.0|0|214.0|0|0.0|100
0|2022-01-04|10111.0|0|10111.0|0|215.0|0|0.0|100
0|2022-01-05|10243.0|0|10243.0|0|215.0|0|0.0|100
0|2022-01-06|10380.0|0|10380.0|0|216.0|0|0.0|100
0|2022-01-07|10546.0|0|10546.0|0|217.0|0|0.0|100
0|2022-01-08|10615.0|0|10615.0|0|217.0|0|0.0|100
0|2022-01-09|10749.0|0|10749.0|0|217.0|0|0.0|100
0|2022-01-10|10827.0|0|10827.0|0|217.0|0|0.0|100
0|2022-01-11|10942.0|0|10942.0|0|217.0|0|0.0|100
0|2022-01-12|11076.0|0|11076.0|0|217.0|0|0.0|100
0|2022-01-13|11076.0|0|11076.0|0|217.0|0|0.0|100
0|2022-01-14|11076.0|0|11076.0|0|217.0|0|0.0|100
0|2022-01-15|11076.0|0|11076.0|0|217.0|0|0.0|100
0|2022-01-16|12204.0|0|12204.0|0|217.0|0|0.0|100
0|2022-01-17|12300.0|0|0.0|100|217.0|0|0.0|100
