|dates|Douglas_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Douglas_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Douglas_Wisconsin_UnitedStates.NYT_ConfirmedCases.data|Douglas_Wisconsin_UnitedStates.NYT_ConfirmedCases.missing|Douglas_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Douglas_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Douglas_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Douglas_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-26|7218.0|0|7218.0|0|66.0|0|0.0|100
0|2021-11-27|7218.0|0|7218.0|0|66.0|0|0.0|100
0|2021-11-28|7218.0|0|7218.0|0|66.0|0|0.0|100
0|2021-11-29|7291.0|0|7291.0|0|66.0|0|0.0|100
0|2021-11-30|7324.0|0|7324.0|0|66.0|0|0.0|100
0|2021-12-01|7369.0|0|7369.0|0|66.0|0|0.0|100
0|2021-12-02|7409.0|0|7409.0|0|66.0|0|0.0|100
0|2021-12-03|7457.0|0|7457.0|0|66.0|0|0.0|100
0|2021-12-04|7457.0|0|7457.0|0|66.0|0|0.0|100
0|2021-12-05|7457.0|0|7457.0|0|66.0|0|0.0|100
0|2021-12-06|7457.0|0|7457.0|0|66.0|0|0.0|100
0|2021-12-07|7457.0|0|7457.0|0|66.0|0|0.0|100
0|2021-12-08|7551.0|0|7551.0|0|70.0|0|0.0|100
0|2021-12-09|7620.0|0|7620.0|0|70.0|0|0.0|100
0|2021-12-10|7660.0|0|7660.0|0|70.0|0|0.0|100
0|2021-12-11|7660.0|0|7660.0|0|70.0|0|0.0|100
0|2021-12-12|7660.0|0|7660.0|0|70.0|0|0.0|100
0|2021-12-13|7725.0|0|7725.0|0|70.0|0|0.0|100
0|2021-12-14|7725.0|0|7747.0|0|70.0|0|0.0|100
0|2021-12-15|7790.0|0|7790.0|0|70.0|0|0.0|100
0|2021-12-16|7833.0|0|7833.0|0|70.0|0|0.0|100
0|2021-12-17|7854.0|0|7854.0|0|70.0|0|0.0|100
0|2021-12-18|7854.0|0|7854.0|0|70.0|0|0.0|100
0|2021-12-19|7854.0|0|7854.0|0|70.0|0|0.0|100
0|2021-12-20|7915.0|0|7915.0|0|71.0|0|0.0|100
0|2021-12-21|7926.0|0|7926.0|0|71.0|0|0.0|100
0|2021-12-22|7968.0|0|7968.0|0|71.0|0|0.0|100
0|2021-12-23|8002.0|0|8002.0|0|71.0|0|0.0|100
0|2021-12-24|8009.0|0|8009.0|0|71.0|0|0.0|100
0|2021-12-25|8009.0|0|8009.0|0|71.0|0|0.0|100
0|2021-12-26|8009.0|0|8009.0|0|71.0|0|0.0|100
0|2021-12-27|8046.0|0|8046.0|0|71.0|0|0.0|100
0|2021-12-28|8060.0|0|8060.0|0|71.0|0|0.0|100
0|2021-12-29|8077.0|0|8077.0|0|71.0|0|0.0|100
0|2021-12-30|8092.0|0|8092.0|0|71.0|0|0.0|100
0|2021-12-31|8128.0|0|8128.0|0|71.0|0|0.0|100
0|2022-01-01|8128.0|0|8128.0|0|71.0|0|0.0|100
0|2022-01-02|8128.0|0|8128.0|0|71.0|0|0.0|100
0|2022-01-03|8159.0|0|8159.0|0|71.0|0|0.0|100
0|2022-01-04|8159.0|0|8198.0|0|71.0|0|0.0|100
0|2022-01-05|8256.0|0|8256.0|0|71.0|0|0.0|100
0|2022-01-06|8320.0|0|8320.0|0|71.0|0|0.0|100
0|2022-01-07|8418.0|0|8418.0|0|71.0|0|0.0|100
0|2022-01-08|8418.0|0|8418.0|0|71.0|0|0.0|100
0|2022-01-09|8418.0|0|8418.0|0|71.0|0|0.0|100
0|2022-01-10|8575.0|0|8575.0|0|71.0|0|0.0|100
0|2022-01-11|8679.0|0|8679.0|0|71.0|0|0.0|100
0|2022-01-12|8814.0|0|8814.0|0|71.0|0|0.0|100
0|2022-01-13|8814.0|0|8991.0|0|71.0|0|0.0|100
0|2022-01-14|9149.0|0|9149.0|0|71.0|0|0.0|100
0|2022-01-15|9149.0|0|9149.0|0|71.0|0|0.0|100
0|2022-01-16|9149.0|0|9149.0|0|71.0|0|0.0|100
0|2022-01-17|9350.0|0|0.0|100|71.0|0|0.0|100
