|dates|Douglas_Missouri_UnitedStates.JHU_ConfirmedCases.data|Douglas_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Douglas_Missouri_UnitedStates.NYT_ConfirmedCases.data|Douglas_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Douglas_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Douglas_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Douglas_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Douglas_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-15|1671.0|0|1671.0|0|47.0|0|0.0|100
0|2021-11-16|1673.0|0|1673.0|0|47.0|0|0.0|100
0|2021-11-17|1681.0|0|1681.0|0|47.0|0|0.0|100
0|2021-11-18|1742.0|0|1742.0|0|47.0|0|0.0|100
0|2021-11-19|1746.0|0|1746.0|0|47.0|0|0.0|100
0|2021-11-20|1750.0|0|1750.0|0|47.0|0|0.0|100
0|2021-11-21|1750.0|0|1750.0|0|47.0|0|0.0|100
0|2021-11-22|1751.0|0|1751.0|0|47.0|0|0.0|100
0|2021-11-23|1752.0|0|1752.0|0|47.0|0|0.0|100
0|2021-11-24|1758.0|0|1758.0|0|47.0|0|0.0|100
0|2021-11-25|1758.0|0|1758.0|0|47.0|0|0.0|100
0|2021-11-26|1758.0|0|1758.0|0|47.0|0|0.0|100
0|2021-11-27|1758.0|0|1758.0|0|47.0|0|0.0|100
0|2021-11-28|1758.0|0|1758.0|0|47.0|0|0.0|100
0|2021-11-29|1772.0|0|1772.0|0|47.0|0|0.0|100
0|2021-11-30|1772.0|0|1772.0|0|49.0|0|0.0|100
0|2021-12-01|1778.0|0|1778.0|0|49.0|0|0.0|100
0|2021-12-02|1778.0|0|1784.0|0|49.0|0|0.0|100
0|2021-12-03|1784.0|0|1784.0|0|63.0|0|0.0|100
0|2021-12-04|1789.0|0|1789.0|0|63.0|0|0.0|100
0|2021-12-05|1789.0|0|1789.0|0|63.0|0|0.0|100
0|2021-12-06|1792.0|0|1792.0|0|63.0|0|0.0|100
0|2021-12-07|1794.0|0|1794.0|0|63.0|0|0.0|100
0|2021-12-08|1802.0|0|1802.0|0|63.0|0|0.0|100
0|2021-12-09|1808.0|0|1808.0|0|63.0|0|0.0|100
0|2021-12-10|1813.0|0|1813.0|0|63.0|0|0.0|100
0|2021-12-11|1817.0|0|1817.0|0|63.0|0|0.0|100
0|2021-12-12|1820.0|0|1820.0|0|63.0|0|0.0|100
0|2021-12-13|1825.0|0|1825.0|0|63.0|0|0.0|100
0|2021-12-14|1825.0|0|1835.0|0|63.0|0|0.0|100
0|2021-12-15|1846.0|0|1846.0|0|63.0|0|0.0|100
0|2021-12-16|1862.0|0|1862.0|0|63.0|0|0.0|100
0|2021-12-17|1873.0|0|1873.0|0|63.0|0|0.0|100
0|2021-12-18|1893.0|0|1893.0|0|63.0|0|0.0|100
0|2021-12-19|1895.0|0|1895.0|0|63.0|0|0.0|100
0|2021-12-20|1896.0|0|1896.0|0|63.0|0|0.0|100
0|2021-12-21|1900.0|0|1900.0|0|65.0|0|0.0|100
0|2021-12-22|1907.0|0|1907.0|0|65.0|0|0.0|100
0|2021-12-23|1923.0|0|1923.0|0|65.0|0|0.0|100
0|2021-12-24|1923.0|0|1923.0|0|65.0|0|0.0|100
0|2021-12-25|1923.0|0|1923.0|0|65.0|0|0.0|100
0|2021-12-26|1923.0|0|1923.0|0|65.0|0|0.0|100
0|2021-12-27|1930.0|0|1930.0|0|65.0|0|0.0|100
0|2021-12-28|1930.0|0|1930.0|0|66.0|0|0.0|100
0|2021-12-29|1943.0|0|1943.0|0|66.0|0|0.0|100
0|2021-12-30|1952.0|0|1952.0|0|66.0|0|0.0|100
0|2021-12-31|1952.0|0|1952.0|0|66.0|0|0.0|100
0|2022-01-01|1952.0|0|1952.0|0|66.0|0|0.0|100
0|2022-01-02|1952.0|0|1952.0|0|66.0|0|0.0|100
0|2022-01-03|1952.0|0|1972.0|0|66.0|0|0.0|100
0|2022-01-04|1986.0|0|1986.0|0|67.0|0|0.0|100
0|2022-01-05|1997.0|0|1997.0|0|67.0|0|0.0|100
0|2022-01-06|2004.0|0|2004.0|0|67.0|0|0.0|100
0|2022-01-07|2008.0|0|2008.0|0|67.0|0|0.0|100
0|2022-01-08|2021.0|0|2021.0|0|67.0|0|0.0|100
0|2022-01-09|2024.0|0|2024.0|0|67.0|0|0.0|100
0|2022-01-10|2025.0|0|2025.0|0|67.0|0|0.0|100
0|2022-01-11|2032.0|0|2032.0|0|68.0|0|0.0|100
0|2022-01-12|2042.0|0|2042.0|0|68.0|0|0.0|100
0|2022-01-13|2042.0|0|2060.0|0|68.0|0|0.0|100
0|2022-01-14|2069.0|0|2069.0|0|68.0|0|0.0|100
0|2022-01-15|2084.0|0|2084.0|0|68.0|0|0.0|100
0|2022-01-16|2085.0|0|2085.0|0|68.0|0|0.0|100
0|2022-01-17|2085.0|0|0.0|100|68.0|0|0.0|100
