|dates|Anderson_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Anderson_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Anderson_Tennessee_UnitedStates.Male_Total_Population.data|Anderson_Tennessee_UnitedStates.Male_Total_Population.missing|Anderson_Tennessee_UnitedStates.Female_Total_Population.data|Anderson_Tennessee_UnitedStates.Female_Total_Population.missing|Anderson_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Anderson_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-05|15356.0|0|37216.0|0|39266.0|0|16078.0|0
0|2021-12-06|15356.0|0|37216.0|0|39266.0|0|16078.0|0
0|2021-12-07|15356.0|0|37216.0|0|39266.0|0|16078.0|0
0|2021-12-08|15356.0|0|37216.0|0|39266.0|0|16078.0|0
0|2021-12-09|15356.0|0|37216.0|0|39266.0|0|16078.0|0
0|2021-12-10|15356.0|0|37216.0|0|39266.0|0|16078.0|0
0|2021-12-11|15356.0|0|37216.0|0|39266.0|0|16078.0|0
0|2021-12-12|15356.0|0|37216.0|0|39266.0|0|16078.0|0
0|2021-12-13|15356.0|0|37216.0|0|39266.0|0|16078.0|0
0|2021-12-14|15356.0|0|37216.0|0|39266.0|0|16078.0|0
0|2021-12-15|15356.0|0|37216.0|0|39266.0|0|16078.0|0
0|2021-12-16|15356.0|0|37216.0|0|39266.0|0|16078.0|0
0|2021-12-17|15356.0|0|37216.0|0|39266.0|0|16078.0|0
0|2021-12-18|15356.0|0|37216.0|0|39266.0|0|16078.0|0
0|2021-12-19|15356.0|0|37216.0|0|39266.0|0|16078.0|0
0|2021-12-20|15356.0|0|37216.0|0|39266.0|0|16078.0|0
0|2021-12-21|15356.0|0|37216.0|0|39266.0|0|16078.0|0
0|2021-12-22|15356.0|0|37216.0|0|39266.0|0|16078.0|0
0|2021-12-23|15356.0|0|37216.0|0|39266.0|0|16078.0|0
0|2021-12-24|15356.0|0|37216.0|0|39266.0|0|16078.0|0
0|2021-12-25|15356.0|0|37216.0|0|39266.0|0|16078.0|0
0|2021-12-26|15356.0|0|37216.0|0|39266.0|0|16078.0|0
0|2021-12-27|15356.0|0|37216.0|0|39266.0|0|16078.0|0
0|2021-12-28|15356.0|0|37216.0|0|39266.0|0|16078.0|0
0|2021-12-29|15356.0|0|37216.0|0|39266.0|0|16078.0|0
0|2021-12-30|15356.0|0|37216.0|0|39266.0|0|16078.0|0
0|2021-12-31|15356.0|0|37216.0|0|39266.0|0|16078.0|0
0|2022-01-01|15356.0|0|37216.0|0|39266.0|0|16078.0|0
0|2022-01-02|15356.0|0|37216.0|0|39266.0|0|16078.0|0
0|2022-01-03|15356.0|0|37216.0|0|39266.0|0|16078.0|0
0|2022-01-04|15356.0|0|37216.0|0|39266.0|0|16078.0|0
0|2022-01-05|15356.0|0|37216.0|0|39266.0|0|16078.0|0
0|2022-01-06|15356.0|0|37216.0|0|39266.0|0|16078.0|0
0|2022-01-07|15356.0|0|37216.0|0|39266.0|0|16078.0|0
0|2022-01-08|15356.0|0|37216.0|0|39266.0|0|16078.0|0
0|2022-01-09|15356.0|0|37216.0|0|39266.0|0|16078.0|0
0|2022-01-10|15356.0|0|37216.0|0|39266.0|0|16078.0|0
0|2022-01-11|15356.0|0|37216.0|0|39266.0|0|16078.0|0
0|2022-01-12|15356.0|0|37216.0|0|39266.0|0|16078.0|0
0|2022-01-13|15356.0|0|37216.0|0|39266.0|0|16078.0|0
0|2022-01-14|15356.0|0|37216.0|0|39266.0|0|16078.0|0
0|2022-01-15|15356.0|0|37216.0|0|39266.0|0|16078.0|0
0|2022-01-16|15356.0|0|37216.0|0|39266.0|0|16078.0|0
0|2022-01-17|15356.0|0|37216.0|0|39266.0|0|16078.0|0
