|dates|Garfield_Colorado_UnitedStates.JHU_ConfirmedCases.data|Garfield_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Garfield_Colorado_UnitedStates.NYT_ConfirmedCases.data|Garfield_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Garfield_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Garfield_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Garfield_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Garfield_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-09|9061.0|0|9061.0|0|75.0|0|0.0|100
0|2021-12-10|9081.0|0|9081.0|0|75.0|0|0.0|100
0|2021-12-11|9081.0|0|9081.0|0|75.0|0|0.0|100
0|2021-12-12|9081.0|0|9081.0|0|75.0|0|0.0|100
0|2021-12-13|9119.0|0|9119.0|0|75.0|0|0.0|100
0|2021-12-14|9119.0|0|9132.0|0|75.0|0|0.0|100
0|2021-12-15|9159.0|0|9159.0|0|76.0|0|0.0|100
0|2021-12-16|9206.0|0|9206.0|0|76.0|0|0.0|100
0|2021-12-17|9240.0|0|9240.0|0|76.0|0|0.0|100
0|2021-12-18|9240.0|0|9240.0|0|76.0|0|0.0|100
0|2021-12-19|9240.0|0|9240.0|0|76.0|0|0.0|100
0|2021-12-20|9283.0|0|9283.0|0|76.0|0|0.0|100
0|2021-12-21|9316.0|0|9316.0|0|76.0|0|0.0|100
0|2021-12-22|9337.0|0|9337.0|0|77.0|0|0.0|100
0|2021-12-23|9381.0|0|9381.0|0|77.0|0|0.0|100
0|2021-12-24|9429.0|0|9429.0|0|77.0|0|0.0|100
0|2021-12-25|9429.0|0|9429.0|0|77.0|0|0.0|100
0|2021-12-26|9429.0|0|9429.0|0|77.0|0|0.0|100
0|2021-12-27|9540.0|0|9540.0|0|77.0|0|0.0|100
0|2021-12-28|9575.0|0|9575.0|0|77.0|0|0.0|100
0|2021-12-29|9667.0|0|9667.0|0|78.0|0|0.0|100
0|2021-12-30|9808.0|0|9808.0|0|78.0|0|0.0|100
0|2021-12-31|9865.0|0|9865.0|0|78.0|0|0.0|100
0|2022-01-01|9865.0|0|9865.0|0|78.0|0|0.0|100
0|2022-01-02|9865.0|0|9865.0|0|78.0|0|0.0|100
0|2022-01-03|10184.0|0|10184.0|0|78.0|0|0.0|100
0|2022-01-04|10280.0|0|10280.0|0|78.0|0|0.0|100
0|2022-01-05|10332.0|0|10332.0|0|78.0|0|0.0|100
0|2022-01-06|10390.0|0|10390.0|0|78.0|0|0.0|100
0|2022-01-07|10459.0|0|10459.0|0|79.0|0|0.0|100
0|2022-01-08|10459.0|0|10459.0|0|79.0|0|0.0|100
0|2022-01-09|10459.0|0|10459.0|0|79.0|0|0.0|100
0|2022-01-10|11284.0|0|11284.0|0|79.0|0|0.0|100
0|2022-01-11|11420.0|0|11420.0|0|80.0|0|0.0|100
0|2022-01-12|11505.0|0|11505.0|0|80.0|0|0.0|100
0|2022-01-13|11505.0|0|11675.0|0|80.0|0|0.0|100
0|2022-01-14|11975.0|0|11825.0|0|80.0|0|0.0|100
0|2022-01-15|11975.0|0|11975.0|0|80.0|0|0.0|100
0|2022-01-16|11975.0|0|11975.0|0|80.0|0|0.0|100
0|2022-01-17|12318.0|0|0.0|100|80.0|0|0.0|100
