|dates|Polk_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Polk_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Polk_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Polk_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Polk_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Polk_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Polk_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Polk_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-16|3224.0|0|3224.0|0|31.0|0|0.0|100
0|2021-11-17|3226.0|0|3226.0|0|31.0|0|0.0|100
0|2021-11-18|3229.0|0|3229.0|0|31.0|0|0.0|100
0|2021-11-19|3231.0|0|3231.0|0|31.0|0|0.0|100
0|2021-11-20|3231.0|0|3231.0|0|31.0|0|0.0|100
0|2021-11-21|3231.0|0|3231.0|0|31.0|0|0.0|100
0|2021-11-22|3238.0|0|3238.0|0|32.0|0|0.0|100
0|2021-11-23|3238.0|0|3238.0|0|33.0|0|0.0|100
0|2021-11-24|3242.0|0|3242.0|0|33.0|0|0.0|100
0|2021-11-25|3242.0|0|3242.0|0|33.0|0|0.0|100
0|2021-11-26|3242.0|0|3242.0|0|33.0|0|0.0|100
0|2021-11-27|3242.0|0|3242.0|0|33.0|0|0.0|100
0|2021-11-28|3242.0|0|3242.0|0|33.0|0|0.0|100
0|2021-11-29|3247.0|0|3247.0|0|33.0|0|0.0|100
0|2021-11-30|3256.0|0|3256.0|0|33.0|0|0.0|100
0|2021-12-01|3259.0|0|3259.0|0|33.0|0|0.0|100
0|2021-12-02|3263.0|0|3263.0|0|33.0|0|0.0|100
0|2021-12-03|3268.0|0|3268.0|0|33.0|0|0.0|100
0|2021-12-04|3268.0|0|3268.0|0|33.0|0|0.0|100
0|2021-12-05|3268.0|0|3268.0|0|33.0|0|0.0|100
0|2021-12-06|3284.0|0|3284.0|0|33.0|0|0.0|100
0|2021-12-07|3286.0|0|3286.0|0|33.0|0|0.0|100
0|2021-12-08|3288.0|0|3288.0|0|33.0|0|0.0|100
0|2021-12-09|3288.0|0|3288.0|0|33.0|0|0.0|100
0|2021-12-10|3298.0|0|3298.0|0|34.0|0|0.0|100
0|2021-12-11|3298.0|0|3298.0|0|34.0|0|0.0|100
0|2021-12-12|3298.0|0|3298.0|0|34.0|0|0.0|100
0|2021-12-13|3305.0|0|3305.0|0|34.0|0|0.0|100
0|2021-12-14|3305.0|0|3311.0|0|34.0|0|0.0|100
0|2021-12-15|3312.0|0|3312.0|0|36.0|0|0.0|100
0|2021-12-16|3316.0|0|3316.0|0|37.0|0|0.0|100
0|2021-12-17|3322.0|0|3322.0|0|37.0|0|0.0|100
0|2021-12-18|3322.0|0|3322.0|0|37.0|0|0.0|100
0|2021-12-19|3322.0|0|3322.0|0|37.0|0|0.0|100
0|2021-12-20|3331.0|0|3331.0|0|37.0|0|0.0|100
0|2021-12-21|3332.0|0|3332.0|0|38.0|0|0.0|100
0|2021-12-22|3336.0|0|3336.0|0|39.0|0|0.0|100
0|2021-12-23|3342.0|0|3342.0|0|50.0|0|0.0|100
0|2021-12-24|3342.0|0|3342.0|0|50.0|0|0.0|100
0|2021-12-25|3342.0|0|3342.0|0|50.0|0|0.0|100
0|2021-12-26|3342.0|0|3342.0|0|50.0|0|0.0|100
0|2021-12-27|3351.0|0|3351.0|0|50.0|0|0.0|100
0|2021-12-28|3364.0|0|3364.0|0|50.0|0|0.0|100
0|2021-12-29|3365.0|0|3365.0|0|50.0|0|0.0|100
0|2021-12-30|3386.0|0|3386.0|0|50.0|0|0.0|100
0|2021-12-31|3386.0|0|3386.0|0|50.0|0|0.0|100
0|2022-01-01|3386.0|0|3386.0|0|50.0|0|0.0|100
0|2022-01-02|3386.0|0|3386.0|0|50.0|0|0.0|100
0|2022-01-03|3420.0|0|3420.0|0|50.0|0|0.0|100
0|2022-01-04|3432.0|0|3432.0|0|50.0|0|0.0|100
0|2022-01-05|3432.0|0|3432.0|0|50.0|0|0.0|100
0|2022-01-06|3432.0|0|3432.0|0|50.0|0|0.0|100
0|2022-01-07|3432.0|0|3432.0|0|50.0|0|0.0|100
0|2022-01-08|3432.0|0|3432.0|0|50.0|0|0.0|100
0|2022-01-09|3432.0|0|3432.0|0|50.0|0|0.0|100
0|2022-01-10|3432.0|0|3432.0|0|50.0|0|0.0|100
0|2022-01-11|3432.0|0|3432.0|0|50.0|0|0.0|100
0|2022-01-12|3523.0|0|3523.0|0|50.0|0|0.0|100
0|2022-01-13|3523.0|0|3523.0|0|50.0|0|0.0|100
0|2022-01-14|3523.0|0|3523.0|0|50.0|0|0.0|100
0|2022-01-15|3523.0|0|3523.0|0|50.0|0|0.0|100
0|2022-01-16|3523.0|0|3523.0|0|50.0|0|0.0|100
0|2022-01-17|3523.0|0|0.0|100|50.0|0|0.0|100
