|dates|DeBaca_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.data|DeBaca_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|DeBaca_NewMexico_UnitedStates.Male_Total_Population.data|DeBaca_NewMexico_UnitedStates.Male_Total_Population.missing|DeBaca_NewMexico_UnitedStates.Female_Total_Population.data|DeBaca_NewMexico_UnitedStates.Female_Total_Population.missing|DeBaca_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.data|DeBaca_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-18|497.0|0|882.0|0|899.0|0|399.0|0
0|2021-11-19|497.0|0|882.0|0|899.0|0|399.0|0
0|2021-11-20|497.0|0|882.0|0|899.0|0|399.0|0
0|2021-11-21|497.0|0|882.0|0|899.0|0|399.0|0
0|2021-11-22|497.0|0|882.0|0|899.0|0|399.0|0
0|2021-11-23|497.0|0|882.0|0|899.0|0|399.0|0
0|2021-11-24|497.0|0|882.0|0|899.0|0|399.0|0
0|2021-11-25|497.0|0|882.0|0|899.0|0|399.0|0
0|2021-11-26|497.0|0|882.0|0|899.0|0|399.0|0
0|2021-11-27|497.0|0|882.0|0|899.0|0|399.0|0
0|2021-11-28|497.0|0|882.0|0|899.0|0|399.0|0
0|2021-11-29|497.0|0|882.0|0|899.0|0|399.0|0
0|2021-11-30|497.0|0|882.0|0|899.0|0|399.0|0
0|2021-12-01|497.0|0|882.0|0|899.0|0|399.0|0
0|2021-12-02|497.0|0|882.0|0|899.0|0|399.0|0
0|2021-12-03|497.0|0|882.0|0|899.0|0|399.0|0
0|2021-12-04|497.0|0|882.0|0|899.0|0|399.0|0
0|2021-12-05|497.0|0|882.0|0|899.0|0|399.0|0
0|2021-12-06|497.0|0|882.0|0|899.0|0|399.0|0
0|2021-12-07|497.0|0|882.0|0|899.0|0|399.0|0
0|2021-12-08|497.0|0|882.0|0|899.0|0|399.0|0
0|2021-12-09|497.0|0|882.0|0|899.0|0|399.0|0
0|2021-12-10|497.0|0|882.0|0|899.0|0|399.0|0
0|2021-12-11|497.0|0|882.0|0|899.0|0|399.0|0
0|2021-12-12|497.0|0|882.0|0|899.0|0|399.0|0
0|2021-12-13|497.0|0|882.0|0|899.0|0|399.0|0
0|2021-12-14|497.0|0|882.0|0|899.0|0|399.0|0
0|2021-12-15|497.0|0|882.0|0|899.0|0|399.0|0
0|2021-12-16|497.0|0|882.0|0|899.0|0|399.0|0
0|2021-12-17|497.0|0|882.0|0|899.0|0|399.0|0
0|2021-12-18|497.0|0|882.0|0|899.0|0|399.0|0
0|2021-12-19|497.0|0|882.0|0|899.0|0|399.0|0
0|2021-12-20|497.0|0|882.0|0|899.0|0|399.0|0
0|2021-12-21|497.0|0|882.0|0|899.0|0|399.0|0
0|2021-12-22|497.0|0|882.0|0|899.0|0|399.0|0
0|2021-12-23|497.0|0|882.0|0|899.0|0|399.0|0
0|2021-12-24|497.0|0|882.0|0|899.0|0|399.0|0
0|2021-12-25|497.0|0|882.0|0|899.0|0|399.0|0
0|2021-12-26|497.0|0|882.0|0|899.0|0|399.0|0
0|2021-12-27|497.0|0|882.0|0|899.0|0|399.0|0
0|2021-12-28|497.0|0|882.0|0|899.0|0|399.0|0
0|2021-12-29|497.0|0|882.0|0|899.0|0|399.0|0
0|2021-12-30|497.0|0|882.0|0|899.0|0|399.0|0
0|2021-12-31|497.0|0|882.0|0|899.0|0|399.0|0
0|2022-01-01|497.0|0|882.0|0|899.0|0|399.0|0
0|2022-01-02|497.0|0|882.0|0|899.0|0|399.0|0
0|2022-01-03|497.0|0|882.0|0|899.0|0|399.0|0
0|2022-01-04|497.0|0|882.0|0|899.0|0|399.0|0
0|2022-01-05|497.0|0|882.0|0|899.0|0|399.0|0
0|2022-01-06|497.0|0|882.0|0|899.0|0|399.0|0
0|2022-01-07|497.0|0|882.0|0|899.0|0|399.0|0
0|2022-01-08|497.0|0|882.0|0|899.0|0|399.0|0
0|2022-01-09|497.0|0|882.0|0|899.0|0|399.0|0
0|2022-01-10|497.0|0|882.0|0|899.0|0|399.0|0
0|2022-01-11|497.0|0|882.0|0|899.0|0|399.0|0
0|2022-01-12|497.0|0|882.0|0|899.0|0|399.0|0
0|2022-01-13|497.0|0|882.0|0|899.0|0|399.0|0
0|2022-01-14|497.0|0|882.0|0|899.0|0|399.0|0
0|2022-01-15|497.0|0|882.0|0|899.0|0|399.0|0
0|2022-01-16|497.0|0|882.0|0|899.0|0|399.0|0
0|2022-01-17|497.0|0|882.0|0|899.0|0|399.0|0
