|dates|Franklin_Illinois_UnitedStates.JHU_ConfirmedCases.data|Franklin_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Franklin_Illinois_UnitedStates.NYT_ConfirmedCases.data|Franklin_Illinois_UnitedStates.NYT_ConfirmedCases.missing|Franklin_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-28|7607.0|0|7607.0|0|119.0|0|0.0|100
0|2021-11-29|7670.0|0|7670.0|0|120.0|0|0.0|100
0|2021-11-30|7681.0|0|7681.0|0|120.0|0|0.0|100
0|2021-12-01|7690.0|0|7690.0|0|120.0|0|0.0|100
0|2021-12-02|7690.0|0|7733.0|0|120.0|0|0.0|100
0|2021-12-03|7768.0|0|7768.0|0|122.0|0|0.0|100
0|2021-12-04|7768.0|0|7768.0|0|122.0|0|0.0|100
0|2021-12-05|7768.0|0|7768.0|0|122.0|0|0.0|100
0|2021-12-06|7850.0|0|7850.0|0|124.0|0|0.0|100
0|2021-12-07|7866.0|0|7866.0|0|124.0|0|0.0|100
0|2021-12-08|7907.0|0|7907.0|0|124.0|0|0.0|100
0|2021-12-09|7934.0|0|7934.0|0|125.0|0|0.0|100
0|2021-12-10|7969.0|0|7969.0|0|125.0|0|0.0|100
0|2021-12-11|7969.0|0|7969.0|0|125.0|0|0.0|100
0|2021-12-12|7969.0|0|7969.0|0|125.0|0|0.0|100
0|2021-12-13|8052.0|0|8052.0|0|125.0|0|0.0|100
0|2021-12-14|8052.0|0|8078.0|0|125.0|0|0.0|100
0|2021-12-15|8120.0|0|8120.0|0|125.0|0|0.0|100
0|2021-12-16|8160.0|0|8160.0|0|127.0|0|0.0|100
0|2021-12-17|8180.0|0|8180.0|0|128.0|0|0.0|100
0|2021-12-18|8180.0|0|8180.0|0|128.0|0|0.0|100
0|2021-12-19|8180.0|0|8180.0|0|128.0|0|0.0|100
0|2021-12-20|8256.0|0|8256.0|0|128.0|0|0.0|100
0|2021-12-21|8295.0|0|8295.0|0|128.0|0|0.0|100
0|2021-12-22|8316.0|0|8316.0|0|128.0|0|0.0|100
0|2021-12-23|8338.0|0|8338.0|0|128.0|0|0.0|100
0|2021-12-24|8338.0|0|8338.0|0|128.0|0|0.0|100
0|2021-12-25|8338.0|0|8338.0|0|128.0|0|0.0|100
0|2021-12-26|8338.0|0|8338.0|0|128.0|0|0.0|100
0|2021-12-27|8427.0|0|8427.0|0|128.0|0|0.0|100
0|2021-12-28|8447.0|0|8447.0|0|128.0|0|0.0|100
0|2021-12-29|8484.0|0|8484.0|0|129.0|0|0.0|100
0|2021-12-30|8545.0|0|8545.0|0|130.0|0|0.0|100
0|2021-12-31|8545.0|0|8545.0|0|130.0|0|0.0|100
0|2022-01-01|8545.0|0|8545.0|0|130.0|0|0.0|100
0|2022-01-02|8545.0|0|8545.0|0|130.0|0|0.0|100
0|2022-01-03|8675.0|0|8675.0|0|131.0|0|0.0|100
0|2022-01-04|8740.0|0|8740.0|0|131.0|0|0.0|100
0|2022-01-05|8835.0|0|8835.0|0|133.0|0|0.0|100
0|2022-01-06|8930.0|0|8930.0|0|134.0|0|0.0|100
0|2022-01-07|9036.0|0|9036.0|0|134.0|0|0.0|100
0|2022-01-08|9036.0|0|9036.0|0|134.0|0|0.0|100
0|2022-01-09|9036.0|0|9036.0|0|134.0|0|0.0|100
0|2022-01-10|9197.0|0|9197.0|0|135.0|0|0.0|100
0|2022-01-11|9282.0|0|9282.0|0|135.0|0|0.0|100
0|2022-01-12|9398.0|0|9398.0|0|136.0|0|0.0|100
0|2022-01-13|9398.0|0|9523.0|0|136.0|0|0.0|100
0|2022-01-14|9645.0|0|9645.0|0|139.0|0|0.0|100
0|2022-01-15|9645.0|0|9645.0|0|139.0|0|0.0|100
0|2022-01-16|9645.0|0|9645.0|0|139.0|0|0.0|100
0|2022-01-17|9645.0|0|0.0|100|139.0|0|0.0|100
