|dates|Hardy_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Hardy_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Hardy_WestVirginia_UnitedStates.NYT_ConfirmedCases.data|Hardy_WestVirginia_UnitedStates.NYT_ConfirmedCases.missing|Hardy_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Hardy_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Hardy_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Hardy_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-09|2525.0|0|2525.0|0|31.0|0|0.0|100
0|2021-11-10|2543.0|0|2543.0|0|31.0|0|0.0|100
0|2021-11-11|2551.0|0|2551.0|0|31.0|0|0.0|100
0|2021-11-12|2558.0|0|2558.0|0|31.0|0|0.0|100
0|2021-11-13|2565.0|0|2565.0|0|31.0|0|0.0|100
0|2021-11-14|2573.0|0|2573.0|0|31.0|0|0.0|100
0|2021-11-15|2574.0|0|2574.0|0|31.0|0|0.0|100
0|2021-11-16|2574.0|0|2574.0|0|31.0|0|0.0|100
0|2021-11-17|2591.0|0|2591.0|0|31.0|0|0.0|100
0|2021-11-18|2606.0|0|2606.0|0|31.0|0|0.0|100
0|2021-11-19|2623.0|0|2623.0|0|31.0|0|0.0|100
0|2021-11-20|2630.0|0|2630.0|0|31.0|0|0.0|100
0|2021-11-21|2639.0|0|2639.0|0|31.0|0|0.0|100
0|2021-11-22|2642.0|0|2642.0|0|31.0|0|0.0|100
0|2021-11-23|2652.0|0|2652.0|0|31.0|0|0.0|100
0|2021-11-24|2669.0|0|2669.0|0|31.0|0|0.0|100
0|2021-11-25|2669.0|0|2669.0|0|31.0|0|0.0|100
0|2021-11-26|2669.0|0|2669.0|0|31.0|0|0.0|100
0|2021-11-27|2669.0|0|2669.0|0|31.0|0|0.0|100
0|2021-11-28|2669.0|0|2669.0|0|31.0|0|0.0|100
0|2021-11-29|2693.0|0|2693.0|0|32.0|0|0.0|100
0|2021-11-30|2690.0|0|2690.0|0|32.0|0|0.0|100
0|2021-12-01|2699.0|0|2699.0|0|33.0|0|0.0|100
0|2021-12-02|2707.0|0|2707.0|0|33.0|0|0.0|100
0|2021-12-03|2717.0|0|2717.0|0|35.0|0|0.0|100
0|2021-12-04|2729.0|0|2729.0|0|35.0|0|0.0|100
0|2021-12-05|2738.0|0|2738.0|0|35.0|0|0.0|100
0|2021-12-06|2742.0|0|2742.0|0|36.0|0|0.0|100
0|2021-12-07|2743.0|0|2743.0|0|37.0|0|0.0|100
0|2021-12-08|2753.0|0|2753.0|0|37.0|0|0.0|100
0|2021-12-09|2761.0|0|2761.0|0|37.0|0|0.0|100
0|2021-12-10|2773.0|0|2773.0|0|37.0|0|0.0|100
0|2021-12-11|2786.0|0|2786.0|0|37.0|0|0.0|100
0|2021-12-12|2800.0|0|2800.0|0|37.0|0|0.0|100
0|2021-12-13|2802.0|0|2802.0|0|37.0|0|0.0|100
0|2021-12-14|2802.0|0|2804.0|0|37.0|0|0.0|100
0|2021-12-15|2816.0|0|2816.0|0|37.0|0|0.0|100
0|2021-12-16|2816.0|0|2829.0|0|37.0|0|0.0|100
0|2021-12-17|2840.0|0|2840.0|0|38.0|0|0.0|100
0|2021-12-18|2853.0|0|2853.0|0|38.0|0|0.0|100
0|2021-12-19|2855.0|0|2855.0|0|38.0|0|0.0|100
0|2021-12-20|2858.0|0|2858.0|0|38.0|0|0.0|100
0|2021-12-21|2862.0|0|2862.0|0|38.0|0|0.0|100
0|2021-12-22|2874.0|0|2874.0|0|39.0|0|0.0|100
0|2021-12-23|2888.0|0|2888.0|0|39.0|0|0.0|100
0|2021-12-24|2888.0|0|2888.0|0|39.0|0|0.0|100
0|2021-12-25|2888.0|0|2888.0|0|39.0|0|0.0|100
0|2021-12-26|2888.0|0|2888.0|0|39.0|0|0.0|100
0|2021-12-27|2912.0|0|2912.0|0|39.0|0|0.0|100
0|2021-12-28|2923.0|0|2923.0|0|39.0|0|0.0|100
0|2021-12-29|2937.0|0|2937.0|0|40.0|0|0.0|100
0|2021-12-30|2966.0|0|2966.0|0|40.0|0|0.0|100
0|2021-12-31|2966.0|0|2966.0|0|40.0|0|0.0|100
0|2022-01-01|2966.0|0|2966.0|0|40.0|0|0.0|100
0|2022-01-02|2966.0|0|2966.0|0|40.0|0|0.0|100
0|2022-01-03|3061.0|0|3061.0|0|41.0|0|0.0|100
0|2022-01-04|3078.0|0|3078.0|0|41.0|0|0.0|100
0|2022-01-05|3126.0|0|3126.0|0|41.0|0|0.0|100
0|2022-01-06|3179.0|0|3179.0|0|41.0|0|0.0|100
0|2022-01-07|3246.0|0|3246.0|0|41.0|0|0.0|100
0|2022-01-08|3274.0|0|3274.0|0|41.0|0|0.0|100
0|2022-01-09|3284.0|0|3284.0|0|41.0|0|0.0|100
0|2022-01-10|3293.0|0|3293.0|0|41.0|0|0.0|100
0|2022-01-11|3305.0|0|3305.0|0|41.0|0|0.0|100
0|2022-01-12|3363.0|0|3363.0|0|41.0|0|0.0|100
0|2022-01-13|3363.0|0|3406.0|0|41.0|0|0.0|100
0|2022-01-14|3439.0|0|3439.0|0|41.0|0|0.0|100
0|2022-01-15|3478.0|0|3478.0|0|41.0|0|0.0|100
0|2022-01-16|3507.0|0|3507.0|0|41.0|0|0.0|100
0|2022-01-17|3527.0|0|0.0|100|43.0|0|0.0|100
