|dates|Union_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Union_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Union_SouthDakota_UnitedStates.NYT_ConfirmedCases.data|Union_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing|Union_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Union_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Union_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Union_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-23|2830.0|0|2830.0|0|46.0|0|0.0|100
0|2021-11-24|2845.0|0|2845.0|0|46.0|0|0.0|100
0|2021-11-25|2845.0|0|2845.0|0|46.0|0|0.0|100
0|2021-11-26|2845.0|0|2845.0|0|46.0|0|0.0|100
0|2021-11-27|2845.0|0|2845.0|0|46.0|0|0.0|100
0|2021-11-28|2845.0|0|2845.0|0|46.0|0|0.0|100
0|2021-11-29|2856.0|0|2856.0|0|46.0|0|0.0|100
0|2021-11-30|2879.0|0|2879.0|0|46.0|0|0.0|100
0|2021-12-01|2893.0|0|2893.0|0|46.0|0|0.0|100
0|2021-12-02|2901.0|0|2901.0|0|46.0|0|0.0|100
0|2021-12-03|2906.0|0|2906.0|0|46.0|0|0.0|100
0|2021-12-04|2906.0|0|2906.0|0|46.0|0|0.0|100
0|2021-12-05|2906.0|0|2906.0|0|46.0|0|0.0|100
0|2021-12-06|2913.0|0|2913.0|0|46.0|0|0.0|100
0|2021-12-07|2929.0|0|2929.0|0|46.0|0|0.0|100
0|2021-12-08|2936.0|0|2936.0|0|46.0|0|0.0|100
0|2021-12-09|2943.0|0|2943.0|0|46.0|0|0.0|100
0|2021-12-10|2949.0|0|2949.0|0|46.0|0|0.0|100
0|2021-12-11|2949.0|0|2949.0|0|46.0|0|0.0|100
0|2021-12-12|2949.0|0|2949.0|0|46.0|0|0.0|100
0|2021-12-13|2959.0|0|2959.0|0|46.0|0|0.0|100
0|2021-12-14|2959.0|0|2975.0|0|46.0|0|0.0|100
0|2021-12-15|2982.0|0|2982.0|0|46.0|0|0.0|100
0|2021-12-16|2990.0|0|2990.0|0|46.0|0|0.0|100
0|2021-12-17|2993.0|0|2993.0|0|46.0|0|0.0|100
0|2021-12-18|2993.0|0|2993.0|0|46.0|0|0.0|100
0|2021-12-19|2993.0|0|2993.0|0|46.0|0|0.0|100
0|2021-12-20|2996.0|0|2996.0|0|46.0|0|0.0|100
0|2021-12-21|3007.0|0|3007.0|0|46.0|0|0.0|100
0|2021-12-22|3010.0|0|3010.0|0|46.0|0|0.0|100
0|2021-12-23|3014.0|0|3014.0|0|46.0|0|0.0|100
0|2021-12-24|3014.0|0|3014.0|0|46.0|0|0.0|100
0|2021-12-25|3014.0|0|3014.0|0|46.0|0|0.0|100
0|2021-12-26|3014.0|0|3014.0|0|46.0|0|0.0|100
0|2021-12-27|3024.0|0|3024.0|0|47.0|0|0.0|100
0|2021-12-28|3037.0|0|3037.0|0|47.0|0|0.0|100
0|2021-12-29|3042.0|0|3042.0|0|47.0|0|0.0|100
0|2021-12-30|3049.0|0|3049.0|0|47.0|0|0.0|100
0|2021-12-31|3049.0|0|3049.0|0|47.0|0|0.0|100
0|2022-01-01|3049.0|0|3049.0|0|47.0|0|0.0|100
0|2022-01-02|3049.0|0|3049.0|0|47.0|0|0.0|100
0|2022-01-03|3060.0|0|3060.0|0|47.0|0|0.0|100
0|2022-01-04|3095.0|0|3095.0|0|47.0|0|0.0|100
0|2022-01-05|3163.0|0|3163.0|0|47.0|0|0.0|100
0|2022-01-06|3201.0|0|3201.0|0|47.0|0|0.0|100
0|2022-01-07|3221.0|0|3221.0|0|47.0|0|0.0|100
0|2022-01-08|3221.0|0|3221.0|0|47.0|0|0.0|100
0|2022-01-09|3221.0|0|3221.0|0|47.0|0|0.0|100
0|2022-01-10|3268.0|0|3268.0|0|47.0|0|0.0|100
0|2022-01-11|3317.0|0|3317.0|0|47.0|0|0.0|100
0|2022-01-12|3375.0|0|3375.0|0|47.0|0|0.0|100
0|2022-01-13|3375.0|0|3410.0|0|47.0|0|0.0|100
0|2022-01-14|3410.0|0|3474.0|0|47.0|0|0.0|100
0|2022-01-15|3474.0|0|3474.0|0|47.0|0|0.0|100
0|2022-01-16|3474.0|0|3474.0|0|47.0|0|0.0|100
0|2022-01-17|3474.0|0|0.0|100|47.0|0|0.0|100
