|dates|Crawford_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Crawford_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Crawford_Michigan_UnitedStates.Male_Total_Population.data|Crawford_Michigan_UnitedStates.Male_Total_Population.missing|Crawford_Michigan_UnitedStates.Female_Total_Population.data|Crawford_Michigan_UnitedStates.Female_Total_Population.missing|Crawford_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Crawford_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-25|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2021-11-26|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2021-11-27|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2021-11-28|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2021-11-29|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2021-11-30|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2021-12-01|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2021-12-02|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2021-12-03|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2021-12-04|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2021-12-05|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2021-12-06|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2021-12-07|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2021-12-08|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2021-12-09|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2021-12-10|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2021-12-11|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2021-12-12|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2021-12-13|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2021-12-14|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2021-12-15|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2021-12-16|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2021-12-17|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2021-12-18|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2021-12-19|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2021-12-20|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2021-12-21|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2021-12-22|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2021-12-23|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2021-12-24|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2021-12-25|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2021-12-26|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2021-12-27|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2021-12-28|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2021-12-29|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2021-12-30|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2021-12-31|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2022-01-01|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2022-01-02|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2022-01-03|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2022-01-04|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2022-01-05|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2022-01-06|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2022-01-07|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2022-01-08|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2022-01-09|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2022-01-10|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2022-01-11|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2022-01-12|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2022-01-13|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2022-01-14|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2022-01-15|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2022-01-16|3570.0|0|7062.0|0|6839.0|0|2486.0|0
0|2022-01-17|3570.0|0|7062.0|0|6839.0|0|2486.0|0
