|dates|Wyandot_Ohio_UnitedStates.JHU_ConfirmedCases.data|Wyandot_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Wyandot_Ohio_UnitedStates.NYT_ConfirmedCases.data|Wyandot_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Wyandot_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Wyandot_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Wyandot_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Wyandot_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-28|3671.0|0|3671.0|0|73.0|0|0.0|100
0|2021-11-29|3679.0|0|3679.0|0|73.0|0|0.0|100
0|2021-11-30|3693.0|0|3693.0|0|73.0|0|0.0|100
0|2021-12-01|3726.0|0|3726.0|0|73.0|0|0.0|100
0|2021-12-02|3749.0|0|3749.0|0|73.0|0|0.0|100
0|2021-12-03|3749.0|0|3776.0|0|73.0|0|0.0|100
0|2021-12-04|3791.0|0|3791.0|0|75.0|0|0.0|100
0|2021-12-05|3792.0|0|3792.0|0|75.0|0|0.0|100
0|2021-12-06|3799.0|0|3799.0|0|75.0|0|0.0|100
0|2021-12-07|3831.0|0|3831.0|0|75.0|0|0.0|100
0|2021-12-08|3860.0|0|3860.0|0|75.0|0|0.0|100
0|2021-12-09|3876.0|0|3876.0|0|75.0|0|0.0|100
0|2021-12-10|3900.0|0|3900.0|0|77.0|0|0.0|100
0|2021-12-11|3917.0|0|3917.0|0|77.0|0|0.0|100
0|2021-12-12|3925.0|0|3925.0|0|77.0|0|0.0|100
0|2021-12-13|3927.0|0|3927.0|0|77.0|0|0.0|100
0|2021-12-14|3927.0|0|3956.0|0|77.0|0|0.0|100
0|2021-12-15|3981.0|0|3981.0|0|78.0|0|0.0|100
0|2021-12-16|3993.0|0|3993.0|0|78.0|0|0.0|100
0|2021-12-17|4004.0|0|4004.0|0|79.0|0|0.0|100
0|2021-12-18|4020.0|0|4020.0|0|79.0|0|0.0|100
0|2021-12-19|4027.0|0|4027.0|0|79.0|0|0.0|100
0|2021-12-20|4032.0|0|4032.0|0|79.0|0|0.0|100
0|2021-12-21|4050.0|0|4050.0|0|80.0|0|0.0|100
0|2021-12-22|4064.0|0|4064.0|0|80.0|0|0.0|100
0|2021-12-23|4081.0|0|4081.0|0|80.0|0|0.0|100
0|2021-12-24|4095.0|0|4095.0|0|81.0|0|0.0|100
0|2021-12-25|4095.0|0|4095.0|0|81.0|0|0.0|100
0|2021-12-26|4099.0|0|4099.0|0|81.0|0|0.0|100
0|2021-12-27|4099.0|0|4099.0|0|81.0|0|0.0|100
0|2021-12-28|4117.0|0|4117.0|0|81.0|0|0.0|100
0|2021-12-29|4139.0|0|4139.0|0|81.0|0|0.0|100
0|2021-12-30|4162.0|0|4162.0|0|81.0|0|0.0|100
0|2021-12-31|4191.0|0|4191.0|0|82.0|0|0.0|100
0|2022-01-01|4191.0|0|4191.0|0|82.0|0|0.0|100
0|2022-01-02|4221.0|0|4221.0|0|82.0|0|0.0|100
0|2022-01-03|4239.0|0|4239.0|0|82.0|0|0.0|100
0|2022-01-04|4265.0|0|4265.0|0|83.0|0|0.0|100
0|2022-01-05|4296.0|0|4296.0|0|83.0|0|0.0|100
0|2022-01-06|4332.0|0|4332.0|0|83.0|0|0.0|100
0|2022-01-07|4373.0|0|4373.0|0|83.0|0|0.0|100
0|2022-01-08|4402.0|0|4402.0|0|83.0|0|0.0|100
0|2022-01-09|4424.0|0|4424.0|0|83.0|0|0.0|100
0|2022-01-10|4444.0|0|4444.0|0|83.0|0|0.0|100
0|2022-01-11|4477.0|0|4477.0|0|87.0|0|0.0|100
0|2022-01-12|4541.0|0|4541.0|0|87.0|0|0.0|100
0|2022-01-13|4541.0|0|4562.0|0|87.0|0|0.0|100
0|2022-01-14|4616.0|0|4616.0|0|89.0|0|0.0|100
0|2022-01-15|4701.0|0|4701.0|0|89.0|0|0.0|100
0|2022-01-16|4791.0|0|4791.0|0|89.0|0|0.0|100
0|2022-01-17|4822.0|0|0.0|100|89.0|0|0.0|100
