|dates|Wells_Indiana_UnitedStates.JHU_ConfirmedCases.data|Wells_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Wells_Indiana_UnitedStates.NYT_ConfirmedCases.data|Wells_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Wells_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Wells_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Wells_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Wells_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-02|4787.0|0|4839.0|0|103.0|0|0.0|100
0|2021-12-03|4836.0|0|4861.0|0|105.0|0|0.0|100
0|2021-12-04|4836.0|0|4861.0|0|105.0|0|0.0|100
0|2021-12-05|4836.0|0|4861.0|0|105.0|0|0.0|100
0|2021-12-06|4894.0|0|4919.0|0|106.0|0|0.0|100
0|2021-12-07|4934.0|0|4959.0|0|107.0|0|0.0|100
0|2021-12-08|4962.0|0|4987.0|0|107.0|0|0.0|100
0|2021-12-09|4993.0|0|5018.0|0|107.0|0|0.0|100
0|2021-12-10|5016.0|0|5041.0|0|107.0|0|0.0|100
0|2021-12-11|5016.0|0|5041.0|0|107.0|0|0.0|100
0|2021-12-12|5016.0|0|5041.0|0|107.0|0|0.0|100
0|2021-12-13|5063.0|0|5088.0|0|111.0|0|0.0|100
0|2021-12-14|5063.0|0|5096.0|0|111.0|0|0.0|100
0|2021-12-15|5096.0|0|5121.0|0|111.0|0|0.0|100
0|2021-12-16|5125.0|0|5150.0|0|111.0|0|0.0|100
0|2021-12-17|5145.0|0|5170.0|0|111.0|0|0.0|100
0|2021-12-18|5145.0|0|5170.0|0|111.0|0|0.0|100
0|2021-12-19|5145.0|0|5170.0|0|111.0|0|0.0|100
0|2021-12-20|5177.0|0|5202.0|0|114.0|0|0.0|100
0|2021-12-21|5194.0|0|5219.0|0|115.0|0|0.0|100
0|2021-12-22|5211.0|0|5236.0|0|116.0|0|0.0|100
0|2021-12-23|5211.0|0|5236.0|0|116.0|0|0.0|100
0|2021-12-24|5211.0|0|5236.0|0|116.0|0|0.0|100
0|2021-12-25|5211.0|0|5236.0|0|116.0|0|0.0|100
0|2021-12-26|5211.0|0|5236.0|0|116.0|0|0.0|100
0|2021-12-27|5256.0|0|5281.0|0|117.0|0|0.0|100
0|2021-12-28|5270.0|0|5295.0|0|117.0|0|0.0|100
0|2021-12-29|5289.0|0|5314.0|0|117.0|0|0.0|100
0|2021-12-30|5304.0|0|5329.0|0|118.0|0|0.0|100
0|2021-12-31|5304.0|0|5329.0|0|118.0|0|0.0|100
0|2022-01-01|5304.0|0|5329.0|0|118.0|0|0.0|100
0|2022-01-02|5304.0|0|5329.0|0|118.0|0|0.0|100
0|2022-01-03|5362.0|0|5387.0|0|118.0|0|0.0|100
0|2022-01-04|5375.0|0|5400.0|0|118.0|0|0.0|100
0|2022-01-05|5414.0|0|5439.0|0|118.0|0|0.0|100
0|2022-01-06|5441.0|0|5466.0|0|118.0|0|0.0|100
0|2022-01-07|5468.0|0|5493.0|0|118.0|0|0.0|100
0|2022-01-08|5468.0|0|5493.0|0|118.0|0|0.0|100
0|2022-01-09|5468.0|0|5493.0|0|118.0|0|0.0|100
0|2022-01-10|5559.0|0|5586.0|0|119.0|0|0.0|100
0|2022-01-11|5586.0|0|5613.0|0|119.0|0|0.0|100
0|2022-01-12|5637.0|0|5664.0|0|119.0|0|0.0|100
0|2022-01-13|5637.0|0|5712.0|0|119.0|0|0.0|100
0|2022-01-14|5744.0|0|5771.0|0|119.0|0|0.0|100
0|2022-01-15|5744.0|0|5771.0|0|119.0|0|0.0|100
0|2022-01-16|5744.0|0|5771.0|0|119.0|0|0.0|100
0|2022-01-17|5814.0|0|0.0|100|120.0|0|0.0|100
