|dates|Daviess_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Daviess_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Daviess_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Daviess_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Daviess_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Daviess_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Daviess_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Daviess_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-10|17363.0|0|17414.0|0|272.0|0|0.0|100
0|2021-11-11|17414.0|0|17414.0|0|272.0|0|0.0|100
0|2021-11-12|17503.0|0|17503.0|0|272.0|0|0.0|100
0|2021-11-13|17503.0|0|17503.0|0|272.0|0|0.0|100
0|2021-11-14|17503.0|0|17503.0|0|272.0|0|0.0|100
0|2021-11-15|17595.0|0|17595.0|0|272.0|0|0.0|100
0|2021-11-16|17627.0|0|17627.0|0|272.0|0|0.0|100
0|2021-11-17|17690.0|0|17690.0|0|272.0|0|0.0|100
0|2021-11-18|17747.0|0|17747.0|0|272.0|0|0.0|100
0|2021-11-19|17764.0|0|17764.0|0|274.0|0|0.0|100
0|2021-11-20|17764.0|0|17764.0|0|274.0|0|0.0|100
0|2021-11-21|17764.0|0|17764.0|0|274.0|0|0.0|100
0|2021-11-22|17891.0|0|17891.0|0|278.0|0|0.0|100
0|2021-11-23|17950.0|0|17950.0|0|278.0|0|0.0|100
0|2021-11-24|18029.0|0|18029.0|0|280.0|0|0.0|100
0|2021-11-25|18029.0|0|18029.0|0|280.0|0|0.0|100
0|2021-11-26|18029.0|0|18029.0|0|280.0|0|0.0|100
0|2021-11-27|18029.0|0|18029.0|0|280.0|0|0.0|100
0|2021-11-28|18029.0|0|18029.0|0|280.0|0|0.0|100
0|2021-11-29|18202.0|0|18202.0|0|280.0|0|0.0|100
0|2021-11-30|18257.0|0|18257.0|0|280.0|0|0.0|100
0|2021-12-01|18343.0|0|18343.0|0|282.0|0|0.0|100
0|2021-12-02|18343.0|0|18450.0|0|282.0|0|0.0|100
0|2021-12-03|18539.0|0|18539.0|0|284.0|0|0.0|100
0|2021-12-04|18539.0|0|18539.0|0|284.0|0|0.0|100
0|2021-12-05|18539.0|0|18539.0|0|284.0|0|0.0|100
0|2021-12-06|18705.0|0|18705.0|0|287.0|0|0.0|100
0|2021-12-07|18757.0|0|18757.0|0|288.0|0|0.0|100
0|2021-12-08|18821.0|0|18821.0|0|289.0|0|0.0|100
0|2021-12-09|18884.0|0|18884.0|0|290.0|0|0.0|100
0|2021-12-10|18974.0|0|18974.0|0|291.0|0|0.0|100
0|2021-12-11|18974.0|0|18974.0|0|291.0|0|0.0|100
0|2021-12-12|18974.0|0|18974.0|0|291.0|0|0.0|100
0|2021-12-13|19073.0|0|19073.0|0|295.0|0|0.0|100
0|2021-12-14|19073.0|0|19133.0|0|295.0|0|0.0|100
0|2021-12-15|19221.0|0|19221.0|0|298.0|0|0.0|100
0|2021-12-16|19285.0|0|19285.0|0|298.0|0|0.0|100
0|2021-12-17|19395.0|0|19395.0|0|299.0|0|0.0|100
0|2021-12-18|19395.0|0|19395.0|0|299.0|0|0.0|100
0|2021-12-19|19395.0|0|19395.0|0|299.0|0|0.0|100
0|2021-12-20|19553.0|0|19553.0|0|304.0|0|0.0|100
0|2021-12-21|19595.0|0|19595.0|0|304.0|0|0.0|100
0|2021-12-22|19679.0|0|19679.0|0|304.0|0|0.0|100
0|2021-12-23|19679.0|0|19679.0|0|304.0|0|0.0|100
0|2021-12-24|19679.0|0|19679.0|0|304.0|0|0.0|100
0|2021-12-25|19679.0|0|19679.0|0|304.0|0|0.0|100
0|2021-12-26|19679.0|0|19679.0|0|304.0|0|0.0|100
0|2021-12-27|19913.0|0|19913.0|0|310.0|0|0.0|100
0|2021-12-28|19993.0|0|19993.0|0|310.0|0|0.0|100
0|2021-12-29|20109.0|0|20109.0|0|313.0|0|0.0|100
0|2021-12-30|20109.0|0|20109.0|0|313.0|0|0.0|100
0|2021-12-31|20109.0|0|20109.0|0|313.0|0|0.0|100
0|2022-01-01|20109.0|0|20109.0|0|313.0|0|0.0|100
0|2022-01-02|20109.0|0|20109.0|0|313.0|0|0.0|100
0|2022-01-03|20706.0|0|20706.0|0|316.0|0|0.0|100
0|2022-01-04|20775.0|0|20775.0|0|316.0|0|0.0|100
0|2022-01-05|20870.0|0|20870.0|0|317.0|0|0.0|100
0|2022-01-06|21144.0|0|21144.0|0|317.0|0|0.0|100
0|2022-01-07|21390.0|0|21390.0|0|317.0|0|0.0|100
0|2022-01-08|21390.0|0|21390.0|0|317.0|0|0.0|100
0|2022-01-09|21390.0|0|21390.0|0|317.0|0|0.0|100
0|2022-01-10|21885.0|0|21885.0|0|320.0|0|0.0|100
0|2022-01-11|22070.0|0|22070.0|0|320.0|0|0.0|100
0|2022-01-12|22287.0|0|22287.0|0|321.0|0|0.0|100
0|2022-01-13|22287.0|0|22587.0|0|321.0|0|0.0|100
0|2022-01-14|22901.0|0|22901.0|0|322.0|0|0.0|100
0|2022-01-15|22901.0|0|22901.0|0|322.0|0|0.0|100
0|2022-01-16|22901.0|0|22901.0|0|322.0|0|0.0|100
0|2022-01-17|22901.0|0|0.0|100|322.0|0|0.0|100
