|dates|Cook_Georgia_UnitedStates.JHU_ConfirmedCases.data|Cook_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Cook_Georgia_UnitedStates.NYT_ConfirmedCases.data|Cook_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Cook_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Cook_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Cook_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Cook_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-28|3624.0|0|3629.0|0|64.0|0|0.0|100
0|2021-11-29|3627.0|0|3632.0|0|65.0|0|0.0|100
0|2021-11-30|3629.0|0|3635.0|0|65.0|0|0.0|100
0|2021-12-01|3629.0|0|3635.0|0|65.0|0|0.0|100
0|2021-12-02|3633.0|0|3639.0|0|65.0|0|0.0|100
0|2021-12-03|3634.0|0|3640.0|0|65.0|0|0.0|100
0|2021-12-04|3634.0|0|3640.0|0|65.0|0|0.0|100
0|2021-12-05|3634.0|0|3640.0|0|65.0|0|0.0|100
0|2021-12-06|3634.0|0|3640.0|0|65.0|0|0.0|100
0|2021-12-07|3634.0|0|3640.0|0|65.0|0|0.0|100
0|2021-12-08|3634.0|0|3640.0|0|65.0|0|0.0|100
0|2021-12-09|3635.0|0|3641.0|0|65.0|0|0.0|100
0|2021-12-10|3637.0|0|3643.0|0|65.0|0|0.0|100
0|2021-12-11|3637.0|0|3643.0|0|65.0|0|0.0|100
0|2021-12-12|3637.0|0|3643.0|0|65.0|0|0.0|100
0|2021-12-13|3639.0|0|3645.0|0|65.0|0|0.0|100
0|2021-12-14|3639.0|0|3648.0|0|65.0|0|0.0|100
0|2021-12-15|3640.0|0|3646.0|0|65.0|0|0.0|100
0|2021-12-16|3641.0|0|3647.0|0|65.0|0|0.0|100
0|2021-12-17|3643.0|0|3649.0|0|65.0|0|0.0|100
0|2021-12-18|3643.0|0|3649.0|0|65.0|0|0.0|100
0|2021-12-19|3643.0|0|3649.0|0|65.0|0|0.0|100
0|2021-12-20|3645.0|0|3651.0|0|65.0|0|0.0|100
0|2021-12-21|3650.0|0|3656.0|0|65.0|0|0.0|100
0|2021-12-22|3654.0|0|3660.0|0|65.0|0|0.0|100
0|2021-12-23|3661.0|0|3667.0|0|65.0|0|0.0|100
0|2021-12-24|3666.0|0|3672.0|0|65.0|0|0.0|100
0|2021-12-25|3666.0|0|3672.0|0|65.0|0|0.0|100
0|2021-12-26|3666.0|0|3672.0|0|65.0|0|0.0|100
0|2021-12-27|3671.0|0|3678.0|0|65.0|0|0.0|100
0|2021-12-28|3680.0|0|3687.0|0|65.0|0|0.0|100
0|2021-12-29|3700.0|0|3707.0|0|65.0|0|0.0|100
0|2021-12-30|3717.0|0|3724.0|0|65.0|0|0.0|100
0|2021-12-31|3736.0|0|3743.0|0|65.0|0|0.0|100
0|2022-01-01|3736.0|0|3743.0|0|65.0|0|0.0|100
0|2022-01-02|3736.0|0|3743.0|0|65.0|0|0.0|100
0|2022-01-03|3736.0|0|3743.0|0|65.0|0|0.0|100
0|2022-01-04|3801.0|0|3808.0|0|65.0|0|0.0|100
0|2022-01-05|3825.0|0|3832.0|0|65.0|0|0.0|100
0|2022-01-06|3825.0|0|3832.0|0|65.0|0|0.0|100
0|2022-01-07|3825.0|0|3832.0|0|65.0|0|0.0|100
0|2022-01-08|3825.0|0|3832.0|0|65.0|0|0.0|100
0|2022-01-09|3825.0|0|3832.0|0|65.0|0|0.0|100
0|2022-01-10|3963.0|0|3972.0|0|65.0|0|0.0|100
0|2022-01-11|3998.0|0|4007.0|0|65.0|0|0.0|100
0|2022-01-12|4037.0|0|4046.0|0|65.0|0|0.0|100
0|2022-01-13|4037.0|0|4086.0|0|65.0|0|0.0|100
0|2022-01-14|4122.0|0|4131.0|0|65.0|0|0.0|100
0|2022-01-15|4122.0|0|4131.0|0|65.0|0|0.0|100
0|2022-01-16|4122.0|0|4131.0|0|65.0|0|0.0|100
0|2022-01-17|4211.0|0|0.0|100|65.0|0|0.0|100
