|dates|Wilson_Kansas_UnitedStates.JHU_ConfirmedCases.data|Wilson_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Wilson_Kansas_UnitedStates.NYT_ConfirmedCases.data|Wilson_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Wilson_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Wilson_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Wilson_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Wilson_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-28|1861.0|0|1861.0|0|34.0|0|0.0|100
0|2021-12-29|1900.0|0|1900.0|0|34.0|0|0.0|100
0|2021-12-30|1900.0|0|1900.0|0|34.0|0|0.0|100
0|2021-12-31|1900.0|0|1900.0|0|34.0|0|0.0|100
0|2022-01-01|1900.0|0|1900.0|0|34.0|0|0.0|100
0|2022-01-02|1900.0|0|1900.0|0|34.0|0|0.0|100
0|2022-01-03|1936.0|0|1936.0|0|34.0|0|0.0|100
0|2022-01-04|1936.0|0|1936.0|0|34.0|0|0.0|100
0|2022-01-05|1984.0|0|1984.0|0|34.0|0|0.0|100
0|2022-01-06|1984.0|0|1984.0|0|34.0|0|0.0|100
0|2022-01-07|2036.0|0|2036.0|0|35.0|0|0.0|100
0|2022-01-08|2036.0|0|2036.0|0|35.0|0|0.0|100
0|2022-01-09|2036.0|0|2036.0|0|35.0|0|0.0|100
0|2022-01-10|2056.0|0|2056.0|0|35.0|0|0.0|100
0|2022-01-11|2056.0|0|2056.0|0|35.0|0|0.0|100
0|2022-01-12|2056.0|0|2088.0|0|35.0|0|0.0|100
0|2022-01-13|2056.0|0|2119.0|0|35.0|0|0.0|100
0|2022-01-14|2173.0|0|2173.0|0|35.0|0|0.0|100
0|2022-01-15|2173.0|0|2173.0|0|35.0|0|0.0|100
0|2022-01-16|2173.0|0|2173.0|0|35.0|0|0.0|100
0|2022-01-17|2173.0|0|0.0|100|35.0|0|0.0|100
