|dates|Robeson_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Robeson_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Robeson_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Robeson_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Robeson_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Robeson_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Robeson_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Robeson_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-07|25105.0|0|25105.0|0|432.0|0|0.0|100
0|2021-11-08|25154.0|0|25154.0|0|432.0|0|0.0|100
0|2021-11-09|25168.0|0|25168.0|0|432.0|0|0.0|100
0|2021-11-10|25192.0|0|25192.0|0|433.0|0|0.0|100
0|2021-11-11|25192.0|0|25192.0|0|433.0|0|0.0|100
0|2021-11-12|25244.0|0|25244.0|0|433.0|0|0.0|100
0|2021-11-13|25244.0|0|25244.0|0|433.0|0|0.0|100
0|2021-11-14|25244.0|0|25244.0|0|433.0|0|0.0|100
0|2021-11-15|25255.0|0|25255.0|0|435.0|0|0.0|100
0|2021-11-16|25261.0|0|25261.0|0|435.0|0|0.0|100
0|2021-11-17|25287.0|0|25287.0|0|436.0|0|0.0|100
0|2021-11-18|25305.0|0|25305.0|0|437.0|0|0.0|100
0|2021-11-19|25328.0|0|25328.0|0|437.0|0|0.0|100
0|2021-11-20|25328.0|0|25328.0|0|437.0|0|0.0|100
0|2021-11-21|25328.0|0|25328.0|0|437.0|0|0.0|100
0|2021-11-22|25379.0|0|25379.0|0|438.0|0|0.0|100
0|2021-11-23|25382.0|0|25382.0|0|438.0|0|0.0|100
0|2021-11-24|25372.0|0|25372.0|0|438.0|0|0.0|100
0|2021-11-25|25372.0|0|25372.0|0|438.0|0|0.0|100
0|2021-11-26|25372.0|0|25372.0|0|438.0|0|0.0|100
0|2021-11-27|25372.0|0|25372.0|0|438.0|0|0.0|100
0|2021-11-28|25372.0|0|25372.0|0|438.0|0|0.0|100
0|2021-11-29|25454.0|0|25454.0|0|440.0|0|0.0|100
0|2021-11-30|25460.0|0|25460.0|0|440.0|0|0.0|100
0|2021-12-01|25489.0|0|25489.0|0|440.0|0|0.0|100
0|2021-12-02|25537.0|0|25537.0|0|441.0|0|0.0|100
0|2021-12-03|25577.0|0|25577.0|0|441.0|0|0.0|100
0|2021-12-04|25577.0|0|25577.0|0|441.0|0|0.0|100
0|2021-12-05|25577.0|0|25577.0|0|441.0|0|0.0|100
0|2021-12-06|25653.0|0|25653.0|0|441.0|0|0.0|100
0|2021-12-07|25694.0|0|25694.0|0|442.0|0|0.0|100
0|2021-12-08|25759.0|0|25759.0|0|442.0|0|0.0|100
0|2021-12-09|25811.0|0|25811.0|0|443.0|0|0.0|100
0|2021-12-10|25845.0|0|25845.0|0|444.0|0|0.0|100
0|2021-12-11|25845.0|0|25845.0|0|444.0|0|0.0|100
0|2021-12-12|25845.0|0|25845.0|0|444.0|0|0.0|100
0|2021-12-13|25989.0|0|25989.0|0|445.0|0|0.0|100
0|2021-12-14|25989.0|0|26020.0|0|445.0|0|0.0|100
0|2021-12-15|26063.0|0|26063.0|0|449.0|0|0.0|100
0|2021-12-16|26121.0|0|26121.0|0|449.0|0|0.0|100
0|2021-12-17|26156.0|0|26156.0|0|449.0|0|0.0|100
0|2021-12-18|26156.0|0|26156.0|0|449.0|0|0.0|100
0|2021-12-19|26156.0|0|26156.0|0|449.0|0|0.0|100
0|2021-12-20|26264.0|0|26264.0|0|449.0|0|0.0|100
0|2021-12-21|26283.0|0|26283.0|0|449.0|0|0.0|100
0|2021-12-22|26322.0|0|26322.0|0|449.0|0|0.0|100
0|2021-12-23|26322.0|0|26322.0|0|449.0|0|0.0|100
0|2021-12-24|26322.0|0|26322.0|0|449.0|0|0.0|100
0|2021-12-25|26322.0|0|26322.0|0|449.0|0|0.0|100
0|2021-12-26|26322.0|0|26322.0|0|449.0|0|0.0|100
0|2021-12-27|26322.0|0|26322.0|0|449.0|0|0.0|100
0|2021-12-28|26580.0|0|26580.0|0|449.0|0|0.0|100
0|2021-12-29|26672.0|0|26672.0|0|455.0|0|0.0|100
0|2021-12-30|26872.0|0|26872.0|0|456.0|0|0.0|100
0|2021-12-31|26872.0|0|27150.0|0|456.0|0|0.0|100
0|2022-01-01|26872.0|0|27150.0|0|456.0|0|0.0|100
0|2022-01-02|26872.0|0|27150.0|0|456.0|0|0.0|100
0|2022-01-03|27636.0|0|27636.0|0|456.0|0|0.0|100
0|2022-01-04|27754.0|0|27754.0|0|459.0|0|0.0|100
0|2022-01-05|28046.0|0|28046.0|0|459.0|0|0.0|100
0|2022-01-06|28351.0|0|28351.0|0|459.0|0|0.0|100
0|2022-01-07|28752.0|0|28752.0|0|460.0|0|0.0|100
0|2022-01-08|28752.0|0|28752.0|0|460.0|0|0.0|100
0|2022-01-09|28752.0|0|28752.0|0|460.0|0|0.0|100
0|2022-01-10|29713.0|0|29713.0|0|460.0|0|0.0|100
0|2022-01-11|29925.0|0|29925.0|0|461.0|0|0.0|100
0|2022-01-12|30247.0|0|30247.0|0|464.0|0|0.0|100
0|2022-01-13|30247.0|0|30820.0|0|464.0|0|0.0|100
0|2022-01-14|31439.0|0|31439.0|0|464.0|0|0.0|100
0|2022-01-15|31439.0|0|31439.0|0|464.0|0|0.0|100
0|2022-01-16|31439.0|0|31439.0|0|464.0|0|0.0|100
0|2022-01-17|31439.0|0|0.0|100|464.0|0|0.0|100
