|dates|Frederick_Maryland_UnitedStates.JHU_ConfirmedCases.data|Frederick_Maryland_UnitedStates.JHU_ConfirmedCases.missing|Frederick_Maryland_UnitedStates.NYT_ConfirmedCases.data|Frederick_Maryland_UnitedStates.NYT_ConfirmedCases.missing|Frederick_Maryland_UnitedStates.JHU_ConfirmedDeaths.data|Frederick_Maryland_UnitedStates.JHU_ConfirmedDeaths.missing|Frederick_Maryland_UnitedStates.JHU_ConfirmedRecoveries.data|Frederick_Maryland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-22|26247.0|0|26257.0|0|397.0|0|0.0|100
0|2021-12-23|26247.0|0|26257.0|0|397.0|0|0.0|100
0|2021-12-24|26247.0|0|26257.0|0|397.0|0|0.0|100
0|2021-12-25|26247.0|0|26257.0|0|397.0|0|0.0|100
0|2021-12-26|26247.0|0|26257.0|0|397.0|0|0.0|100
0|2021-12-27|26247.0|0|26257.0|0|397.0|0|0.0|100
0|2021-12-28|29559.0|0|29569.0|0|413.0|0|0.0|100
0|2021-12-29|29990.0|0|30000.0|0|417.0|0|0.0|100
0|2021-12-30|30636.0|0|30646.0|0|417.0|0|0.0|100
0|2021-12-31|30636.0|0|30646.0|0|417.0|0|0.0|100
0|2022-01-01|30636.0|0|30646.0|0|417.0|0|0.0|100
0|2022-01-02|32255.0|0|32265.0|0|419.0|0|0.0|100
0|2022-01-03|32801.0|0|32811.0|0|419.0|0|0.0|100
0|2022-01-04|33463.0|0|33473.0|0|423.0|0|0.0|100
0|2022-01-05|34077.0|0|34087.0|0|423.0|0|0.0|100
0|2022-01-06|34689.0|0|34699.0|0|423.0|0|0.0|100
0|2022-01-07|35326.0|0|35336.0|0|426.0|0|0.0|100
0|2022-01-08|35948.0|0|35958.0|0|427.0|0|0.0|100
0|2022-01-09|36755.0|0|36765.0|0|428.0|0|0.0|100
0|2022-01-10|36982.0|0|36992.0|0|428.0|0|0.0|100
0|2022-01-11|37451.0|0|37461.0|0|433.0|0|0.0|100
0|2022-01-12|38319.0|0|38329.0|0|434.0|0|0.0|100
0|2022-01-13|38319.0|0|38852.0|0|434.0|0|0.0|100
0|2022-01-14|39217.0|0|39227.0|0|437.0|0|0.0|100
0|2022-01-15|39722.0|0|39732.0|0|438.0|0|0.0|100
0|2022-01-16|40091.0|0|40101.0|0|442.0|0|0.0|100
0|2022-01-17|40432.0|0|0.0|100|443.0|0|0.0|100
