|dates|Union_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Union_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Union_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Union_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Union_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Union_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Union_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Union_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-26|3387.0|0|3387.0|0|50.0|0|0.0|100
0|2021-11-27|3387.0|0|3387.0|0|50.0|0|0.0|100
0|2021-11-28|3387.0|0|3387.0|0|50.0|0|0.0|100
0|2021-11-29|3405.0|0|3405.0|0|50.0|0|0.0|100
0|2021-11-30|3416.0|0|3416.0|0|50.0|0|0.0|100
0|2021-12-01|3428.0|0|3428.0|0|50.0|0|0.0|100
0|2021-12-02|3455.0|0|3455.0|0|50.0|0|0.0|100
0|2021-12-03|3466.0|0|3466.0|0|51.0|0|0.0|100
0|2021-12-04|3466.0|0|3466.0|0|51.0|0|0.0|100
0|2021-12-05|3466.0|0|3466.0|0|51.0|0|0.0|100
0|2021-12-06|3492.0|0|3492.0|0|51.0|0|0.0|100
0|2021-12-07|3496.0|0|3496.0|0|51.0|0|0.0|100
0|2021-12-08|3505.0|0|3505.0|0|51.0|0|0.0|100
0|2021-12-09|3505.0|0|3505.0|0|51.0|0|0.0|100
0|2021-12-10|3528.0|0|3528.0|0|51.0|0|0.0|100
0|2021-12-11|3528.0|0|3528.0|0|51.0|0|0.0|100
0|2021-12-12|3528.0|0|3528.0|0|51.0|0|0.0|100
0|2021-12-13|3548.0|0|3548.0|0|52.0|0|0.0|100
0|2021-12-14|3548.0|0|3568.0|0|52.0|0|0.0|100
0|2021-12-15|3575.0|0|3575.0|0|52.0|0|0.0|100
0|2021-12-16|3585.0|0|3585.0|0|52.0|0|0.0|100
0|2021-12-17|3585.0|0|3591.0|0|52.0|0|0.0|100
0|2021-12-18|3591.0|0|3591.0|0|52.0|0|0.0|100
0|2021-12-19|3591.0|0|3591.0|0|52.0|0|0.0|100
0|2021-12-20|3603.0|0|3603.0|0|52.0|0|0.0|100
0|2021-12-21|3606.0|0|3606.0|0|52.0|0|0.0|100
0|2021-12-22|3614.0|0|3614.0|0|52.0|0|0.0|100
0|2021-12-23|3621.0|0|3621.0|0|63.0|0|0.0|100
0|2021-12-24|3621.0|0|3621.0|0|63.0|0|0.0|100
0|2021-12-25|3621.0|0|3621.0|0|63.0|0|0.0|100
0|2021-12-26|3621.0|0|3621.0|0|63.0|0|0.0|100
0|2021-12-27|3640.0|0|3640.0|0|63.0|0|0.0|100
0|2021-12-28|3650.0|0|3650.0|0|64.0|0|0.0|100
0|2021-12-29|3672.0|0|3672.0|0|64.0|0|0.0|100
0|2021-12-30|3694.0|0|3694.0|0|64.0|0|0.0|100
0|2021-12-31|3694.0|0|3694.0|0|64.0|0|0.0|100
0|2022-01-01|3694.0|0|3694.0|0|64.0|0|0.0|100
0|2022-01-02|3694.0|0|3694.0|0|64.0|0|0.0|100
0|2022-01-03|3729.0|0|3729.0|0|64.0|0|0.0|100
0|2022-01-04|3741.0|0|3741.0|0|64.0|0|0.0|100
0|2022-01-05|3741.0|0|3741.0|0|64.0|0|0.0|100
0|2022-01-06|3741.0|0|3741.0|0|64.0|0|0.0|100
0|2022-01-07|3741.0|0|3741.0|0|64.0|0|0.0|100
0|2022-01-08|3741.0|0|3741.0|0|64.0|0|0.0|100
0|2022-01-09|3741.0|0|3741.0|0|64.0|0|0.0|100
0|2022-01-10|3741.0|0|3741.0|0|64.0|0|0.0|100
0|2022-01-11|3741.0|0|3741.0|0|64.0|0|0.0|100
0|2022-01-12|3857.0|0|3857.0|0|64.0|0|0.0|100
0|2022-01-13|3857.0|0|3857.0|0|64.0|0|0.0|100
0|2022-01-14|3857.0|0|3857.0|0|64.0|0|0.0|100
0|2022-01-15|3857.0|0|3857.0|0|64.0|0|0.0|100
0|2022-01-16|3857.0|0|3857.0|0|64.0|0|0.0|100
0|2022-01-17|3857.0|0|0.0|100|64.0|0|0.0|100
