|dates|VanBuren_Iowa_UnitedStates.BLS_EmployedPopulation.data|VanBuren_Iowa_UnitedStates.BLS_EmployedPopulation.missing|VanBuren_Iowa_UnitedStates.BLS_UnemployedPopulation.data|VanBuren_Iowa_UnitedStates.BLS_UnemployedPopulation.missing|VanBuren_Iowa_UnitedStates.BLS_UnemploymentRate.data|VanBuren_Iowa_UnitedStates.BLS_UnemploymentRate.missing|VanBuren_Iowa_UnitedStates.BLS_LaborForcePopulation.data|VanBuren_Iowa_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-12-09|3527.0|0|132.0|0|3.6075430445476906|0|3659.0|0
0|2021-12-10|3527.0|0|132.0|0|3.6075430445476906|0|3659.0|0
0|2021-12-11|3527.0|0|132.0|0|3.6075430445476906|0|3659.0|0
0|2021-12-12|3527.0|0|132.0|0|3.6075430445476906|0|3659.0|0
0|2021-12-13|3527.0|0|132.0|0|3.6075430445476906|0|3659.0|0
0|2021-12-14|3527.0|0|132.0|0|3.6075430445476906|0|3659.0|0
0|2021-12-15|3527.0|0|132.0|0|3.6075430445476906|0|3659.0|0
0|2021-12-16|3527.0|0|132.0|0|3.6075430445476906|0|3659.0|0
0|2021-12-17|3527.0|0|132.0|0|3.6075430445476906|0|3659.0|0
0|2021-12-18|3527.0|0|132.0|0|3.6075430445476906|0|3659.0|0
0|2021-12-19|3527.0|0|132.0|0|3.6075430445476906|0|3659.0|0
0|2021-12-20|3527.0|0|132.0|0|3.6075430445476906|0|3659.0|0
0|2021-12-21|3527.0|0|132.0|0|3.6075430445476906|0|3659.0|0
0|2021-12-22|3527.0|0|132.0|0|3.6075430445476906|0|3659.0|0
0|2021-12-23|3527.0|0|132.0|0|3.6075430445476906|0|3659.0|0
0|2021-12-24|3527.0|0|132.0|0|3.6075430445476906|0|3659.0|0
0|2021-12-25|3527.0|0|132.0|0|3.6075430445476906|0|3659.0|0
0|2021-12-26|3527.0|0|132.0|0|3.6075430445476906|0|3659.0|0
0|2021-12-27|3527.0|0|132.0|0|3.6075430445476906|0|3659.0|0
0|2021-12-28|3527.0|0|132.0|0|3.6075430445476906|0|3659.0|0
0|2021-12-29|3527.0|0|132.0|0|3.6075430445476906|0|3659.0|0
0|2021-12-30|3527.0|0|132.0|0|3.6075430445476906|0|3659.0|0
0|2021-12-31|3527.0|0|132.0|0|3.6075430445476906|0|3659.0|0
0|2022-01-01|3527.0|0|132.0|0|3.6075430445476906|0|3659.0|0
0|2022-01-02|3527.0|0|132.0|0|3.6075430445476906|0|3659.0|0
0|2022-01-03|3527.0|0|132.0|0|3.6075430445476906|0|3659.0|0
0|2022-01-04|3527.0|0|132.0|0|3.6075430445476906|0|3659.0|0
0|2022-01-05|3527.0|0|132.0|0|3.6075430445476906|0|3659.0|0
0|2022-01-06|3527.0|0|132.0|0|3.6075430445476906|0|3659.0|0
0|2022-01-07|3527.0|0|132.0|0|3.6075430445476906|0|3659.0|0
0|2022-01-08|3527.0|0|132.0|0|3.6075430445476906|0|3659.0|0
0|2022-01-09|3527.0|0|132.0|0|3.6075430445476906|0|3659.0|0
0|2022-01-10|3527.0|0|132.0|0|3.6075430445476906|0|3659.0|0
0|2022-01-11|3527.0|0|132.0|0|3.6075430445476906|0|3659.0|0
0|2022-01-12|3527.0|0|132.0|0|3.6075430445476906|0|3659.0|0
0|2022-01-13|3527.0|0|132.0|0|3.6075430445476906|0|3659.0|0
0|2022-01-14|3527.0|0|132.0|0|3.6075430445476906|0|3659.0|0
0|2022-01-15|3527.0|0|132.0|0|3.6075430445476906|0|3659.0|0
0|2022-01-16|3527.0|0|132.0|0|3.6075430445476906|0|3659.0|0
0|2022-01-17|3527.0|0|132.0|0|3.6075430445476906|0|3659.0|0
