|dates|Wheeler_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wheeler_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wheeler_Texas_UnitedStates.Male_Total_Population.data|Wheeler_Texas_UnitedStates.Male_Total_Population.missing|Wheeler_Texas_UnitedStates.Female_Total_Population.data|Wheeler_Texas_UnitedStates.Female_Total_Population.missing|Wheeler_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Wheeler_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-14|1004.0|0|2613.0|0|2578.0|0|1301.0|0
0|2021-12-15|1004.0|0|2613.0|0|2578.0|0|1301.0|0
0|2021-12-16|1004.0|0|2613.0|0|2578.0|0|1301.0|0
0|2021-12-17|1004.0|0|2613.0|0|2578.0|0|1301.0|0
0|2021-12-18|1004.0|0|2613.0|0|2578.0|0|1301.0|0
0|2021-12-19|1004.0|0|2613.0|0|2578.0|0|1301.0|0
0|2021-12-20|1004.0|0|2613.0|0|2578.0|0|1301.0|0
0|2021-12-21|1004.0|0|2613.0|0|2578.0|0|1301.0|0
0|2021-12-22|1004.0|0|2613.0|0|2578.0|0|1301.0|0
0|2021-12-23|1004.0|0|2613.0|0|2578.0|0|1301.0|0
0|2021-12-24|1004.0|0|2613.0|0|2578.0|0|1301.0|0
0|2021-12-25|1004.0|0|2613.0|0|2578.0|0|1301.0|0
0|2021-12-26|1004.0|0|2613.0|0|2578.0|0|1301.0|0
0|2021-12-27|1004.0|0|2613.0|0|2578.0|0|1301.0|0
0|2021-12-28|1004.0|0|2613.0|0|2578.0|0|1301.0|0
0|2021-12-29|1004.0|0|2613.0|0|2578.0|0|1301.0|0
0|2021-12-30|1004.0|0|2613.0|0|2578.0|0|1301.0|0
0|2021-12-31|1004.0|0|2613.0|0|2578.0|0|1301.0|0
0|2022-01-01|1004.0|0|2613.0|0|2578.0|0|1301.0|0
0|2022-01-02|1004.0|0|2613.0|0|2578.0|0|1301.0|0
0|2022-01-03|1004.0|0|2613.0|0|2578.0|0|1301.0|0
0|2022-01-04|1004.0|0|2613.0|0|2578.0|0|1301.0|0
0|2022-01-05|1004.0|0|2613.0|0|2578.0|0|1301.0|0
0|2022-01-06|1004.0|0|2613.0|0|2578.0|0|1301.0|0
0|2022-01-07|1004.0|0|2613.0|0|2578.0|0|1301.0|0
0|2022-01-08|1004.0|0|2613.0|0|2578.0|0|1301.0|0
0|2022-01-09|1004.0|0|2613.0|0|2578.0|0|1301.0|0
0|2022-01-10|1004.0|0|2613.0|0|2578.0|0|1301.0|0
0|2022-01-11|1004.0|0|2613.0|0|2578.0|0|1301.0|0
0|2022-01-12|1004.0|0|2613.0|0|2578.0|0|1301.0|0
0|2022-01-13|1004.0|0|2613.0|0|2578.0|0|1301.0|0
0|2022-01-14|1004.0|0|2613.0|0|2578.0|0|1301.0|0
0|2022-01-15|1004.0|0|2613.0|0|2578.0|0|1301.0|0
0|2022-01-16|1004.0|0|2613.0|0|2578.0|0|1301.0|0
0|2022-01-17|1004.0|0|2613.0|0|2578.0|0|1301.0|0
