|dates|Montgomery_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Montgomery_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Montgomery_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Montgomery_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Montgomery_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Montgomery_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Montgomery_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Montgomery_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-25|4722.0|0|4722.0|0|61.0|0|0.0|100
0|2021-11-26|4722.0|0|4722.0|0|61.0|0|0.0|100
0|2021-11-27|4722.0|0|4722.0|0|61.0|0|0.0|100
0|2021-11-28|4722.0|0|4722.0|0|61.0|0|0.0|100
0|2021-11-29|4753.0|0|4753.0|0|63.0|0|0.0|100
0|2021-11-30|4758.0|0|4758.0|0|63.0|0|0.0|100
0|2021-12-01|4765.0|0|4765.0|0|64.0|0|0.0|100
0|2021-12-02|4765.0|0|4769.0|0|64.0|0|0.0|100
0|2021-12-03|4774.0|0|4774.0|0|65.0|0|0.0|100
0|2021-12-04|4774.0|0|4774.0|0|65.0|0|0.0|100
0|2021-12-05|4774.0|0|4774.0|0|65.0|0|0.0|100
0|2021-12-06|4791.0|0|4791.0|0|68.0|0|0.0|100
0|2021-12-07|4797.0|0|4797.0|0|68.0|0|0.0|100
0|2021-12-08|4809.0|0|4809.0|0|68.0|0|0.0|100
0|2021-12-09|4823.0|0|4823.0|0|69.0|0|0.0|100
0|2021-12-10|4833.0|0|4833.0|0|69.0|0|0.0|100
0|2021-12-11|4833.0|0|4833.0|0|69.0|0|0.0|100
0|2021-12-12|4833.0|0|4833.0|0|69.0|0|0.0|100
0|2021-12-13|4884.0|0|4884.0|0|69.0|0|0.0|100
0|2021-12-14|4884.0|0|4905.0|0|69.0|0|0.0|100
0|2021-12-15|4917.0|0|4917.0|0|69.0|0|0.0|100
0|2021-12-16|4919.0|0|4919.0|0|69.0|0|0.0|100
0|2021-12-17|4933.0|0|4933.0|0|69.0|0|0.0|100
0|2021-12-18|4933.0|0|4933.0|0|69.0|0|0.0|100
0|2021-12-19|4933.0|0|4933.0|0|69.0|0|0.0|100
0|2021-12-20|4949.0|0|4949.0|0|70.0|0|0.0|100
0|2021-12-21|4960.0|0|4960.0|0|71.0|0|0.0|100
0|2021-12-22|4965.0|0|4965.0|0|71.0|0|0.0|100
0|2021-12-23|4965.0|0|4965.0|0|71.0|0|0.0|100
0|2021-12-24|4965.0|0|4965.0|0|71.0|0|0.0|100
0|2021-12-25|4965.0|0|4965.0|0|71.0|0|0.0|100
0|2021-12-26|4965.0|0|4965.0|0|71.0|0|0.0|100
0|2021-12-27|4991.0|0|4991.0|0|73.0|0|0.0|100
0|2021-12-28|5004.0|0|5004.0|0|74.0|0|0.0|100
0|2021-12-29|5019.0|0|5019.0|0|74.0|0|0.0|100
0|2021-12-30|5019.0|0|5019.0|0|74.0|0|0.0|100
0|2021-12-31|5019.0|0|5019.0|0|74.0|0|0.0|100
0|2022-01-01|5019.0|0|5019.0|0|74.0|0|0.0|100
0|2022-01-02|5019.0|0|5019.0|0|74.0|0|0.0|100
0|2022-01-03|5050.0|0|5050.0|0|77.0|0|0.0|100
0|2022-01-04|5078.0|0|5078.0|0|77.0|0|0.0|100
0|2022-01-05|5099.0|0|5099.0|0|78.0|0|0.0|100
0|2022-01-06|5119.0|0|5119.0|0|78.0|0|0.0|100
0|2022-01-07|5156.0|0|5156.0|0|80.0|0|0.0|100
0|2022-01-08|5156.0|0|5156.0|0|80.0|0|0.0|100
0|2022-01-09|5156.0|0|5156.0|0|80.0|0|0.0|100
0|2022-01-10|5190.0|0|5190.0|0|81.0|0|0.0|100
0|2022-01-11|5220.0|0|5220.0|0|81.0|0|0.0|100
0|2022-01-12|5252.0|0|5252.0|0|81.0|0|0.0|100
0|2022-01-13|5252.0|0|5276.0|0|81.0|0|0.0|100
0|2022-01-14|5317.0|0|5317.0|0|81.0|0|0.0|100
0|2022-01-15|5317.0|0|5317.0|0|81.0|0|0.0|100
0|2022-01-16|5317.0|0|5317.0|0|81.0|0|0.0|100
0|2022-01-17|5317.0|0|0.0|100|81.0|0|0.0|100
