|dates|Baxter_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Baxter_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Baxter_Arkansas_UnitedStates.Male_Total_Population.data|Baxter_Arkansas_UnitedStates.Male_Total_Population.missing|Baxter_Arkansas_UnitedStates.Female_Total_Population.data|Baxter_Arkansas_UnitedStates.Female_Total_Population.missing|Baxter_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Baxter_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-28|12860.0|0|20096.0|0|21523.0|0|7384.0|0
0|2021-11-29|12860.0|0|20096.0|0|21523.0|0|7384.0|0
0|2021-11-30|12860.0|0|20096.0|0|21523.0|0|7384.0|0
0|2021-12-01|12860.0|0|20096.0|0|21523.0|0|7384.0|0
0|2021-12-02|12860.0|0|20096.0|0|21523.0|0|7384.0|0
0|2021-12-03|12860.0|0|20096.0|0|21523.0|0|7384.0|0
0|2021-12-04|12860.0|0|20096.0|0|21523.0|0|7384.0|0
0|2021-12-05|12860.0|0|20096.0|0|21523.0|0|7384.0|0
0|2021-12-06|12860.0|0|20096.0|0|21523.0|0|7384.0|0
0|2021-12-07|12860.0|0|20096.0|0|21523.0|0|7384.0|0
0|2021-12-08|12860.0|0|20096.0|0|21523.0|0|7384.0|0
0|2021-12-09|12860.0|0|20096.0|0|21523.0|0|7384.0|0
0|2021-12-10|12860.0|0|20096.0|0|21523.0|0|7384.0|0
0|2021-12-11|12860.0|0|20096.0|0|21523.0|0|7384.0|0
0|2021-12-12|12860.0|0|20096.0|0|21523.0|0|7384.0|0
0|2021-12-13|12860.0|0|20096.0|0|21523.0|0|7384.0|0
0|2021-12-14|12860.0|0|20096.0|0|21523.0|0|7384.0|0
0|2021-12-15|12860.0|0|20096.0|0|21523.0|0|7384.0|0
0|2021-12-16|12860.0|0|20096.0|0|21523.0|0|7384.0|0
0|2021-12-17|12860.0|0|20096.0|0|21523.0|0|7384.0|0
0|2021-12-18|12860.0|0|20096.0|0|21523.0|0|7384.0|0
0|2021-12-19|12860.0|0|20096.0|0|21523.0|0|7384.0|0
0|2021-12-20|12860.0|0|20096.0|0|21523.0|0|7384.0|0
0|2021-12-21|12860.0|0|20096.0|0|21523.0|0|7384.0|0
0|2021-12-22|12860.0|0|20096.0|0|21523.0|0|7384.0|0
0|2021-12-23|12860.0|0|20096.0|0|21523.0|0|7384.0|0
0|2021-12-24|12860.0|0|20096.0|0|21523.0|0|7384.0|0
0|2021-12-25|12860.0|0|20096.0|0|21523.0|0|7384.0|0
0|2021-12-26|12860.0|0|20096.0|0|21523.0|0|7384.0|0
0|2021-12-27|12860.0|0|20096.0|0|21523.0|0|7384.0|0
0|2021-12-28|12860.0|0|20096.0|0|21523.0|0|7384.0|0
0|2021-12-29|12860.0|0|20096.0|0|21523.0|0|7384.0|0
0|2021-12-30|12860.0|0|20096.0|0|21523.0|0|7384.0|0
0|2021-12-31|12860.0|0|20096.0|0|21523.0|0|7384.0|0
0|2022-01-01|12860.0|0|20096.0|0|21523.0|0|7384.0|0
0|2022-01-02|12860.0|0|20096.0|0|21523.0|0|7384.0|0
0|2022-01-03|12860.0|0|20096.0|0|21523.0|0|7384.0|0
0|2022-01-04|12860.0|0|20096.0|0|21523.0|0|7384.0|0
0|2022-01-05|12860.0|0|20096.0|0|21523.0|0|7384.0|0
0|2022-01-06|12860.0|0|20096.0|0|21523.0|0|7384.0|0
0|2022-01-07|12860.0|0|20096.0|0|21523.0|0|7384.0|0
0|2022-01-08|12860.0|0|20096.0|0|21523.0|0|7384.0|0
0|2022-01-09|12860.0|0|20096.0|0|21523.0|0|7384.0|0
0|2022-01-10|12860.0|0|20096.0|0|21523.0|0|7384.0|0
0|2022-01-11|12860.0|0|20096.0|0|21523.0|0|7384.0|0
0|2022-01-12|12860.0|0|20096.0|0|21523.0|0|7384.0|0
0|2022-01-13|12860.0|0|20096.0|0|21523.0|0|7384.0|0
0|2022-01-14|12860.0|0|20096.0|0|21523.0|0|7384.0|0
0|2022-01-15|12860.0|0|20096.0|0|21523.0|0|7384.0|0
0|2022-01-16|12860.0|0|20096.0|0|21523.0|0|7384.0|0
0|2022-01-17|12860.0|0|20096.0|0|21523.0|0|7384.0|0
