|dates|Lampasas_Texas_UnitedStates.JHU_ConfirmedCases.data|Lampasas_Texas_UnitedStates.JHU_ConfirmedCases.missing|Lampasas_Texas_UnitedStates.NYT_ConfirmedCases.data|Lampasas_Texas_UnitedStates.NYT_ConfirmedCases.missing|Lampasas_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Lampasas_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Lampasas_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Lampasas_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-03|3608.0|0|3608.0|0|70.0|0|0.0|100
0|2021-12-04|3608.0|0|3608.0|0|70.0|0|0.0|100
0|2021-12-05|3609.0|0|3609.0|0|70.0|0|0.0|100
0|2021-12-06|3610.0|0|3610.0|0|70.0|0|0.0|100
0|2021-12-07|3611.0|0|3611.0|0|70.0|0|0.0|100
0|2021-12-08|3612.0|0|3612.0|0|70.0|0|0.0|100
0|2021-12-09|3625.0|0|3625.0|0|70.0|0|0.0|100
0|2021-12-10|3630.0|0|3630.0|0|70.0|0|0.0|100
0|2021-12-11|3639.0|0|3639.0|0|70.0|0|0.0|100
0|2021-12-12|3641.0|0|3641.0|0|70.0|0|0.0|100
0|2021-12-13|3641.0|0|3641.0|0|70.0|0|0.0|100
0|2021-12-14|3641.0|0|3643.0|0|70.0|0|0.0|100
0|2021-12-15|3645.0|0|3645.0|0|70.0|0|0.0|100
0|2021-12-16|3646.0|0|3646.0|0|70.0|0|0.0|100
0|2021-12-17|3646.0|0|3646.0|0|70.0|0|0.0|100
0|2021-12-18|3658.0|0|3658.0|0|70.0|0|0.0|100
0|2021-12-19|3658.0|0|3658.0|0|70.0|0|0.0|100
0|2021-12-20|3658.0|0|3658.0|0|70.0|0|0.0|100
0|2021-12-21|3658.0|0|3658.0|0|70.0|0|0.0|100
0|2021-12-22|3667.0|0|3667.0|0|70.0|0|0.0|100
0|2021-12-23|3670.0|0|3670.0|0|70.0|0|0.0|100
0|2021-12-24|3670.0|0|3670.0|0|70.0|0|0.0|100
0|2021-12-25|3670.0|0|3670.0|0|70.0|0|0.0|100
0|2021-12-26|3670.0|0|3670.0|0|70.0|0|0.0|100
0|2021-12-27|3677.0|0|3677.0|0|70.0|0|0.0|100
0|2021-12-28|3680.0|0|3680.0|0|70.0|0|0.0|100
0|2021-12-29|3683.0|0|3683.0|0|71.0|0|0.0|100
0|2021-12-30|3685.0|0|3685.0|0|71.0|0|0.0|100
0|2021-12-31|3685.0|0|3685.0|0|71.0|0|0.0|100
0|2022-01-01|3685.0|0|3685.0|0|71.0|0|0.0|100
0|2022-01-02|3685.0|0|3685.0|0|71.0|0|0.0|100
0|2022-01-03|3765.0|0|3765.0|0|71.0|0|0.0|100
0|2022-01-04|3765.0|0|3773.0|0|71.0|0|0.0|100
0|2022-01-05|3780.0|0|3780.0|0|71.0|0|0.0|100
0|2022-01-06|3819.0|0|3819.0|0|71.0|0|0.0|100
0|2022-01-07|3830.0|0|3830.0|0|72.0|0|0.0|100
0|2022-01-08|3908.0|0|3908.0|0|72.0|0|0.0|100
0|2022-01-09|3916.0|0|3916.0|0|72.0|0|0.0|100
0|2022-01-10|3939.0|0|3939.0|0|72.0|0|0.0|100
0|2022-01-11|3973.0|0|3973.0|0|72.0|0|0.0|100
0|2022-01-12|3992.0|0|3992.0|0|72.0|0|0.0|100
0|2022-01-13|3992.0|0|4067.0|0|72.0|0|0.0|100
0|2022-01-14|4067.0|0|4444.0|0|72.0|0|0.0|100
0|2022-01-15|4470.0|0|4470.0|0|72.0|0|0.0|100
0|2022-01-16|4481.0|0|4481.0|0|72.0|0|0.0|100
0|2022-01-17|4502.0|0|0.0|100|72.0|0|0.0|100
