|dates|Portage_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Portage_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Portage_Wisconsin_UnitedStates.Male_Total_Population.data|Portage_Wisconsin_UnitedStates.Male_Total_Population.missing|Portage_Wisconsin_UnitedStates.Female_Total_Population.data|Portage_Wisconsin_UnitedStates.Female_Total_Population.missing|Portage_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Portage_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2022-01-03|11830.0|0|35759.0|0|35183.0|0|13665.0|0
0|2022-01-04|11830.0|0|35759.0|0|35183.0|0|13665.0|0
0|2022-01-05|11830.0|0|35759.0|0|35183.0|0|13665.0|0
0|2022-01-06|11830.0|0|35759.0|0|35183.0|0|13665.0|0
0|2022-01-07|11830.0|0|35759.0|0|35183.0|0|13665.0|0
0|2022-01-08|11830.0|0|35759.0|0|35183.0|0|13665.0|0
0|2022-01-09|11830.0|0|35759.0|0|35183.0|0|13665.0|0
0|2022-01-10|11830.0|0|35759.0|0|35183.0|0|13665.0|0
0|2022-01-11|11830.0|0|35759.0|0|35183.0|0|13665.0|0
0|2022-01-12|11830.0|0|35759.0|0|35183.0|0|13665.0|0
0|2022-01-13|11830.0|0|35759.0|0|35183.0|0|13665.0|0
0|2022-01-14|11830.0|0|35759.0|0|35183.0|0|13665.0|0
0|2022-01-15|11830.0|0|35759.0|0|35183.0|0|13665.0|0
0|2022-01-16|11830.0|0|35759.0|0|35183.0|0|13665.0|0
0|2022-01-17|11830.0|0|35759.0|0|35183.0|0|13665.0|0
