|dates|Fayette_Indiana_UnitedStates.JHU_ConfirmedCases.data|Fayette_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Fayette_Indiana_UnitedStates.NYT_ConfirmedCases.data|Fayette_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Fayette_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Fayette_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Fayette_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Fayette_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-31|5154.0|0|5296.0|0|110.0|0|0.0|100
0|2022-01-01|5154.0|0|5296.0|0|110.0|0|0.0|100
0|2022-01-02|5154.0|0|5296.0|0|110.0|0|0.0|100
0|2022-01-03|5224.0|0|5366.0|0|110.0|0|0.0|100
0|2022-01-04|5236.0|0|5378.0|0|112.0|0|0.0|100
0|2022-01-05|5256.0|0|5398.0|0|112.0|0|0.0|100
0|2022-01-06|5278.0|0|5420.0|0|115.0|0|0.0|100
0|2022-01-07|5322.0|0|5464.0|0|115.0|0|0.0|100
0|2022-01-08|5322.0|0|5464.0|0|115.0|0|0.0|100
0|2022-01-09|5322.0|0|5464.0|0|115.0|0|0.0|100
0|2022-01-10|5399.0|0|5541.0|0|115.0|0|0.0|100
0|2022-01-11|5417.0|0|5559.0|0|116.0|0|0.0|100
0|2022-01-12|5465.0|0|5607.0|0|117.0|0|0.0|100
0|2022-01-13|5465.0|0|5648.0|0|117.0|0|0.0|100
0|2022-01-14|5539.0|0|5682.0|0|119.0|0|0.0|100
0|2022-01-15|5539.0|0|5682.0|0|119.0|0|0.0|100
0|2022-01-16|5539.0|0|5682.0|0|119.0|0|0.0|100
0|2022-01-17|5657.0|0|0.0|100|121.0|0|0.0|100
