|dates|Buncombe_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Buncombe_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Buncombe_NorthCarolina_UnitedStates.Male_Total_Population.data|Buncombe_NorthCarolina_UnitedStates.Male_Total_Population.missing|Buncombe_NorthCarolina_UnitedStates.Female_Total_Population.data|Buncombe_NorthCarolina_UnitedStates.Female_Total_Population.missing|Buncombe_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Buncombe_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-28|51828.0|0|124207.0|0|134896.0|0|47834.0|0
0|2021-11-29|51828.0|0|124207.0|0|134896.0|0|47834.0|0
0|2021-11-30|51828.0|0|124207.0|0|134896.0|0|47834.0|0
0|2021-12-01|51828.0|0|124207.0|0|134896.0|0|47834.0|0
0|2021-12-02|51828.0|0|124207.0|0|134896.0|0|47834.0|0
0|2021-12-03|51828.0|0|124207.0|0|134896.0|0|47834.0|0
0|2021-12-04|51828.0|0|124207.0|0|134896.0|0|47834.0|0
0|2021-12-05|51828.0|0|124207.0|0|134896.0|0|47834.0|0
0|2021-12-06|51828.0|0|124207.0|0|134896.0|0|47834.0|0
0|2021-12-07|51828.0|0|124207.0|0|134896.0|0|47834.0|0
0|2021-12-08|51828.0|0|124207.0|0|134896.0|0|47834.0|0
0|2021-12-09|51828.0|0|124207.0|0|134896.0|0|47834.0|0
0|2021-12-10|51828.0|0|124207.0|0|134896.0|0|47834.0|0
0|2021-12-11|51828.0|0|124207.0|0|134896.0|0|47834.0|0
0|2021-12-12|51828.0|0|124207.0|0|134896.0|0|47834.0|0
0|2021-12-13|51828.0|0|124207.0|0|134896.0|0|47834.0|0
0|2021-12-14|51828.0|0|124207.0|0|134896.0|0|47834.0|0
0|2021-12-15|51828.0|0|124207.0|0|134896.0|0|47834.0|0
0|2021-12-16|51828.0|0|124207.0|0|134896.0|0|47834.0|0
0|2021-12-17|51828.0|0|124207.0|0|134896.0|0|47834.0|0
0|2021-12-18|51828.0|0|124207.0|0|134896.0|0|47834.0|0
0|2021-12-19|51828.0|0|124207.0|0|134896.0|0|47834.0|0
0|2021-12-20|51828.0|0|124207.0|0|134896.0|0|47834.0|0
0|2021-12-21|51828.0|0|124207.0|0|134896.0|0|47834.0|0
0|2021-12-22|51828.0|0|124207.0|0|134896.0|0|47834.0|0
0|2021-12-23|51828.0|0|124207.0|0|134896.0|0|47834.0|0
0|2021-12-24|51828.0|0|124207.0|0|134896.0|0|47834.0|0
0|2021-12-25|51828.0|0|124207.0|0|134896.0|0|47834.0|0
0|2021-12-26|51828.0|0|124207.0|0|134896.0|0|47834.0|0
0|2021-12-27|51828.0|0|124207.0|0|134896.0|0|47834.0|0
0|2021-12-28|51828.0|0|124207.0|0|134896.0|0|47834.0|0
0|2021-12-29|51828.0|0|124207.0|0|134896.0|0|47834.0|0
0|2021-12-30|51828.0|0|124207.0|0|134896.0|0|47834.0|0
0|2021-12-31|51828.0|0|124207.0|0|134896.0|0|47834.0|0
0|2022-01-01|51828.0|0|124207.0|0|134896.0|0|47834.0|0
0|2022-01-02|51828.0|0|124207.0|0|134896.0|0|47834.0|0
0|2022-01-03|51828.0|0|124207.0|0|134896.0|0|47834.0|0
0|2022-01-04|51828.0|0|124207.0|0|134896.0|0|47834.0|0
0|2022-01-05|51828.0|0|124207.0|0|134896.0|0|47834.0|0
0|2022-01-06|51828.0|0|124207.0|0|134896.0|0|47834.0|0
0|2022-01-07|51828.0|0|124207.0|0|134896.0|0|47834.0|0
0|2022-01-08|51828.0|0|124207.0|0|134896.0|0|47834.0|0
0|2022-01-09|51828.0|0|124207.0|0|134896.0|0|47834.0|0
0|2022-01-10|51828.0|0|124207.0|0|134896.0|0|47834.0|0
0|2022-01-11|51828.0|0|124207.0|0|134896.0|0|47834.0|0
0|2022-01-12|51828.0|0|124207.0|0|134896.0|0|47834.0|0
0|2022-01-13|51828.0|0|124207.0|0|134896.0|0|47834.0|0
0|2022-01-14|51828.0|0|124207.0|0|134896.0|0|47834.0|0
0|2022-01-15|51828.0|0|124207.0|0|134896.0|0|47834.0|0
0|2022-01-16|51828.0|0|124207.0|0|134896.0|0|47834.0|0
0|2022-01-17|51828.0|0|124207.0|0|134896.0|0|47834.0|0
