|dates|Bond_Illinois_UnitedStates.JHU_ConfirmedCases.data|Bond_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Bond_Illinois_UnitedStates.NYT_ConfirmedCases.data|Bond_Illinois_UnitedStates.NYT_ConfirmedCases.missing|Bond_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Bond_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Bond_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Bond_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-26|2698.0|0|2698.0|0|28.0|0|0.0|100
0|2021-11-27|2698.0|0|2698.0|0|28.0|0|0.0|100
0|2021-11-28|2698.0|0|2698.0|0|28.0|0|0.0|100
0|2021-11-29|2718.0|0|2718.0|0|28.0|0|0.0|100
0|2021-11-30|2730.0|0|2730.0|0|28.0|0|0.0|100
0|2021-12-01|2742.0|0|2742.0|0|28.0|0|0.0|100
0|2021-12-02|2742.0|0|2769.0|0|28.0|0|0.0|100
0|2021-12-03|2778.0|0|2778.0|0|28.0|0|0.0|100
0|2021-12-04|2778.0|0|2778.0|0|28.0|0|0.0|100
0|2021-12-05|2778.0|0|2778.0|0|28.0|0|0.0|100
0|2021-12-06|2796.0|0|2796.0|0|28.0|0|0.0|100
0|2021-12-07|2809.0|0|2809.0|0|28.0|0|0.0|100
0|2021-12-08|2822.0|0|2822.0|0|28.0|0|0.0|100
0|2021-12-09|2833.0|0|2833.0|0|28.0|0|0.0|100
0|2021-12-10|2849.0|0|2849.0|0|28.0|0|0.0|100
0|2021-12-11|2849.0|0|2849.0|0|28.0|0|0.0|100
0|2021-12-12|2849.0|0|2849.0|0|28.0|0|0.0|100
0|2021-12-13|2866.0|0|2866.0|0|28.0|0|0.0|100
0|2021-12-14|2866.0|0|2876.0|0|28.0|0|0.0|100
0|2021-12-15|2889.0|0|2889.0|0|28.0|0|0.0|100
0|2021-12-16|2906.0|0|2906.0|0|28.0|0|0.0|100
0|2021-12-17|2913.0|0|2913.0|0|28.0|0|0.0|100
0|2021-12-18|2913.0|0|2913.0|0|28.0|0|0.0|100
0|2021-12-19|2913.0|0|2913.0|0|28.0|0|0.0|100
0|2021-12-20|2924.0|0|2924.0|0|28.0|0|0.0|100
0|2021-12-21|2943.0|0|2943.0|0|28.0|0|0.0|100
0|2021-12-22|2957.0|0|2957.0|0|28.0|0|0.0|100
0|2021-12-23|2964.0|0|2964.0|0|28.0|0|0.0|100
0|2021-12-24|2964.0|0|2964.0|0|28.0|0|0.0|100
0|2021-12-25|2964.0|0|2964.0|0|28.0|0|0.0|100
0|2021-12-26|2964.0|0|2964.0|0|28.0|0|0.0|100
0|2021-12-27|2985.0|0|2985.0|0|28.0|0|0.0|100
0|2021-12-28|3005.0|0|3005.0|0|28.0|0|0.0|100
0|2021-12-29|3021.0|0|3021.0|0|28.0|0|0.0|100
0|2021-12-30|3049.0|0|3049.0|0|28.0|0|0.0|100
0|2021-12-31|3049.0|0|3049.0|0|28.0|0|0.0|100
0|2022-01-01|3049.0|0|3049.0|0|28.0|0|0.0|100
0|2022-01-02|3049.0|0|3049.0|0|28.0|0|0.0|100
0|2022-01-03|3103.0|0|3103.0|0|28.0|0|0.0|100
0|2022-01-04|3122.0|0|3122.0|0|28.0|0|0.0|100
0|2022-01-05|3181.0|0|3181.0|0|28.0|0|0.0|100
0|2022-01-06|3255.0|0|3255.0|0|28.0|0|0.0|100
0|2022-01-07|3294.0|0|3294.0|0|28.0|0|0.0|100
0|2022-01-08|3294.0|0|3294.0|0|28.0|0|0.0|100
0|2022-01-09|3294.0|0|3294.0|0|28.0|0|0.0|100
0|2022-01-10|3346.0|0|3346.0|0|28.0|0|0.0|100
0|2022-01-11|3401.0|0|3401.0|0|28.0|0|0.0|100
0|2022-01-12|3498.0|0|3498.0|0|28.0|0|0.0|100
0|2022-01-13|3498.0|0|3549.0|0|28.0|0|0.0|100
0|2022-01-14|3630.0|0|3630.0|0|28.0|0|0.0|100
0|2022-01-15|3630.0|0|3630.0|0|28.0|0|0.0|100
0|2022-01-16|3630.0|0|3630.0|0|28.0|0|0.0|100
0|2022-01-17|3630.0|0|0.0|100|28.0|0|0.0|100
