|dates|LeFlore_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|LeFlore_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|LeFlore_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|LeFlore_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|LeFlore_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|LeFlore_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|LeFlore_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|LeFlore_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-14|8131.0|0|8131.0|0|89.0|0|0.0|100
0|2021-11-15|8131.0|0|8131.0|0|89.0|0|0.0|100
0|2021-11-16|8131.0|0|8131.0|0|89.0|0|0.0|100
0|2021-11-17|8245.0|0|8245.0|0|89.0|0|0.0|100
0|2021-11-18|8245.0|0|8245.0|0|89.0|0|0.0|100
0|2021-11-19|8245.0|0|8245.0|0|89.0|0|0.0|100
0|2021-11-20|8245.0|0|8245.0|0|89.0|0|0.0|100
0|2021-11-21|8245.0|0|8245.0|0|89.0|0|0.0|100
0|2021-11-22|8245.0|0|8245.0|0|89.0|0|0.0|100
0|2021-11-23|8245.0|0|8245.0|0|89.0|0|0.0|100
0|2021-11-24|8341.0|0|8341.0|0|89.0|0|0.0|100
0|2021-11-25|8341.0|0|8341.0|0|89.0|0|0.0|100
0|2021-11-26|8341.0|0|8341.0|0|89.0|0|0.0|100
0|2021-11-27|8341.0|0|8341.0|0|89.0|0|0.0|100
0|2021-11-28|8341.0|0|8341.0|0|89.0|0|0.0|100
0|2021-11-29|8341.0|0|8341.0|0|89.0|0|0.0|100
0|2021-11-30|8341.0|0|8341.0|0|89.0|0|0.0|100
0|2021-12-01|8442.0|0|8442.0|0|89.0|0|0.0|100
0|2021-12-02|8442.0|0|8442.0|0|89.0|0|0.0|100
0|2021-12-03|8442.0|0|8442.0|0|89.0|0|0.0|100
0|2021-12-04|8442.0|0|8442.0|0|89.0|0|0.0|100
0|2021-12-05|8442.0|0|8442.0|0|89.0|0|0.0|100
0|2021-12-06|8442.0|0|8442.0|0|89.0|0|0.0|100
0|2021-12-07|8442.0|0|8442.0|0|89.0|0|0.0|100
0|2021-12-08|8570.0|0|8570.0|0|89.0|0|0.0|100
0|2021-12-09|8570.0|0|8570.0|0|89.0|0|0.0|100
0|2021-12-10|8570.0|0|8570.0|0|89.0|0|0.0|100
0|2021-12-11|8570.0|0|8570.0|0|89.0|0|0.0|100
0|2021-12-12|8570.0|0|8570.0|0|89.0|0|0.0|100
0|2021-12-13|8570.0|0|8570.0|0|89.0|0|0.0|100
0|2021-12-14|8570.0|0|8570.0|0|89.0|0|0.0|100
0|2021-12-15|8643.0|0|8643.0|0|89.0|0|0.0|100
0|2021-12-16|8643.0|0|8643.0|0|89.0|0|0.0|100
0|2021-12-17|8643.0|0|8643.0|0|89.0|0|0.0|100
0|2021-12-18|8643.0|0|8643.0|0|89.0|0|0.0|100
0|2021-12-19|8643.0|0|8643.0|0|89.0|0|0.0|100
0|2021-12-20|8643.0|0|8643.0|0|89.0|0|0.0|100
0|2021-12-21|8643.0|0|8643.0|0|89.0|0|0.0|100
0|2021-12-22|8698.0|0|8699.0|0|89.0|0|0.0|100
0|2021-12-23|8698.0|0|8699.0|0|94.0|0|0.0|100
0|2021-12-24|8698.0|0|8699.0|0|94.0|0|0.0|100
0|2021-12-25|8698.0|0|8699.0|0|94.0|0|0.0|100
0|2021-12-26|8698.0|0|8699.0|0|94.0|0|0.0|100
0|2021-12-27|8698.0|0|8699.0|0|94.0|0|0.0|100
0|2021-12-28|8698.0|0|8699.0|0|94.0|0|0.0|100
0|2021-12-29|8753.0|0|8753.0|0|94.0|0|0.0|100
0|2021-12-30|8753.0|0|8753.0|0|94.0|0|0.0|100
0|2021-12-31|8753.0|0|8753.0|0|94.0|0|0.0|100
0|2022-01-01|8753.0|0|8753.0|0|94.0|0|0.0|100
0|2022-01-02|8753.0|0|8753.0|0|94.0|0|0.0|100
0|2022-01-03|8753.0|0|8753.0|0|94.0|0|0.0|100
0|2022-01-04|8753.0|0|8753.0|0|94.0|0|0.0|100
0|2022-01-05|8883.0|0|8883.0|0|94.0|0|0.0|100
0|2022-01-06|8883.0|0|8883.0|0|94.0|0|0.0|100
0|2022-01-07|8883.0|0|8883.0|0|94.0|0|0.0|100
0|2022-01-08|8883.0|0|8883.0|0|94.0|0|0.0|100
0|2022-01-09|8883.0|0|8883.0|0|94.0|0|0.0|100
0|2022-01-10|8883.0|0|8883.0|0|94.0|0|0.0|100
0|2022-01-11|8883.0|0|8883.0|0|94.0|0|0.0|100
0|2022-01-12|9177.0|0|9177.0|0|96.0|0|0.0|100
0|2022-01-13|9177.0|0|9177.0|0|96.0|0|0.0|100
0|2022-01-14|9177.0|0|9177.0|0|96.0|0|0.0|100
0|2022-01-15|9177.0|0|9177.0|0|96.0|0|0.0|100
0|2022-01-16|9177.0|0|9177.0|0|96.0|0|0.0|100
0|2022-01-17|9177.0|0|0.0|100|96.0|0|0.0|100
