|dates|Monroe_Illinois_UnitedStates.JHU_ConfirmedCases.data|Monroe_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Monroe_Illinois_UnitedStates.NYT_ConfirmedCases.data|Monroe_Illinois_UnitedStates.NYT_ConfirmedCases.missing|Monroe_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Monroe_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Monroe_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Monroe_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-30|5579.0|0|5579.0|0|105.0|0|0.0|100
0|2021-12-01|5604.0|0|5604.0|0|105.0|0|0.0|100
0|2021-12-02|5604.0|0|5642.0|0|105.0|0|0.0|100
0|2021-12-03|5669.0|0|5669.0|0|105.0|0|0.0|100
0|2021-12-04|5669.0|0|5669.0|0|105.0|0|0.0|100
0|2021-12-05|5669.0|0|5669.0|0|105.0|0|0.0|100
0|2021-12-06|5728.0|0|5728.0|0|105.0|0|0.0|100
0|2021-12-07|5748.0|0|5748.0|0|105.0|0|0.0|100
0|2021-12-08|5766.0|0|5766.0|0|105.0|0|0.0|100
0|2021-12-09|5796.0|0|5796.0|0|105.0|0|0.0|100
0|2021-12-10|5826.0|0|5826.0|0|105.0|0|0.0|100
0|2021-12-11|5826.0|0|5826.0|0|105.0|0|0.0|100
0|2021-12-12|5826.0|0|5826.0|0|105.0|0|0.0|100
0|2021-12-13|5878.0|0|5878.0|0|106.0|0|0.0|100
0|2021-12-14|5878.0|0|5904.0|0|106.0|0|0.0|100
0|2021-12-15|5920.0|0|5920.0|0|106.0|0|0.0|100
0|2021-12-16|5951.0|0|5951.0|0|107.0|0|0.0|100
0|2021-12-17|5965.0|0|5965.0|0|107.0|0|0.0|100
0|2021-12-18|5965.0|0|5965.0|0|107.0|0|0.0|100
0|2021-12-19|5965.0|0|5965.0|0|107.0|0|0.0|100
0|2021-12-20|6009.0|0|6009.0|0|107.0|0|0.0|100
0|2021-12-21|6033.0|0|6033.0|0|107.0|0|0.0|100
0|2021-12-22|6045.0|0|6045.0|0|107.0|0|0.0|100
0|2021-12-23|6086.0|0|6086.0|0|107.0|0|0.0|100
0|2021-12-24|6086.0|0|6086.0|0|107.0|0|0.0|100
0|2021-12-25|6086.0|0|6086.0|0|107.0|0|0.0|100
0|2021-12-26|6086.0|0|6086.0|0|107.0|0|0.0|100
0|2021-12-27|6176.0|0|6176.0|0|108.0|0|0.0|100
0|2021-12-28|6214.0|0|6214.0|0|108.0|0|0.0|100
0|2021-12-29|6258.0|0|6258.0|0|108.0|0|0.0|100
0|2021-12-30|6365.0|0|6365.0|0|108.0|0|0.0|100
0|2021-12-31|6365.0|0|6365.0|0|108.0|0|0.0|100
0|2022-01-01|6365.0|0|6365.0|0|108.0|0|0.0|100
0|2022-01-02|6365.0|0|6365.0|0|108.0|0|0.0|100
0|2022-01-03|6551.0|0|6551.0|0|109.0|0|0.0|100
0|2022-01-04|6653.0|0|6653.0|0|109.0|0|0.0|100
0|2022-01-05|6752.0|0|6752.0|0|109.0|0|0.0|100
0|2022-01-06|6935.0|0|6935.0|0|109.0|0|0.0|100
0|2022-01-07|7092.0|0|7092.0|0|109.0|0|0.0|100
0|2022-01-08|7092.0|0|7092.0|0|109.0|0|0.0|100
0|2022-01-09|7092.0|0|7092.0|0|109.0|0|0.0|100
0|2022-01-10|7368.0|0|7368.0|0|109.0|0|0.0|100
0|2022-01-11|7535.0|0|7535.0|0|109.0|0|0.0|100
0|2022-01-12|7669.0|0|7669.0|0|110.0|0|0.0|100
0|2022-01-13|7669.0|0|7836.0|0|110.0|0|0.0|100
0|2022-01-14|7951.0|0|7951.0|0|111.0|0|0.0|100
0|2022-01-15|7951.0|0|7951.0|0|111.0|0|0.0|100
0|2022-01-16|7951.0|0|7951.0|0|111.0|0|0.0|100
0|2022-01-17|7951.0|0|0.0|100|111.0|0|0.0|100
