|dates|Pershing_Nevada_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pershing_Nevada_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pershing_Nevada_UnitedStates.Male_Total_Population.data|Pershing_Nevada_UnitedStates.Male_Total_Population.missing|Pershing_Nevada_UnitedStates.Female_Total_Population.data|Pershing_Nevada_UnitedStates.Female_Total_Population.missing|Pershing_Nevada_UnitedStates.MaleAndFemale_Under18_Population.data|Pershing_Nevada_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-05|1063.0|0|4294.0|0|2372.0|0|1086.0|0
0|2021-12-06|1063.0|0|4294.0|0|2372.0|0|1086.0|0
0|2021-12-07|1063.0|0|4294.0|0|2372.0|0|1086.0|0
0|2021-12-08|1063.0|0|4294.0|0|2372.0|0|1086.0|0
0|2021-12-09|1063.0|0|4294.0|0|2372.0|0|1086.0|0
0|2021-12-10|1063.0|0|4294.0|0|2372.0|0|1086.0|0
0|2021-12-11|1063.0|0|4294.0|0|2372.0|0|1086.0|0
0|2021-12-12|1063.0|0|4294.0|0|2372.0|0|1086.0|0
0|2021-12-13|1063.0|0|4294.0|0|2372.0|0|1086.0|0
0|2021-12-14|1063.0|0|4294.0|0|2372.0|0|1086.0|0
0|2021-12-15|1063.0|0|4294.0|0|2372.0|0|1086.0|0
0|2021-12-16|1063.0|0|4294.0|0|2372.0|0|1086.0|0
0|2021-12-17|1063.0|0|4294.0|0|2372.0|0|1086.0|0
0|2021-12-18|1063.0|0|4294.0|0|2372.0|0|1086.0|0
0|2021-12-19|1063.0|0|4294.0|0|2372.0|0|1086.0|0
0|2021-12-20|1063.0|0|4294.0|0|2372.0|0|1086.0|0
0|2021-12-21|1063.0|0|4294.0|0|2372.0|0|1086.0|0
0|2021-12-22|1063.0|0|4294.0|0|2372.0|0|1086.0|0
0|2021-12-23|1063.0|0|4294.0|0|2372.0|0|1086.0|0
0|2021-12-24|1063.0|0|4294.0|0|2372.0|0|1086.0|0
0|2021-12-25|1063.0|0|4294.0|0|2372.0|0|1086.0|0
0|2021-12-26|1063.0|0|4294.0|0|2372.0|0|1086.0|0
0|2021-12-27|1063.0|0|4294.0|0|2372.0|0|1086.0|0
0|2021-12-28|1063.0|0|4294.0|0|2372.0|0|1086.0|0
0|2021-12-29|1063.0|0|4294.0|0|2372.0|0|1086.0|0
0|2021-12-30|1063.0|0|4294.0|0|2372.0|0|1086.0|0
0|2021-12-31|1063.0|0|4294.0|0|2372.0|0|1086.0|0
0|2022-01-01|1063.0|0|4294.0|0|2372.0|0|1086.0|0
0|2022-01-02|1063.0|0|4294.0|0|2372.0|0|1086.0|0
0|2022-01-03|1063.0|0|4294.0|0|2372.0|0|1086.0|0
0|2022-01-04|1063.0|0|4294.0|0|2372.0|0|1086.0|0
0|2022-01-05|1063.0|0|4294.0|0|2372.0|0|1086.0|0
0|2022-01-06|1063.0|0|4294.0|0|2372.0|0|1086.0|0
0|2022-01-07|1063.0|0|4294.0|0|2372.0|0|1086.0|0
0|2022-01-08|1063.0|0|4294.0|0|2372.0|0|1086.0|0
0|2022-01-09|1063.0|0|4294.0|0|2372.0|0|1086.0|0
0|2022-01-10|1063.0|0|4294.0|0|2372.0|0|1086.0|0
0|2022-01-11|1063.0|0|4294.0|0|2372.0|0|1086.0|0
0|2022-01-12|1063.0|0|4294.0|0|2372.0|0|1086.0|0
0|2022-01-13|1063.0|0|4294.0|0|2372.0|0|1086.0|0
0|2022-01-14|1063.0|0|4294.0|0|2372.0|0|1086.0|0
0|2022-01-15|1063.0|0|4294.0|0|2372.0|0|1086.0|0
0|2022-01-16|1063.0|0|4294.0|0|2372.0|0|1086.0|0
0|2022-01-17|1063.0|0|4294.0|0|2372.0|0|1086.0|0
