|dates|Kent_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Kent_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Kent_Texas_UnitedStates.Male_Total_Population.data|Kent_Texas_UnitedStates.Male_Total_Population.missing|Kent_Texas_UnitedStates.Female_Total_Population.data|Kent_Texas_UnitedStates.Female_Total_Population.missing|Kent_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Kent_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-06|197.0|0|361.0|0|365.0|0|153.0|0
0|2021-12-07|197.0|0|361.0|0|365.0|0|153.0|0
0|2021-12-08|197.0|0|361.0|0|365.0|0|153.0|0
0|2021-12-09|197.0|0|361.0|0|365.0|0|153.0|0
0|2021-12-10|197.0|0|361.0|0|365.0|0|153.0|0
0|2021-12-11|197.0|0|361.0|0|365.0|0|153.0|0
0|2021-12-12|197.0|0|361.0|0|365.0|0|153.0|0
0|2021-12-13|197.0|0|361.0|0|365.0|0|153.0|0
0|2021-12-14|197.0|0|361.0|0|365.0|0|153.0|0
0|2021-12-15|197.0|0|361.0|0|365.0|0|153.0|0
0|2021-12-16|197.0|0|361.0|0|365.0|0|153.0|0
0|2021-12-17|197.0|0|361.0|0|365.0|0|153.0|0
0|2021-12-18|197.0|0|361.0|0|365.0|0|153.0|0
0|2021-12-19|197.0|0|361.0|0|365.0|0|153.0|0
0|2021-12-20|197.0|0|361.0|0|365.0|0|153.0|0
0|2021-12-21|197.0|0|361.0|0|365.0|0|153.0|0
0|2021-12-22|197.0|0|361.0|0|365.0|0|153.0|0
0|2021-12-23|197.0|0|361.0|0|365.0|0|153.0|0
0|2021-12-24|197.0|0|361.0|0|365.0|0|153.0|0
0|2021-12-25|197.0|0|361.0|0|365.0|0|153.0|0
0|2021-12-26|197.0|0|361.0|0|365.0|0|153.0|0
0|2021-12-27|197.0|0|361.0|0|365.0|0|153.0|0
0|2021-12-28|197.0|0|361.0|0|365.0|0|153.0|0
0|2021-12-29|197.0|0|361.0|0|365.0|0|153.0|0
0|2021-12-30|197.0|0|361.0|0|365.0|0|153.0|0
0|2021-12-31|197.0|0|361.0|0|365.0|0|153.0|0
0|2022-01-01|197.0|0|361.0|0|365.0|0|153.0|0
0|2022-01-02|197.0|0|361.0|0|365.0|0|153.0|0
0|2022-01-03|197.0|0|361.0|0|365.0|0|153.0|0
0|2022-01-04|197.0|0|361.0|0|365.0|0|153.0|0
0|2022-01-05|197.0|0|361.0|0|365.0|0|153.0|0
0|2022-01-06|197.0|0|361.0|0|365.0|0|153.0|0
0|2022-01-07|197.0|0|361.0|0|365.0|0|153.0|0
0|2022-01-08|197.0|0|361.0|0|365.0|0|153.0|0
0|2022-01-09|197.0|0|361.0|0|365.0|0|153.0|0
0|2022-01-10|197.0|0|361.0|0|365.0|0|153.0|0
0|2022-01-11|197.0|0|361.0|0|365.0|0|153.0|0
0|2022-01-12|197.0|0|361.0|0|365.0|0|153.0|0
0|2022-01-13|197.0|0|361.0|0|365.0|0|153.0|0
0|2022-01-14|197.0|0|361.0|0|365.0|0|153.0|0
0|2022-01-15|197.0|0|361.0|0|365.0|0|153.0|0
0|2022-01-16|197.0|0|361.0|0|365.0|0|153.0|0
0|2022-01-17|197.0|0|361.0|0|365.0|0|153.0|0
