|dates|Macoupin_Illinois_UnitedStates.JHU_ConfirmedCases.data|Macoupin_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Macoupin_Illinois_UnitedStates.NYT_ConfirmedCases.data|Macoupin_Illinois_UnitedStates.NYT_ConfirmedCases.missing|Macoupin_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Macoupin_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Macoupin_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Macoupin_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-14|7943.0|0|7976.0|0|119.0|0|0.0|100
0|2021-12-15|8031.0|0|8031.0|0|119.0|0|0.0|100
0|2021-12-16|8061.0|0|8061.0|0|120.0|0|0.0|100
0|2021-12-17|8093.0|0|8093.0|0|120.0|0|0.0|100
0|2021-12-18|8093.0|0|8093.0|0|120.0|0|0.0|100
0|2021-12-19|8093.0|0|8093.0|0|120.0|0|0.0|100
0|2021-12-20|8188.0|0|8188.0|0|120.0|0|0.0|100
0|2021-12-21|8220.0|0|8220.0|0|120.0|0|0.0|100
0|2021-12-22|8255.0|0|8255.0|0|120.0|0|0.0|100
0|2021-12-23|8280.0|0|8280.0|0|120.0|0|0.0|100
0|2021-12-24|8280.0|0|8280.0|0|120.0|0|0.0|100
0|2021-12-25|8280.0|0|8280.0|0|120.0|0|0.0|100
0|2021-12-26|8280.0|0|8280.0|0|120.0|0|0.0|100
0|2021-12-27|8372.0|0|8372.0|0|120.0|0|0.0|100
0|2021-12-28|8430.0|0|8430.0|0|120.0|0|0.0|100
0|2021-12-29|8473.0|0|8473.0|0|121.0|0|0.0|100
0|2021-12-30|8541.0|0|8541.0|0|121.0|0|0.0|100
0|2021-12-31|8541.0|0|8541.0|0|121.0|0|0.0|100
0|2022-01-01|8541.0|0|8541.0|0|121.0|0|0.0|100
0|2022-01-02|8541.0|0|8541.0|0|121.0|0|0.0|100
0|2022-01-03|8732.0|0|8732.0|0|121.0|0|0.0|100
0|2022-01-04|8827.0|0|8827.0|0|121.0|0|0.0|100
0|2022-01-05|8951.0|0|8951.0|0|122.0|0|0.0|100
0|2022-01-06|9128.0|0|9128.0|0|123.0|0|0.0|100
0|2022-01-07|9268.0|0|9268.0|0|123.0|0|0.0|100
0|2022-01-08|9268.0|0|9268.0|0|123.0|0|0.0|100
0|2022-01-09|9268.0|0|9268.0|0|123.0|0|0.0|100
0|2022-01-10|9572.0|0|9572.0|0|123.0|0|0.0|100
0|2022-01-11|9735.0|0|9735.0|0|123.0|0|0.0|100
0|2022-01-12|9958.0|0|9958.0|0|124.0|0|0.0|100
0|2022-01-13|9958.0|0|10183.0|0|124.0|0|0.0|100
0|2022-01-14|10387.0|0|10387.0|0|125.0|0|0.0|100
0|2022-01-15|10387.0|0|10387.0|0|125.0|0|0.0|100
0|2022-01-16|10387.0|0|10387.0|0|125.0|0|0.0|100
0|2022-01-17|10387.0|0|0.0|100|125.0|0|0.0|100
