|dates|Cameron_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Cameron_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Cameron_Louisiana_UnitedStates.NYT_ConfirmedCases.data|Cameron_Louisiana_UnitedStates.NYT_ConfirmedCases.missing|Cameron_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Cameron_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Cameron_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Cameron_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-30|865.0|0|865.0|0|9.0|0|0.0|100
0|2021-12-01|865.0|0|865.0|0|9.0|0|0.0|100
0|2021-12-02|865.0|0|865.0|0|9.0|0|0.0|100
0|2021-12-03|865.0|0|865.0|0|9.0|0|0.0|100
0|2021-12-04|865.0|0|865.0|0|9.0|0|0.0|100
0|2021-12-05|865.0|0|865.0|0|9.0|0|0.0|100
0|2021-12-06|865.0|0|865.0|0|9.0|0|0.0|100
0|2021-12-07|865.0|0|865.0|0|9.0|0|0.0|100
0|2021-12-08|866.0|0|866.0|0|9.0|0|0.0|100
0|2021-12-09|867.0|0|867.0|0|8.0|0|0.0|100
0|2021-12-10|867.0|0|867.0|0|8.0|0|0.0|100
0|2021-12-11|867.0|0|867.0|0|8.0|0|0.0|100
0|2021-12-12|867.0|0|867.0|0|8.0|0|0.0|100
0|2021-12-13|869.0|0|869.0|0|8.0|0|0.0|100
0|2021-12-14|869.0|0|869.0|0|8.0|0|0.0|100
0|2021-12-15|870.0|0|870.0|0|8.0|0|0.0|100
0|2021-12-16|874.0|0|874.0|0|8.0|0|0.0|100
0|2021-12-17|874.0|0|874.0|0|8.0|0|0.0|100
0|2021-12-18|874.0|0|874.0|0|8.0|0|0.0|100
0|2021-12-19|874.0|0|874.0|0|8.0|0|0.0|100
0|2021-12-20|874.0|0|874.0|0|8.0|0|0.0|100
0|2021-12-21|874.0|0|874.0|0|8.0|0|0.0|100
0|2021-12-22|874.0|0|874.0|0|8.0|0|0.0|100
0|2021-12-23|876.0|0|876.0|0|8.0|0|0.0|100
0|2021-12-24|876.0|0|876.0|0|8.0|0|0.0|100
0|2021-12-25|876.0|0|876.0|0|8.0|0|0.0|100
0|2021-12-26|876.0|0|876.0|0|8.0|0|0.0|100
0|2021-12-27|882.0|0|882.0|0|8.0|0|0.0|100
0|2021-12-28|884.0|0|884.0|0|8.0|0|0.0|100
0|2021-12-29|888.0|0|888.0|0|8.0|0|0.0|100
0|2021-12-30|893.0|0|893.0|0|8.0|0|0.0|100
0|2021-12-31|893.0|0|893.0|0|8.0|0|0.0|100
0|2022-01-01|893.0|0|893.0|0|8.0|0|0.0|100
0|2022-01-02|893.0|0|893.0|0|8.0|0|0.0|100
0|2022-01-03|909.0|0|909.0|0|8.0|0|0.0|100
0|2022-01-04|914.0|0|914.0|0|8.0|0|0.0|100
0|2022-01-05|924.0|0|924.0|0|8.0|0|0.0|100
0|2022-01-06|935.0|0|935.0|0|8.0|0|0.0|100
0|2022-01-07|947.0|0|947.0|0|8.0|0|0.0|100
0|2022-01-08|947.0|0|947.0|0|8.0|0|0.0|100
0|2022-01-09|947.0|0|947.0|0|8.0|0|0.0|100
0|2022-01-10|966.0|0|966.0|0|8.0|0|0.0|100
0|2022-01-11|984.0|0|984.0|0|8.0|0|0.0|100
0|2022-01-12|984.0|0|984.0|0|8.0|0|0.0|100
0|2022-01-13|984.0|0|984.0|0|8.0|0|0.0|100
0|2022-01-14|1011.0|0|1011.0|0|8.0|0|0.0|100
0|2022-01-15|1011.0|0|1011.0|0|8.0|0|0.0|100
0|2022-01-16|1011.0|0|1011.0|0|8.0|0|0.0|100
0|2022-01-17|1011.0|0|0.0|100|8.0|0|0.0|100
