|dates|Whatcom_Washington_UnitedStates.JHU_ConfirmedCases.data|Whatcom_Washington_UnitedStates.JHU_ConfirmedCases.missing|Whatcom_Washington_UnitedStates.NYT_ConfirmedCases.data|Whatcom_Washington_UnitedStates.NYT_ConfirmedCases.missing|Whatcom_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Whatcom_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Whatcom_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Whatcom_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-18|17703.0|0|17703.0|0|172.0|0|0.0|100
0|2021-11-19|17759.0|0|17759.0|0|173.0|0|0.0|100
0|2021-11-20|17759.0|0|17759.0|0|173.0|0|0.0|100
0|2021-11-21|17759.0|0|17759.0|0|173.0|0|0.0|100
0|2021-11-22|17928.0|0|17928.0|0|173.0|0|0.0|100
0|2021-11-23|17987.0|0|17987.0|0|173.0|0|0.0|100
0|2021-11-24|18028.0|0|18028.0|0|174.0|0|0.0|100
0|2021-11-25|18028.0|0|18028.0|0|174.0|0|0.0|100
0|2021-11-26|18028.0|0|18028.0|0|174.0|0|0.0|100
0|2021-11-27|18028.0|0|18028.0|0|174.0|0|0.0|100
0|2021-11-28|18028.0|0|18028.0|0|174.0|0|0.0|100
0|2021-11-29|18249.0|0|18249.0|0|175.0|0|0.0|100
0|2021-11-30|18308.0|0|18308.0|0|175.0|0|0.0|100
0|2021-12-01|18308.0|0|18308.0|0|175.0|0|0.0|100
0|2021-12-02|18465.0|0|18465.0|0|177.0|0|0.0|100
0|2021-12-03|18539.0|0|18539.0|0|178.0|0|0.0|100
0|2021-12-04|18539.0|0|18539.0|0|178.0|0|0.0|100
0|2021-12-05|18539.0|0|18539.0|0|178.0|0|0.0|100
0|2021-12-06|18697.0|0|18697.0|0|179.0|0|0.0|100
0|2021-12-07|18783.0|0|18783.0|0|179.0|0|0.0|100
0|2021-12-08|18821.0|0|18821.0|0|179.0|0|0.0|100
0|2021-12-09|18901.0|0|18901.0|0|182.0|0|0.0|100
0|2021-12-10|18961.0|0|18961.0|0|182.0|0|0.0|100
0|2021-12-11|18961.0|0|18961.0|0|182.0|0|0.0|100
0|2021-12-12|18961.0|0|18961.0|0|182.0|0|0.0|100
0|2021-12-13|19062.0|0|19062.0|0|183.0|0|0.0|100
0|2021-12-14|19062.0|0|19113.0|0|183.0|0|0.0|100
0|2021-12-15|19164.0|0|19164.0|0|184.0|0|0.0|100
0|2021-12-16|19203.0|0|19203.0|0|185.0|0|0.0|100
0|2021-12-17|19281.0|0|19281.0|0|185.0|0|0.0|100
0|2021-12-18|19281.0|0|19281.0|0|185.0|0|0.0|100
0|2021-12-19|19281.0|0|19281.0|0|185.0|0|0.0|100
0|2021-12-20|19423.0|0|19423.0|0|187.0|0|0.0|100
0|2021-12-21|19465.0|0|19465.0|0|188.0|0|0.0|100
0|2021-12-22|19523.0|0|19523.0|0|192.0|0|0.0|100
0|2021-12-23|19614.0|0|19614.0|0|193.0|0|0.0|100
0|2021-12-24|19614.0|0|19614.0|0|193.0|0|0.0|100
0|2021-12-25|19614.0|0|19614.0|0|193.0|0|0.0|100
0|2021-12-26|19614.0|0|19614.0|0|193.0|0|0.0|100
0|2021-12-27|19994.0|0|19994.0|0|194.0|0|0.0|100
0|2021-12-28|20057.0|0|20057.0|0|197.0|0|0.0|100
0|2021-12-29|20116.0|0|20116.0|0|200.0|0|0.0|100
0|2021-12-30|20313.0|0|20313.0|0|201.0|0|0.0|100
0|2021-12-31|20313.0|0|20313.0|0|201.0|0|0.0|100
0|2022-01-01|20313.0|0|20313.0|0|201.0|0|0.0|100
0|2022-01-02|20313.0|0|20313.0|0|201.0|0|0.0|100
0|2022-01-03|21285.0|0|21285.0|0|201.0|0|0.0|100
0|2022-01-04|21510.0|0|21510.0|0|204.0|0|0.0|100
0|2022-01-05|21744.0|0|21744.0|0|204.0|0|0.0|100
0|2022-01-06|22244.0|0|22244.0|0|206.0|0|0.0|100
0|2022-01-07|22696.0|0|22696.0|0|208.0|0|0.0|100
0|2022-01-08|22696.0|0|22696.0|0|208.0|0|0.0|100
0|2022-01-09|22696.0|0|22696.0|0|208.0|0|0.0|100
0|2022-01-10|23906.0|0|23906.0|0|211.0|0|0.0|100
0|2022-01-11|24352.0|0|24352.0|0|211.0|0|0.0|100
0|2022-01-12|24912.0|0|24912.0|0|213.0|0|0.0|100
0|2022-01-13|24912.0|0|25368.0|0|213.0|0|0.0|100
0|2022-01-14|25852.0|0|25852.0|0|217.0|0|0.0|100
0|2022-01-15|25852.0|0|25852.0|0|217.0|0|0.0|100
0|2022-01-16|25852.0|0|25852.0|0|217.0|0|0.0|100
0|2022-01-17|25852.0|0|0.0|100|217.0|0|0.0|100
