|dates|Grand_Utah_UnitedStates.JHU_ConfirmedCases.data|Grand_Utah_UnitedStates.JHU_ConfirmedCases.missing|Grand_Utah_UnitedStates.NYT_ConfirmedCases.data|Grand_Utah_UnitedStates.NYT_ConfirmedCases.missing|Grand_Utah_UnitedStates.JHU_ConfirmedDeaths.data|Grand_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|Grand_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|Grand_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-10|1.0|0|1489.0|0|0.0|0|0.0|100
0|2021-11-11|1.0|0|1490.0|0|0.0|0|0.0|100
0|2021-11-12|1.0|0|1490.0|0|0.0|0|0.0|100
0|2021-11-13|1.0|0|1491.0|0|0.0|0|0.0|100
0|2021-11-14|1.0|0|1491.0|0|0.0|0|0.0|100
0|2021-11-15|1.0|0|1491.0|0|0.0|0|0.0|100
0|2021-11-16|1.0|0|1508.0|0|0.0|0|0.0|100
0|2021-11-17|1.0|0|1508.0|0|0.0|0|0.0|100
0|2021-11-18|1.0|0|1510.0|0|0.0|0|0.0|100
0|2021-11-19|1.0|0|1515.0|0|0.0|0|0.0|100
0|2021-11-20|1.0|0|1520.0|0|0.0|0|0.0|100
0|2021-11-21|1.0|0|1520.0|0|0.0|0|0.0|100
0|2021-11-22|1.0|0|1530.0|0|0.0|0|0.0|100
0|2021-11-23|1.0|0|1532.0|0|0.0|0|0.0|100
0|2021-11-24|1.0|0|1547.0|0|0.0|0|0.0|100
0|2021-11-25|1.0|0|1552.0|0|0.0|0|0.0|100
0|2021-11-26|1.0|0|1552.0|0|0.0|0|0.0|100
0|2021-11-27|1.0|0|1552.0|0|0.0|0|0.0|100
0|2021-11-28|1.0|0|1552.0|0|0.0|0|0.0|100
0|2021-11-29|1.0|0|1557.0|0|0.0|0|0.0|100
0|2021-11-30|1.0|0|1562.0|0|0.0|0|0.0|100
0|2021-12-01|1.0|0|1569.0|0|0.0|0|0.0|100
0|2021-12-02|1.0|0|1591.0|0|0.0|0|0.0|100
0|2021-12-03|1.0|0|1593.0|0|0.0|0|0.0|100
0|2021-12-04|1.0|0|1596.0|0|0.0|0|0.0|100
0|2021-12-05|1.0|0|1596.0|0|0.0|0|0.0|100
0|2021-12-06|1.0|0|1596.0|0|0.0|0|0.0|100
0|2021-12-07|1.0|0|1612.0|0|0.0|0|0.0|100
0|2021-12-08|1.0|0|1614.0|0|0.0|0|0.0|100
0|2021-12-09|1.0|0|1620.0|0|0.0|0|0.0|100
0|2021-12-10|1.0|0|1634.0|0|0.0|0|0.0|100
0|2021-12-11|1.0|0|1636.0|0|0.0|0|0.0|100
0|2021-12-12|1.0|0|1636.0|0|0.0|0|0.0|100
0|2021-12-13|1.0|0|1636.0|0|0.0|0|0.0|100
0|2021-12-14|1.0|0|1647.0|0|0.0|0|0.0|100
0|2021-12-15|1.0|0|1654.0|0|0.0|0|0.0|100
0|2021-12-16|1.0|0|1657.0|0|0.0|0|0.0|100
0|2021-12-17|1.0|0|1660.0|0|0.0|0|0.0|100
0|2021-12-18|1.0|0|1662.0|0|0.0|0|0.0|100
0|2021-12-19|1.0|0|1662.0|0|0.0|0|0.0|100
0|2021-12-20|1.0|0|1665.0|0|0.0|0|0.0|100
0|2021-12-21|1.0|0|1670.0|0|0.0|0|0.0|100
0|2021-12-22|1.0|0|1671.0|0|0.0|0|0.0|100
0|2021-12-23|1.0|0|1672.0|0|0.0|0|0.0|100
0|2021-12-24|1.0|0|1672.0|0|0.0|0|0.0|100
0|2021-12-25|1.0|0|1672.0|0|0.0|0|0.0|100
0|2021-12-26|1.0|0|1672.0|0|0.0|0|0.0|100
0|2021-12-27|1.0|0|1672.0|0|0.0|0|0.0|100
0|2021-12-28|1.0|0|1681.0|0|0.0|0|0.0|100
0|2021-12-29|1.0|0|1695.0|0|0.0|0|0.0|100
0|2021-12-30|1.0|0|1697.0|0|0.0|0|0.0|100
0|2021-12-31|1.0|0|1707.0|0|0.0|0|0.0|100
0|2022-01-01|1.0|0|1707.0|0|0.0|0|0.0|100
0|2022-01-02|1.0|0|1707.0|0|0.0|0|0.0|100
0|2022-01-03|1.0|0|1707.0|0|0.0|0|0.0|100
0|2022-01-04|1.0|0|1726.0|0|0.0|0|0.0|100
0|2022-01-05|1.0|0|1743.0|0|0.0|0|0.0|100
0|2022-01-06|1.0|0|1792.0|0|0.0|0|0.0|100
0|2022-01-07|1.0|0|1804.0|0|0.0|0|0.0|100
0|2022-01-08|1.0|0|1812.0|0|0.0|0|0.0|100
0|2022-01-09|1.0|0|1812.0|0|0.0|0|0.0|100
0|2022-01-10|1.0|0|1849.0|0|0.0|0|0.0|100
0|2022-01-11|1.0|0|1865.0|0|0.0|0|0.0|100
0|2022-01-12|1.0|0|1901.0|0|0.0|0|0.0|100
0|2022-01-13|1.0|0|1947.0|0|0.0|0|0.0|100
0|2022-01-14|1.0|0|1958.0|0|0.0|0|0.0|100
0|2022-01-15|1.0|0|1970.0|0|0.0|0|0.0|100
0|2022-01-16|1.0|0|1979.0|0|0.0|0|0.0|100
0|2022-01-17|1.0|0|0.0|100|0.0|0|0.0|100
