|dates|Washington_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Washington_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Washington_Ohio_UnitedStates.Male_Total_Population.data|Washington_Ohio_UnitedStates.Male_Total_Population.missing|Washington_Ohio_UnitedStates.Female_Total_Population.data|Washington_Ohio_UnitedStates.Female_Total_Population.missing|Washington_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Washington_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-20|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2021-11-21|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2021-11-22|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2021-11-23|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2021-11-24|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2021-11-25|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2021-11-26|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2021-11-27|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2021-11-28|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2021-11-29|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2021-11-30|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2021-12-01|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2021-12-02|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2021-12-03|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2021-12-04|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2021-12-05|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2021-12-06|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2021-12-07|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2021-12-08|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2021-12-09|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2021-12-10|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2021-12-11|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2021-12-12|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2021-12-13|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2021-12-14|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2021-12-15|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2021-12-16|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2021-12-17|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2021-12-18|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2021-12-19|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2021-12-20|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2021-12-21|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2021-12-22|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2021-12-23|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2021-12-24|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2021-12-25|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2021-12-26|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2021-12-27|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2021-12-28|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2021-12-29|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2021-12-30|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2021-12-31|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2022-01-01|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2022-01-02|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2022-01-03|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2022-01-04|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2022-01-05|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2022-01-06|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2022-01-07|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2022-01-08|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2022-01-09|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2022-01-10|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2022-01-11|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2022-01-12|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2022-01-13|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2022-01-14|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2022-01-15|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2022-01-16|12663.0|0|29533.0|0|30622.0|0|11844.0|0
0|2022-01-17|12663.0|0|29533.0|0|30622.0|0|11844.0|0
