|dates|Jackson_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Jackson_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Jackson_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Jackson_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Jackson_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-27|5868.0|0|5868.0|0|72.0|0|0.0|100
0|2021-11-28|5868.0|0|5868.0|0|72.0|0|0.0|100
0|2021-11-29|5895.0|0|5895.0|0|72.0|0|0.0|100
0|2021-11-30|5911.0|0|5911.0|0|72.0|0|0.0|100
0|2021-12-01|5935.0|0|5935.0|0|72.0|0|0.0|100
0|2021-12-02|5961.0|0|5961.0|0|72.0|0|0.0|100
0|2021-12-03|5972.0|0|5972.0|0|72.0|0|0.0|100
0|2021-12-04|5972.0|0|5972.0|0|72.0|0|0.0|100
0|2021-12-05|5972.0|0|5972.0|0|72.0|0|0.0|100
0|2021-12-06|6003.0|0|6003.0|0|72.0|0|0.0|100
0|2021-12-07|6022.0|0|6022.0|0|72.0|0|0.0|100
0|2021-12-08|6036.0|0|6036.0|0|72.0|0|0.0|100
0|2021-12-09|6043.0|0|6043.0|0|72.0|0|0.0|100
0|2021-12-10|6057.0|0|6057.0|0|72.0|0|0.0|100
0|2021-12-11|6057.0|0|6057.0|0|72.0|0|0.0|100
0|2021-12-12|6057.0|0|6057.0|0|72.0|0|0.0|100
0|2021-12-13|6084.0|0|6084.0|0|73.0|0|0.0|100
0|2021-12-14|6084.0|0|6098.0|0|73.0|0|0.0|100
0|2021-12-15|6103.0|0|6103.0|0|73.0|0|0.0|100
0|2021-12-16|6112.0|0|6112.0|0|74.0|0|0.0|100
0|2021-12-17|6128.0|0|6128.0|0|74.0|0|0.0|100
0|2021-12-18|6128.0|0|6128.0|0|74.0|0|0.0|100
0|2021-12-19|6128.0|0|6128.0|0|74.0|0|0.0|100
0|2021-12-20|6143.0|0|6143.0|0|74.0|0|0.0|100
0|2021-12-21|6160.0|0|6160.0|0|74.0|0|0.0|100
0|2021-12-22|6175.0|0|6175.0|0|76.0|0|0.0|100
0|2021-12-23|6175.0|0|6175.0|0|76.0|0|0.0|100
0|2021-12-24|6175.0|0|6175.0|0|76.0|0|0.0|100
0|2021-12-25|6175.0|0|6175.0|0|76.0|0|0.0|100
0|2021-12-26|6175.0|0|6175.0|0|76.0|0|0.0|100
0|2021-12-27|6175.0|0|6175.0|0|76.0|0|0.0|100
0|2021-12-28|6236.0|0|6236.0|0|79.0|0|0.0|100
0|2021-12-29|6266.0|0|6266.0|0|79.0|0|0.0|100
0|2021-12-30|6296.0|0|6296.0|0|79.0|0|0.0|100
0|2021-12-31|6296.0|0|6327.0|0|79.0|0|0.0|100
0|2022-01-01|6296.0|0|6327.0|0|79.0|0|0.0|100
0|2022-01-02|6296.0|0|6327.0|0|79.0|0|0.0|100
0|2022-01-03|6415.0|0|6415.0|0|79.0|0|0.0|100
0|2022-01-04|6459.0|0|6459.0|0|79.0|0|0.0|100
0|2022-01-05|6494.0|0|6494.0|0|79.0|0|0.0|100
0|2022-01-06|6550.0|0|6550.0|0|79.0|0|0.0|100
0|2022-01-07|6611.0|0|6611.0|0|79.0|0|0.0|100
0|2022-01-08|6611.0|0|6611.0|0|79.0|0|0.0|100
0|2022-01-09|6611.0|0|6611.0|0|79.0|0|0.0|100
0|2022-01-10|6750.0|0|6750.0|0|80.0|0|0.0|100
0|2022-01-11|6847.0|0|6847.0|0|80.0|0|0.0|100
0|2022-01-12|6929.0|0|6929.0|0|80.0|0|0.0|100
0|2022-01-13|6929.0|0|7033.0|0|80.0|0|0.0|100
0|2022-01-14|7135.0|0|7135.0|0|80.0|0|0.0|100
0|2022-01-15|7135.0|0|7135.0|0|80.0|0|0.0|100
0|2022-01-16|7135.0|0|7135.0|0|80.0|0|0.0|100
0|2022-01-17|7135.0|0|0.0|100|80.0|0|0.0|100
