|dates|Menard_Texas_UnitedStates.JHU_ConfirmedCases.data|Menard_Texas_UnitedStates.JHU_ConfirmedCases.missing|Menard_Texas_UnitedStates.NYT_ConfirmedCases.data|Menard_Texas_UnitedStates.NYT_ConfirmedCases.missing|Menard_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Menard_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Menard_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Menard_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-21|358.0|0|358.0|0|11.0|0|0.0|100
0|2021-12-22|358.0|0|358.0|0|11.0|0|0.0|100
0|2021-12-23|358.0|0|358.0|0|11.0|0|0.0|100
0|2021-12-24|358.0|0|358.0|0|11.0|0|0.0|100
0|2021-12-25|358.0|0|358.0|0|11.0|0|0.0|100
0|2021-12-26|358.0|0|358.0|0|11.0|0|0.0|100
0|2021-12-27|358.0|0|358.0|0|11.0|0|0.0|100
0|2021-12-28|358.0|0|358.0|0|11.0|0|0.0|100
0|2021-12-29|359.0|0|359.0|0|11.0|0|0.0|100
0|2021-12-30|359.0|0|359.0|0|11.0|0|0.0|100
0|2021-12-31|359.0|0|359.0|0|11.0|0|0.0|100
0|2022-01-01|359.0|0|359.0|0|11.0|0|0.0|100
0|2022-01-02|359.0|0|359.0|0|11.0|0|0.0|100
0|2022-01-03|360.0|0|360.0|0|11.0|0|0.0|100
0|2022-01-04|365.0|0|365.0|0|12.0|0|0.0|100
0|2022-01-05|369.0|0|369.0|0|12.0|0|0.0|100
0|2022-01-06|369.0|0|369.0|0|12.0|0|0.0|100
0|2022-01-07|369.0|0|372.0|0|12.0|0|0.0|100
0|2022-01-08|377.0|0|377.0|0|12.0|0|0.0|100
0|2022-01-09|383.0|0|383.0|0|12.0|0|0.0|100
0|2022-01-10|384.0|0|384.0|0|12.0|0|0.0|100
0|2022-01-11|392.0|0|392.0|0|12.0|0|0.0|100
0|2022-01-12|397.0|0|397.0|0|12.0|0|0.0|100
0|2022-01-13|397.0|0|399.0|0|12.0|0|0.0|100
0|2022-01-14|399.0|0|398.0|0|12.0|0|0.0|100
0|2022-01-15|398.0|0|398.0|0|12.0|0|0.0|100
0|2022-01-16|401.0|0|401.0|0|12.0|0|0.0|100
0|2022-01-17|415.0|0|0.0|100|12.0|0|0.0|100
