|dates|Powell_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Powell_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Powell_Kentucky_UnitedStates.Male_Total_Population.data|Powell_Kentucky_UnitedStates.Male_Total_Population.missing|Powell_Kentucky_UnitedStates.Female_Total_Population.data|Powell_Kentucky_UnitedStates.Female_Total_Population.missing|Powell_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Powell_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-28|1975.0|0|6177.0|0|6265.0|0|3000.0|0
0|2021-11-29|1975.0|0|6177.0|0|6265.0|0|3000.0|0
0|2021-11-30|1975.0|0|6177.0|0|6265.0|0|3000.0|0
0|2021-12-01|1975.0|0|6177.0|0|6265.0|0|3000.0|0
0|2021-12-02|1975.0|0|6177.0|0|6265.0|0|3000.0|0
0|2021-12-03|1975.0|0|6177.0|0|6265.0|0|3000.0|0
0|2021-12-04|1975.0|0|6177.0|0|6265.0|0|3000.0|0
0|2021-12-05|1975.0|0|6177.0|0|6265.0|0|3000.0|0
0|2021-12-06|1975.0|0|6177.0|0|6265.0|0|3000.0|0
0|2021-12-07|1975.0|0|6177.0|0|6265.0|0|3000.0|0
0|2021-12-08|1975.0|0|6177.0|0|6265.0|0|3000.0|0
0|2021-12-09|1975.0|0|6177.0|0|6265.0|0|3000.0|0
0|2021-12-10|1975.0|0|6177.0|0|6265.0|0|3000.0|0
0|2021-12-11|1975.0|0|6177.0|0|6265.0|0|3000.0|0
0|2021-12-12|1975.0|0|6177.0|0|6265.0|0|3000.0|0
0|2021-12-13|1975.0|0|6177.0|0|6265.0|0|3000.0|0
0|2021-12-14|1975.0|0|6177.0|0|6265.0|0|3000.0|0
0|2021-12-15|1975.0|0|6177.0|0|6265.0|0|3000.0|0
0|2021-12-16|1975.0|0|6177.0|0|6265.0|0|3000.0|0
0|2021-12-17|1975.0|0|6177.0|0|6265.0|0|3000.0|0
0|2021-12-18|1975.0|0|6177.0|0|6265.0|0|3000.0|0
0|2021-12-19|1975.0|0|6177.0|0|6265.0|0|3000.0|0
0|2021-12-20|1975.0|0|6177.0|0|6265.0|0|3000.0|0
0|2021-12-21|1975.0|0|6177.0|0|6265.0|0|3000.0|0
0|2021-12-22|1975.0|0|6177.0|0|6265.0|0|3000.0|0
0|2021-12-23|1975.0|0|6177.0|0|6265.0|0|3000.0|0
0|2021-12-24|1975.0|0|6177.0|0|6265.0|0|3000.0|0
0|2021-12-25|1975.0|0|6177.0|0|6265.0|0|3000.0|0
0|2021-12-26|1975.0|0|6177.0|0|6265.0|0|3000.0|0
0|2021-12-27|1975.0|0|6177.0|0|6265.0|0|3000.0|0
0|2021-12-28|1975.0|0|6177.0|0|6265.0|0|3000.0|0
0|2021-12-29|1975.0|0|6177.0|0|6265.0|0|3000.0|0
0|2021-12-30|1975.0|0|6177.0|0|6265.0|0|3000.0|0
0|2021-12-31|1975.0|0|6177.0|0|6265.0|0|3000.0|0
0|2022-01-01|1975.0|0|6177.0|0|6265.0|0|3000.0|0
0|2022-01-02|1975.0|0|6177.0|0|6265.0|0|3000.0|0
0|2022-01-03|1975.0|0|6177.0|0|6265.0|0|3000.0|0
0|2022-01-04|1975.0|0|6177.0|0|6265.0|0|3000.0|0
0|2022-01-05|1975.0|0|6177.0|0|6265.0|0|3000.0|0
0|2022-01-06|1975.0|0|6177.0|0|6265.0|0|3000.0|0
0|2022-01-07|1975.0|0|6177.0|0|6265.0|0|3000.0|0
0|2022-01-08|1975.0|0|6177.0|0|6265.0|0|3000.0|0
0|2022-01-09|1975.0|0|6177.0|0|6265.0|0|3000.0|0
0|2022-01-10|1975.0|0|6177.0|0|6265.0|0|3000.0|0
0|2022-01-11|1975.0|0|6177.0|0|6265.0|0|3000.0|0
0|2022-01-12|1975.0|0|6177.0|0|6265.0|0|3000.0|0
0|2022-01-13|1975.0|0|6177.0|0|6265.0|0|3000.0|0
0|2022-01-14|1975.0|0|6177.0|0|6265.0|0|3000.0|0
0|2022-01-15|1975.0|0|6177.0|0|6265.0|0|3000.0|0
0|2022-01-16|1975.0|0|6177.0|0|6265.0|0|3000.0|0
0|2022-01-17|1975.0|0|6177.0|0|6265.0|0|3000.0|0
