|dates|Dorchester_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Dorchester_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Dorchester_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data|Dorchester_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Dorchester_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Dorchester_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Dorchester_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Dorchester_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-07|39701.0|0|39701.0|0|397.0|0|0.0|100
0|2022-01-08|39701.0|0|39701.0|0|397.0|0|0.0|100
0|2022-01-09|39701.0|0|39701.0|0|397.0|0|0.0|100
0|2022-01-10|41733.0|0|41733.0|0|399.0|0|0.0|100
0|2022-01-11|42136.0|0|42136.0|0|399.0|0|0.0|100
0|2022-01-12|42604.0|0|42604.0|0|399.0|0|0.0|100
0|2022-01-13|42604.0|0|43212.0|0|399.0|0|0.0|100
0|2022-01-14|44121.0|0|44121.0|0|398.0|0|0.0|100
0|2022-01-15|44121.0|0|44121.0|0|398.0|0|0.0|100
0|2022-01-16|44121.0|0|44121.0|0|398.0|0|0.0|100
0|2022-01-17|44121.0|0|0.0|100|398.0|0|0.0|100
