|dates|PrinceGeorge_Virginia_UnitedStates.JHU_ConfirmedCases.data|PrinceGeorge_Virginia_UnitedStates.JHU_ConfirmedCases.missing|PrinceGeorge_Virginia_UnitedStates.NYT_ConfirmedCases.data|PrinceGeorge_Virginia_UnitedStates.NYT_ConfirmedCases.missing|PrinceGeorge_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|PrinceGeorge_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|PrinceGeorge_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|PrinceGeorge_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-13|5388.0|0|5388.0|0|52.0|0|0.0|100
0|2021-12-14|5388.0|0|5397.0|0|52.0|0|0.0|100
0|2021-12-15|5405.0|0|5405.0|0|52.0|0|0.0|100
0|2021-12-16|5416.0|0|5416.0|0|52.0|0|0.0|100
0|2021-12-17|5425.0|0|5425.0|0|52.0|0|0.0|100
0|2021-12-18|5425.0|0|5425.0|0|52.0|0|0.0|100
0|2021-12-19|5425.0|0|5425.0|0|52.0|0|0.0|100
0|2021-12-20|5468.0|0|5468.0|0|52.0|0|0.0|100
0|2021-12-21|5486.0|0|5486.0|0|52.0|0|0.0|100
0|2021-12-22|5508.0|0|5508.0|0|52.0|0|0.0|100
0|2021-12-23|5528.0|0|5528.0|0|52.0|0|0.0|100
0|2021-12-24|5550.0|0|5550.0|0|52.0|0|0.0|100
0|2021-12-25|5550.0|0|5550.0|0|52.0|0|0.0|100
0|2021-12-26|5550.0|0|5550.0|0|52.0|0|0.0|100
0|2021-12-27|5606.0|0|5606.0|0|52.0|0|0.0|100
0|2021-12-28|5630.0|0|5630.0|0|52.0|0|0.0|100
0|2021-12-29|5658.0|0|5658.0|0|52.0|0|0.0|100
0|2021-12-30|5700.0|0|5700.0|0|52.0|0|0.0|100
0|2021-12-31|5740.0|0|5740.0|0|52.0|0|0.0|100
0|2022-01-01|5740.0|0|5740.0|0|52.0|0|0.0|100
0|2022-01-02|5740.0|0|5740.0|0|52.0|0|0.0|100
0|2022-01-03|5825.0|0|5825.0|0|52.0|0|0.0|100
0|2022-01-04|5899.0|0|5899.0|0|52.0|0|0.0|100
0|2022-01-05|5946.0|0|5946.0|0|53.0|0|0.0|100
0|2022-01-06|6001.0|0|6001.0|0|53.0|0|0.0|100
0|2022-01-07|6049.0|0|6049.0|0|53.0|0|0.0|100
0|2022-01-08|6049.0|0|6049.0|0|53.0|0|0.0|100
0|2022-01-09|6049.0|0|6049.0|0|53.0|0|0.0|100
0|2022-01-10|6208.0|0|6208.0|0|53.0|0|0.0|100
0|2022-01-11|6251.0|0|6251.0|0|53.0|0|0.0|100
0|2022-01-12|6310.0|0|6310.0|0|54.0|0|0.0|100
0|2022-01-13|6310.0|0|6435.0|0|54.0|0|0.0|100
0|2022-01-14|6508.0|0|6508.0|0|53.0|0|0.0|100
0|2022-01-15|6508.0|0|6508.0|0|53.0|0|0.0|100
0|2022-01-16|6508.0|0|6508.0|0|53.0|0|0.0|100
0|2022-01-17|6760.0|0|0.0|100|54.0|0|0.0|100
