|dates|Union_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Union_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Union_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data|Union_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Union_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Union_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Union_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Union_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-09|4911.0|0|4911.0|0|112.0|0|0.0|100
0|2021-12-10|4914.0|0|4914.0|0|112.0|0|0.0|100
0|2021-12-11|4914.0|0|4914.0|0|112.0|0|0.0|100
0|2021-12-12|4914.0|0|4914.0|0|112.0|0|0.0|100
0|2021-12-13|4924.0|0|4924.0|0|112.0|0|0.0|100
0|2021-12-14|4924.0|0|4926.0|0|112.0|0|0.0|100
0|2021-12-15|4935.0|0|4935.0|0|112.0|0|0.0|100
0|2021-12-16|4940.0|0|4940.0|0|112.0|0|0.0|100
0|2021-12-17|4948.0|0|4948.0|0|113.0|0|0.0|100
0|2021-12-18|4948.0|0|4948.0|0|113.0|0|0.0|100
0|2021-12-19|4948.0|0|4948.0|0|113.0|0|0.0|100
0|2021-12-20|4964.0|0|4964.0|0|113.0|0|0.0|100
0|2021-12-21|4970.0|0|4970.0|0|113.0|0|0.0|100
0|2021-12-22|4983.0|0|4983.0|0|113.0|0|0.0|100
0|2021-12-23|4993.0|0|4993.0|0|113.0|0|0.0|100
0|2021-12-24|4993.0|0|4993.0|0|113.0|0|0.0|100
0|2021-12-25|4993.0|0|4993.0|0|113.0|0|0.0|100
0|2021-12-26|4993.0|0|4993.0|0|113.0|0|0.0|100
0|2021-12-27|4993.0|0|4993.0|0|113.0|0|0.0|100
0|2021-12-28|4993.0|0|4993.0|0|113.0|0|0.0|100
0|2021-12-29|5040.0|0|5040.0|0|113.0|0|0.0|100
0|2021-12-30|5062.0|0|5062.0|0|113.0|0|0.0|100
0|2021-12-31|5102.0|0|5102.0|0|113.0|0|0.0|100
0|2022-01-01|5102.0|0|5102.0|0|113.0|0|0.0|100
0|2022-01-02|5102.0|0|5102.0|0|113.0|0|0.0|100
0|2022-01-03|5102.0|0|5102.0|0|113.0|0|0.0|100
0|2022-01-04|5271.0|0|5271.0|0|113.0|0|0.0|100
0|2022-01-05|5306.0|0|5306.0|0|113.0|0|0.0|100
0|2022-01-06|5375.0|0|5375.0|0|115.0|0|0.0|100
0|2022-01-07|5440.0|0|5440.0|0|115.0|0|0.0|100
0|2022-01-08|5440.0|0|5440.0|0|115.0|0|0.0|100
0|2022-01-09|5440.0|0|5440.0|0|115.0|0|0.0|100
0|2022-01-10|5618.0|0|5618.0|0|115.0|0|0.0|100
0|2022-01-11|5640.0|0|5640.0|0|115.0|0|0.0|100
0|2022-01-12|5762.0|0|5762.0|0|118.0|0|0.0|100
0|2022-01-13|5762.0|0|5848.0|0|118.0|0|0.0|100
0|2022-01-14|5948.0|0|5948.0|0|118.0|0|0.0|100
0|2022-01-15|5948.0|0|5948.0|0|118.0|0|0.0|100
0|2022-01-16|5948.0|0|5948.0|0|118.0|0|0.0|100
0|2022-01-17|5948.0|0|0.0|100|118.0|0|0.0|100
