|dates|Knox_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Knox_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Knox_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Knox_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Knox_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Knox_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Knox_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Knox_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-12|1123.0|0|1123.0|0|12.0|0|0.0|100
0|2021-11-13|1123.0|0|1123.0|0|12.0|0|0.0|100
0|2021-11-14|1123.0|0|1123.0|0|12.0|0|0.0|100
0|2021-11-15|1129.0|0|1129.0|0|12.0|0|0.0|100
0|2021-11-16|1139.0|0|1139.0|0|12.0|0|0.0|100
0|2021-11-17|1143.0|0|1143.0|0|12.0|0|0.0|100
0|2021-11-18|1149.0|0|1149.0|0|12.0|0|0.0|100
0|2021-11-19|1156.0|0|1156.0|0|12.0|0|0.0|100
0|2021-11-20|1156.0|0|1156.0|0|12.0|0|0.0|100
0|2021-11-21|1156.0|0|1156.0|0|12.0|0|0.0|100
0|2021-11-22|1163.0|0|1163.0|0|12.0|0|0.0|100
0|2021-11-23|1179.0|0|1179.0|0|12.0|0|0.0|100
0|2021-11-24|1185.0|0|1185.0|0|12.0|0|0.0|100
0|2021-11-25|1185.0|0|1185.0|0|12.0|0|0.0|100
0|2021-11-26|1185.0|0|1185.0|0|12.0|0|0.0|100
0|2021-11-27|1185.0|0|1185.0|0|12.0|0|0.0|100
0|2021-11-28|1185.0|0|1185.0|0|12.0|0|0.0|100
0|2021-11-29|1193.0|0|1193.0|0|12.0|0|0.0|100
0|2021-11-30|1201.0|0|1201.0|0|12.0|0|0.0|100
0|2021-12-01|1212.0|0|1212.0|0|12.0|0|0.0|100
0|2021-12-02|1220.0|0|1220.0|0|12.0|0|0.0|100
0|2021-12-03|1220.0|0|1225.0|0|12.0|0|0.0|100
0|2021-12-04|1225.0|0|1225.0|0|12.0|0|0.0|100
0|2021-12-05|1225.0|0|1225.0|0|12.0|0|0.0|100
0|2021-12-06|1231.0|0|1231.0|0|12.0|0|0.0|100
0|2021-12-07|1240.0|0|1240.0|0|12.0|0|0.0|100
0|2021-12-08|1240.0|0|1240.0|0|12.0|0|0.0|100
0|2021-12-09|1245.0|0|1245.0|0|12.0|0|0.0|100
0|2021-12-10|1249.0|0|1249.0|0|12.0|0|0.0|100
0|2021-12-11|1249.0|0|1249.0|0|12.0|0|0.0|100
0|2021-12-12|1249.0|0|1249.0|0|12.0|0|0.0|100
0|2021-12-13|1252.0|0|1252.0|0|12.0|0|0.0|100
0|2021-12-14|1252.0|0|1262.0|0|12.0|0|0.0|100
0|2021-12-15|1266.0|0|1266.0|0|12.0|0|0.0|100
0|2021-12-16|1268.0|0|1268.0|0|12.0|0|0.0|100
0|2021-12-17|1274.0|0|1274.0|0|12.0|0|0.0|100
0|2021-12-18|1274.0|0|1274.0|0|12.0|0|0.0|100
0|2021-12-19|1274.0|0|1274.0|0|12.0|0|0.0|100
0|2021-12-20|1278.0|0|1278.0|0|12.0|0|0.0|100
0|2021-12-21|1281.0|0|1281.0|0|12.0|0|0.0|100
0|2021-12-22|1282.0|0|1282.0|0|12.0|0|0.0|100
0|2021-12-23|1288.0|0|1288.0|0|12.0|0|0.0|100
0|2021-12-24|1288.0|0|1288.0|0|12.0|0|0.0|100
0|2021-12-25|1288.0|0|1288.0|0|12.0|0|0.0|100
0|2021-12-26|1288.0|0|1288.0|0|12.0|0|0.0|100
0|2021-12-27|1288.0|0|1288.0|0|12.0|0|0.0|100
0|2021-12-28|1297.0|0|1297.0|0|12.0|0|0.0|100
0|2021-12-29|1313.0|0|1313.0|0|12.0|0|0.0|100
0|2021-12-30|1318.0|0|1318.0|0|12.0|0|0.0|100
0|2021-12-31|1318.0|0|1318.0|0|12.0|0|0.0|100
0|2022-01-01|1318.0|0|1318.0|0|12.0|0|0.0|100
0|2022-01-02|1318.0|0|1318.0|0|12.0|0|0.0|100
0|2022-01-03|1323.0|0|1323.0|0|12.0|0|0.0|100
0|2022-01-04|1329.0|0|1329.0|0|12.0|0|0.0|100
0|2022-01-05|1337.0|0|1337.0|0|12.0|0|0.0|100
0|2022-01-06|1343.0|0|1343.0|0|12.0|0|0.0|100
0|2022-01-07|1349.0|0|1349.0|0|12.0|0|0.0|100
0|2022-01-08|1349.0|0|1349.0|0|12.0|0|0.0|100
0|2022-01-09|1349.0|0|1349.0|0|12.0|0|0.0|100
0|2022-01-10|1367.0|0|1367.0|0|12.0|0|0.0|100
0|2022-01-11|1374.0|0|1374.0|0|12.0|0|0.0|100
0|2022-01-12|1383.0|0|1383.0|0|12.0|0|0.0|100
0|2022-01-13|1383.0|0|1390.0|0|12.0|0|0.0|100
0|2022-01-14|1402.0|0|1402.0|0|12.0|0|0.0|100
0|2022-01-15|1402.0|0|1402.0|0|12.0|0|0.0|100
0|2022-01-16|1402.0|0|1402.0|0|12.0|0|0.0|100
0|2022-01-17|1421.0|0|0.0|100|12.0|0|0.0|100
