|dates|Lee_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Lee_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Lee_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Lee_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Lee_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Lee_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Lee_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Lee_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-17|9562.0|0|9562.0|0|110.0|0|0.0|100
0|2021-11-18|9566.0|0|9566.0|0|110.0|0|0.0|100
0|2021-11-19|9570.0|0|9570.0|0|110.0|0|0.0|100
0|2021-11-20|9570.0|0|9570.0|0|110.0|0|0.0|100
0|2021-11-21|9570.0|0|9570.0|0|110.0|0|0.0|100
0|2021-11-22|9586.0|0|9586.0|0|110.0|0|0.0|100
0|2021-11-23|9597.0|0|9597.0|0|110.0|0|0.0|100
0|2021-11-24|9600.0|0|9600.0|0|110.0|0|0.0|100
0|2021-11-25|9600.0|0|9600.0|0|110.0|0|0.0|100
0|2021-11-26|9600.0|0|9600.0|0|110.0|0|0.0|100
0|2021-11-27|9600.0|0|9600.0|0|110.0|0|0.0|100
0|2021-11-28|9600.0|0|9600.0|0|110.0|0|0.0|100
0|2021-11-29|9618.0|0|9618.0|0|110.0|0|0.0|100
0|2021-11-30|9626.0|0|9626.0|0|110.0|0|0.0|100
0|2021-12-01|9638.0|0|9638.0|0|111.0|0|0.0|100
0|2021-12-02|9657.0|0|9657.0|0|111.0|0|0.0|100
0|2021-12-03|9657.0|0|9671.0|0|111.0|0|0.0|100
0|2021-12-04|9671.0|0|9671.0|0|111.0|0|0.0|100
0|2021-12-05|9671.0|0|9671.0|0|111.0|0|0.0|100
0|2021-12-06|9710.0|0|9710.0|0|111.0|0|0.0|100
0|2021-12-07|9718.0|0|9718.0|0|111.0|0|0.0|100
0|2021-12-08|9734.0|0|9734.0|0|111.0|0|0.0|100
0|2021-12-09|9755.0|0|9755.0|0|113.0|0|0.0|100
0|2021-12-10|9774.0|0|9774.0|0|113.0|0|0.0|100
0|2021-12-11|9774.0|0|9774.0|0|113.0|0|0.0|100
0|2021-12-12|9774.0|0|9774.0|0|113.0|0|0.0|100
0|2021-12-13|9825.0|0|9825.0|0|113.0|0|0.0|100
0|2021-12-14|9825.0|0|9835.0|0|113.0|0|0.0|100
0|2021-12-15|9847.0|0|9847.0|0|113.0|0|0.0|100
0|2021-12-16|9870.0|0|9870.0|0|113.0|0|0.0|100
0|2021-12-17|9892.0|0|9892.0|0|115.0|0|0.0|100
0|2021-12-18|9892.0|0|9892.0|0|115.0|0|0.0|100
0|2021-12-19|9892.0|0|9892.0|0|115.0|0|0.0|100
0|2021-12-20|9956.0|0|9956.0|0|116.0|0|0.0|100
0|2021-12-21|9970.0|0|9970.0|0|116.0|0|0.0|100
0|2021-12-22|9987.0|0|9987.0|0|116.0|0|0.0|100
0|2021-12-23|9987.0|0|9987.0|0|116.0|0|0.0|100
0|2021-12-24|9987.0|0|9987.0|0|116.0|0|0.0|100
0|2021-12-25|9987.0|0|9987.0|0|116.0|0|0.0|100
0|2021-12-26|9987.0|0|9987.0|0|116.0|0|0.0|100
0|2021-12-27|9987.0|0|9987.0|0|116.0|0|0.0|100
0|2021-12-28|10095.0|0|10095.0|0|119.0|0|0.0|100
0|2021-12-29|10157.0|0|10157.0|0|119.0|0|0.0|100
0|2021-12-30|10242.0|0|10242.0|0|119.0|0|0.0|100
0|2021-12-31|10242.0|0|10331.0|0|119.0|0|0.0|100
0|2022-01-01|10242.0|0|10331.0|0|119.0|0|0.0|100
0|2022-01-02|10242.0|0|10331.0|0|119.0|0|0.0|100
0|2022-01-03|10600.0|0|10600.0|0|120.0|0|0.0|100
0|2022-01-04|10658.0|0|10658.0|0|120.0|0|0.0|100
0|2022-01-05|10718.0|0|10718.0|0|120.0|0|0.0|100
0|2022-01-06|10872.0|0|10872.0|0|121.0|0|0.0|100
0|2022-01-07|10987.0|0|10987.0|0|121.0|0|0.0|100
0|2022-01-08|10987.0|0|10987.0|0|121.0|0|0.0|100
0|2022-01-09|10987.0|0|10987.0|0|121.0|0|0.0|100
0|2022-01-10|11511.0|0|11511.0|0|121.0|0|0.0|100
0|2022-01-11|11609.0|0|11609.0|0|121.0|0|0.0|100
0|2022-01-12|11741.0|0|11741.0|0|121.0|0|0.0|100
0|2022-01-13|11741.0|0|11924.0|0|121.0|0|0.0|100
0|2022-01-14|12111.0|0|12111.0|0|125.0|0|0.0|100
0|2022-01-15|12111.0|0|12111.0|0|125.0|0|0.0|100
0|2022-01-16|12111.0|0|12111.0|0|125.0|0|0.0|100
0|2022-01-17|12111.0|0|0.0|100|125.0|0|0.0|100
