|dates|Pepin_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pepin_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pepin_Wisconsin_UnitedStates.Male_Total_Population.data|Pepin_Wisconsin_UnitedStates.Male_Total_Population.missing|Pepin_Wisconsin_UnitedStates.Female_Total_Population.data|Pepin_Wisconsin_UnitedStates.Female_Total_Population.missing|Pepin_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Pepin_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-04|1631.0|0|3725.0|0|3564.0|0|1521.0|0
0|2021-12-05|1631.0|0|3725.0|0|3564.0|0|1521.0|0
0|2021-12-06|1631.0|0|3725.0|0|3564.0|0|1521.0|0
0|2021-12-07|1631.0|0|3725.0|0|3564.0|0|1521.0|0
0|2021-12-08|1631.0|0|3725.0|0|3564.0|0|1521.0|0
0|2021-12-09|1631.0|0|3725.0|0|3564.0|0|1521.0|0
0|2021-12-10|1631.0|0|3725.0|0|3564.0|0|1521.0|0
0|2021-12-11|1631.0|0|3725.0|0|3564.0|0|1521.0|0
0|2021-12-12|1631.0|0|3725.0|0|3564.0|0|1521.0|0
0|2021-12-13|1631.0|0|3725.0|0|3564.0|0|1521.0|0
0|2021-12-14|1631.0|0|3725.0|0|3564.0|0|1521.0|0
0|2021-12-15|1631.0|0|3725.0|0|3564.0|0|1521.0|0
0|2021-12-16|1631.0|0|3725.0|0|3564.0|0|1521.0|0
0|2021-12-17|1631.0|0|3725.0|0|3564.0|0|1521.0|0
0|2021-12-18|1631.0|0|3725.0|0|3564.0|0|1521.0|0
0|2021-12-19|1631.0|0|3725.0|0|3564.0|0|1521.0|0
0|2021-12-20|1631.0|0|3725.0|0|3564.0|0|1521.0|0
0|2021-12-21|1631.0|0|3725.0|0|3564.0|0|1521.0|0
0|2021-12-22|1631.0|0|3725.0|0|3564.0|0|1521.0|0
0|2021-12-23|1631.0|0|3725.0|0|3564.0|0|1521.0|0
0|2021-12-24|1631.0|0|3725.0|0|3564.0|0|1521.0|0
0|2021-12-25|1631.0|0|3725.0|0|3564.0|0|1521.0|0
0|2021-12-26|1631.0|0|3725.0|0|3564.0|0|1521.0|0
0|2021-12-27|1631.0|0|3725.0|0|3564.0|0|1521.0|0
0|2021-12-28|1631.0|0|3725.0|0|3564.0|0|1521.0|0
0|2021-12-29|1631.0|0|3725.0|0|3564.0|0|1521.0|0
0|2021-12-30|1631.0|0|3725.0|0|3564.0|0|1521.0|0
0|2021-12-31|1631.0|0|3725.0|0|3564.0|0|1521.0|0
0|2022-01-01|1631.0|0|3725.0|0|3564.0|0|1521.0|0
0|2022-01-02|1631.0|0|3725.0|0|3564.0|0|1521.0|0
0|2022-01-03|1631.0|0|3725.0|0|3564.0|0|1521.0|0
0|2022-01-04|1631.0|0|3725.0|0|3564.0|0|1521.0|0
0|2022-01-05|1631.0|0|3725.0|0|3564.0|0|1521.0|0
0|2022-01-06|1631.0|0|3725.0|0|3564.0|0|1521.0|0
0|2022-01-07|1631.0|0|3725.0|0|3564.0|0|1521.0|0
0|2022-01-08|1631.0|0|3725.0|0|3564.0|0|1521.0|0
0|2022-01-09|1631.0|0|3725.0|0|3564.0|0|1521.0|0
0|2022-01-10|1631.0|0|3725.0|0|3564.0|0|1521.0|0
0|2022-01-11|1631.0|0|3725.0|0|3564.0|0|1521.0|0
0|2022-01-12|1631.0|0|3725.0|0|3564.0|0|1521.0|0
0|2022-01-13|1631.0|0|3725.0|0|3564.0|0|1521.0|0
0|2022-01-14|1631.0|0|3725.0|0|3564.0|0|1521.0|0
0|2022-01-15|1631.0|0|3725.0|0|3564.0|0|1521.0|0
0|2022-01-16|1631.0|0|3725.0|0|3564.0|0|1521.0|0
0|2022-01-17|1631.0|0|3725.0|0|3564.0|0|1521.0|0
