|dates|Allen_Indiana_UnitedStates.JHU_ConfirmedCases.data|Allen_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Allen_Indiana_UnitedStates.NYT_ConfirmedCases.data|Allen_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Allen_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Allen_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Allen_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Allen_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-17|71324.0|0|71387.0|0|923.0|0|0.0|100
0|2021-12-18|71324.0|0|71387.0|0|923.0|0|0.0|100
0|2021-12-19|71324.0|0|71387.0|0|923.0|0|0.0|100
0|2021-12-20|72004.0|0|72068.0|0|929.0|0|0.0|100
0|2021-12-21|72200.0|0|72264.0|0|935.0|0|0.0|100
0|2021-12-22|72475.0|0|72539.0|0|939.0|0|0.0|100
0|2021-12-23|72475.0|0|72539.0|0|939.0|0|0.0|100
0|2021-12-24|72475.0|0|72539.0|0|939.0|0|0.0|100
0|2021-12-25|72475.0|0|72539.0|0|939.0|0|0.0|100
0|2021-12-26|72475.0|0|72539.0|0|939.0|0|0.0|100
0|2021-12-27|73597.0|0|73661.0|0|941.0|0|0.0|100
0|2021-12-28|73913.0|0|73978.0|0|954.0|0|0.0|100
0|2021-12-29|74369.0|0|74434.0|0|955.0|0|0.0|100
0|2021-12-30|74996.0|0|75061.0|0|955.0|0|0.0|100
0|2021-12-31|74996.0|0|75061.0|0|955.0|0|0.0|100
0|2022-01-01|74996.0|0|75061.0|0|955.0|0|0.0|100
0|2022-01-02|74996.0|0|75061.0|0|955.0|0|0.0|100
0|2022-01-03|76699.0|0|76764.0|0|955.0|0|0.0|100
0|2022-01-04|77236.0|0|77301.0|0|963.0|0|0.0|100
0|2022-01-05|78480.0|0|78545.0|0|963.0|0|0.0|100
0|2022-01-06|79668.0|0|79733.0|0|973.0|0|0.0|100
0|2022-01-07|80802.0|0|80867.0|0|979.0|0|0.0|100
0|2022-01-08|80802.0|0|80867.0|0|979.0|0|0.0|100
0|2022-01-09|80802.0|0|80867.0|0|979.0|0|0.0|100
0|2022-01-10|83410.0|0|83475.0|0|983.0|0|0.0|100
0|2022-01-11|84319.0|0|84384.0|0|988.0|0|0.0|100
0|2022-01-12|85541.0|0|85606.0|0|995.0|0|0.0|100
0|2022-01-13|85541.0|0|86748.0|0|995.0|0|0.0|100
0|2022-01-14|87824.0|0|87889.0|0|1002.0|0|0.0|100
0|2022-01-15|87824.0|0|87889.0|0|1002.0|0|0.0|100
0|2022-01-16|87824.0|0|87889.0|0|1002.0|0|0.0|100
0|2022-01-17|90339.0|0|0.0|100|1005.0|0|0.0|100
