|dates|Wabasha_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wabasha_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wabasha_Minnesota_UnitedStates.Male_Total_Population.data|Wabasha_Minnesota_UnitedStates.Male_Total_Population.missing|Wabasha_Minnesota_UnitedStates.Female_Total_Population.data|Wabasha_Minnesota_UnitedStates.Female_Total_Population.missing|Wabasha_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Wabasha_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-23|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2021-11-24|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2021-11-25|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2021-11-26|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2021-11-27|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2021-11-28|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2021-11-29|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2021-11-30|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2021-12-01|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2021-12-02|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2021-12-03|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2021-12-04|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2021-12-05|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2021-12-06|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2021-12-07|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2021-12-08|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2021-12-09|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2021-12-10|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2021-12-11|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2021-12-12|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2021-12-13|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2021-12-14|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2021-12-15|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2021-12-16|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2021-12-17|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2021-12-18|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2021-12-19|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2021-12-20|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2021-12-21|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2021-12-22|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2021-12-23|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2021-12-24|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2021-12-25|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2021-12-26|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2021-12-27|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2021-12-28|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2021-12-29|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2021-12-30|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2021-12-31|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2022-01-01|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2022-01-02|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2022-01-03|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2022-01-04|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2022-01-05|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2022-01-06|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2022-01-07|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2022-01-08|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2022-01-09|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2022-01-10|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2022-01-11|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2022-01-12|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2022-01-13|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2022-01-14|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2022-01-15|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2022-01-16|4723.0|0|10845.0|0|10800.0|0|4712.0|0
0|2022-01-17|4723.0|0|10845.0|0|10800.0|0|4712.0|0
