|dates|Bronx_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bronx_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bronx_NewYork_UnitedStates.Male_Total_Population.data|Bronx_NewYork_UnitedStates.Male_Total_Population.missing|Bronx_NewYork_UnitedStates.Female_Total_Population.data|Bronx_NewYork_UnitedStates.Female_Total_Population.missing|Bronx_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Bronx_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-12|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2021-11-13|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2021-11-14|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2021-11-15|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2021-11-16|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2021-11-17|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2021-11-18|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2021-11-19|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2021-11-20|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2021-11-21|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2021-11-22|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2021-11-23|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2021-11-24|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2021-11-25|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2021-11-26|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2021-11-27|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2021-11-28|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2021-11-29|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2021-11-30|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2021-12-01|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2021-12-02|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2021-12-03|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2021-12-04|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2021-12-05|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2021-12-06|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2021-12-07|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2021-12-08|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2021-12-09|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2021-12-10|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2021-12-11|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2021-12-12|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2021-12-13|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2021-12-14|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2021-12-15|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2021-12-16|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2021-12-17|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2021-12-18|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2021-12-19|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2021-12-20|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2021-12-21|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2021-12-22|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2021-12-23|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2021-12-24|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2021-12-25|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2021-12-26|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2021-12-27|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2021-12-28|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2021-12-29|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2021-12-30|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2021-12-31|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2022-01-01|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2022-01-02|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2022-01-03|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2022-01-04|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2022-01-05|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2022-01-06|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2022-01-07|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2022-01-08|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2022-01-09|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2022-01-10|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2022-01-11|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2022-01-12|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2022-01-13|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2022-01-14|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2022-01-15|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2022-01-16|183375.0|0|674900.0|0|757232.0|0|354692.0|0
0|2022-01-17|183375.0|0|674900.0|0|757232.0|0|354692.0|0
