|dates|Dutchess_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Dutchess_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Dutchess_NewYork_UnitedStates.Male_Total_Population.data|Dutchess_NewYork_UnitedStates.Male_Total_Population.missing|Dutchess_NewYork_UnitedStates.Female_Total_Population.data|Dutchess_NewYork_UnitedStates.Female_Total_Population.missing|Dutchess_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Dutchess_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-24|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2021-11-25|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2021-11-26|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2021-11-27|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2021-11-28|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2021-11-29|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2021-11-30|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2021-12-01|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2021-12-02|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2021-12-03|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2021-12-04|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2021-12-05|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2021-12-06|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2021-12-07|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2021-12-08|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2021-12-09|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2021-12-10|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2021-12-11|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2021-12-12|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2021-12-13|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2021-12-14|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2021-12-15|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2021-12-16|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2021-12-17|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2021-12-18|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2021-12-19|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2021-12-20|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2021-12-21|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2021-12-22|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2021-12-23|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2021-12-24|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2021-12-25|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2021-12-26|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2021-12-27|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2021-12-28|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2021-12-29|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2021-12-30|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2021-12-31|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2022-01-01|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2022-01-02|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2022-01-03|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2022-01-04|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2022-01-05|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2022-01-06|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2022-01-07|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2022-01-08|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2022-01-09|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2022-01-10|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2022-01-11|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2022-01-12|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2022-01-13|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2022-01-14|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2022-01-15|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2022-01-16|51633.0|0|146277.0|0|147441.0|0|55149.0|0
0|2022-01-17|51633.0|0|146277.0|0|147441.0|0|55149.0|0
