|dates|Unassigned_Utah_UnitedStates.JHU_ConfirmedCases.data|Unassigned_Utah_UnitedStates.JHU_ConfirmedCases.missing|Unassigned_Utah_UnitedStates.NYT_ConfirmedCases.data|Unassigned_Utah_UnitedStates.NYT_ConfirmedCases.missing|Unassigned_Utah_UnitedStates.JHU_ConfirmedDeaths.data|Unassigned_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|Unassigned_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|Unassigned_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-08|1677.0|0|2075.0|0|2.0|0|0.0|100
0|2021-12-09|1674.0|0|2104.0|0|2.0|0|0.0|100
0|2021-12-10|1677.0|0|2177.0|0|2.0|0|0.0|100
0|2021-12-11|1677.0|0|2173.0|0|2.0|0|0.0|100
0|2021-12-12|1677.0|0|2173.0|0|2.0|0|0.0|100
0|2021-12-13|1683.0|0|2111.0|0|2.0|0|0.0|100
0|2021-12-14|1683.0|0|2192.0|0|2.0|0|0.0|100
0|2021-12-15|1699.0|0|2115.0|0|2.0|0|0.0|100
0|2021-12-16|1694.0|0|2210.0|0|2.0|0|0.0|100
0|2021-12-17|1695.0|0|2098.0|0|2.0|0|0.0|100
0|2021-12-18|1695.0|0|2095.0|0|2.0|0|0.0|100
0|2021-12-19|1695.0|0|2095.0|0|2.0|0|0.0|100
0|2021-12-20|1707.0|0|2143.0|0|2.0|0|0.0|100
0|2021-12-21|1711.0|0|2198.0|0|2.0|0|0.0|100
0|2021-12-22|1720.0|0|2149.0|0|2.0|0|0.0|100
0|2021-12-23|1729.0|0|2135.0|0|2.0|0|0.0|100
0|2021-12-24|1729.0|0|2134.0|0|2.0|0|0.0|100
0|2021-12-25|1729.0|0|2134.0|0|2.0|0|0.0|100
0|2021-12-26|1729.0|0|2134.0|0|2.0|0|0.0|100
0|2021-12-27|1748.0|0|2481.0|0|2.0|0|0.0|100
0|2021-12-28|1761.0|0|2184.0|0|2.0|0|0.0|100
0|2021-12-29|1782.0|0|2428.0|0|2.0|0|0.0|100
0|2021-12-30|1864.0|0|3171.0|0|2.0|0|0.0|100
0|2021-12-31|1864.0|0|2097.0|0|2.0|0|0.0|100
0|2022-01-01|1864.0|0|2097.0|0|2.0|0|0.0|100
0|2022-01-02|1864.0|0|2097.0|0|2.0|0|0.0|100
0|2022-01-03|1905.0|0|3167.0|0|2.0|0|0.0|100
0|2022-01-04|1943.0|0|3637.0|0|2.0|0|0.0|100
0|2022-01-05|1990.0|0|4371.0|0|2.0|0|0.0|100
0|2022-01-06|2014.0|0|2312.0|0|3.0|0|0.0|100
0|2022-01-07|2067.0|0|2464.0|0|3.0|0|0.0|100
0|2022-01-08|2067.0|0|2420.0|0|3.0|0|0.0|100
0|2022-01-09|2067.0|0|2420.0|0|3.0|0|0.0|100
0|2022-01-10|2159.0|0|5251.0|0|3.0|0|0.0|100
0|2022-01-11|2304.0|0|3592.0|0|4.0|0|0.0|100
0|2022-01-12|2332.0|0|4862.0|0|4.0|0|0.0|100
0|2022-01-13|2332.0|0|2662.0|0|4.0|0|0.0|100
0|2022-01-14|2462.0|0|3341.0|0|4.0|0|0.0|100
0|2022-01-15|2462.0|0|2750.0|0|4.0|0|0.0|100
0|2022-01-16|2462.0|0|2651.0|0|4.0|0|0.0|100
0|2022-01-17|2462.0|0|0.0|100|4.0|0|0.0|100
