|dates|Gwinnett_Georgia_UnitedStates.JHU_ConfirmedCases.data|Gwinnett_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Gwinnett_Georgia_UnitedStates.NYT_ConfirmedCases.data|Gwinnett_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Gwinnett_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Gwinnett_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Gwinnett_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Gwinnett_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-16|138755.0|0|138827.0|0|1546.0|0|0.0|100
0|2021-12-17|139007.0|0|139079.0|0|1553.0|0|0.0|100
0|2021-12-18|139007.0|0|139079.0|0|1553.0|0|0.0|100
0|2021-12-19|139007.0|0|139079.0|0|1553.0|0|0.0|100
0|2021-12-20|139804.0|0|139877.0|0|1557.0|0|0.0|100
0|2021-12-21|140345.0|0|140418.0|0|1559.0|0|0.0|100
0|2021-12-22|141010.0|0|141083.0|0|1566.0|0|0.0|100
0|2021-12-23|141935.0|0|142008.0|0|1566.0|0|0.0|100
0|2021-12-24|142744.0|0|142817.0|0|1567.0|0|0.0|100
0|2021-12-25|142744.0|0|142817.0|0|1567.0|0|0.0|100
0|2021-12-26|142744.0|0|142817.0|0|1567.0|0|0.0|100
0|2021-12-27|145187.0|0|145260.0|0|1572.0|0|0.0|100
0|2021-12-28|146402.0|0|146475.0|0|1578.0|0|0.0|100
0|2021-12-29|147993.0|0|148066.0|0|1579.0|0|0.0|100
0|2021-12-30|150274.0|0|150347.0|0|1579.0|0|0.0|100
0|2021-12-31|152591.0|0|152664.0|0|1580.0|0|0.0|100
0|2022-01-01|152591.0|0|152664.0|0|1580.0|0|0.0|100
0|2022-01-02|152591.0|0|152664.0|0|1580.0|0|0.0|100
0|2022-01-03|152591.0|0|152664.0|0|1580.0|0|0.0|100
0|2022-01-04|159444.0|0|159517.0|0|1581.0|0|0.0|100
0|2022-01-05|161671.0|0|161744.0|0|1583.0|0|0.0|100
0|2022-01-06|161671.0|0|161744.0|0|1583.0|0|0.0|100
0|2022-01-07|161671.0|0|161744.0|0|1583.0|0|0.0|100
0|2022-01-08|161671.0|0|161744.0|0|1583.0|0|0.0|100
0|2022-01-09|161671.0|0|161744.0|0|1583.0|0|0.0|100
0|2022-01-10|170542.0|0|170616.0|0|1591.0|0|0.0|100
0|2022-01-11|172346.0|0|172420.0|0|1593.0|0|0.0|100
0|2022-01-12|173403.0|0|173477.0|0|1598.0|0|0.0|100
0|2022-01-13|173403.0|0|175570.0|0|1598.0|0|0.0|100
0|2022-01-14|177656.0|0|177730.0|0|1600.0|0|0.0|100
0|2022-01-15|177656.0|0|177730.0|0|1600.0|0|0.0|100
0|2022-01-16|177656.0|0|177730.0|0|1600.0|0|0.0|100
0|2022-01-17|180620.0|0|0.0|100|1602.0|0|0.0|100
