|dates|Wayne_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Wayne_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Wayne_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Wayne_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Wayne_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Wayne_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Wayne_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Wayne_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-14|3113.0|0|3597.0|0|59.0|0|0.0|100
0|2021-11-15|3155.0|0|3597.0|0|61.0|0|0.0|100
0|2021-11-16|3167.0|0|3606.0|0|61.0|0|0.0|100
0|2021-11-17|3180.0|0|3611.0|0|61.0|0|0.0|100
0|2021-11-18|3212.0|0|3632.0|0|61.0|0|0.0|100
0|2021-11-19|3242.0|0|3632.0|0|63.0|0|0.0|100
0|2021-11-20|3242.0|0|3635.0|0|63.0|0|0.0|100
0|2021-11-21|3242.0|0|3635.0|0|63.0|0|0.0|100
0|2021-11-22|3289.0|0|3635.0|0|66.0|0|0.0|100
0|2021-11-23|3312.0|0|3638.0|0|66.0|0|0.0|100
0|2021-11-24|3327.0|0|3661.0|0|66.0|0|0.0|100
0|2021-11-25|3327.0|0|3674.0|0|66.0|0|0.0|100
0|2021-11-26|3327.0|0|3674.0|0|66.0|0|0.0|100
0|2021-11-27|3327.0|0|3674.0|0|66.0|0|0.0|100
0|2021-11-28|3327.0|0|3674.0|0|66.0|0|0.0|100
0|2021-11-29|3354.0|0|3689.0|0|67.0|0|0.0|100
0|2021-11-30|3378.0|0|3689.0|0|67.0|0|0.0|100
0|2021-12-01|3397.0|0|3700.0|0|67.0|0|0.0|100
0|2021-12-02|3397.0|0|3715.0|0|67.0|0|0.0|100
0|2021-12-03|3423.0|0|3738.0|0|67.0|0|0.0|100
0|2021-12-04|3423.0|0|3744.0|0|67.0|0|0.0|100
0|2021-12-05|3423.0|0|3744.0|0|67.0|0|0.0|100
0|2021-12-06|3446.0|0|3761.0|0|70.0|0|0.0|100
0|2021-12-07|3451.0|0|3768.0|0|70.0|0|0.0|100
0|2021-12-08|3460.0|0|3768.0|0|71.0|0|0.0|100
0|2021-12-09|3477.0|0|3775.0|0|71.0|0|0.0|100
0|2021-12-10|3503.0|0|3786.0|0|71.0|0|0.0|100
0|2021-12-11|3503.0|0|3786.0|0|71.0|0|0.0|100
0|2021-12-12|3503.0|0|3786.0|0|71.0|0|0.0|100
0|2021-12-13|3530.0|0|3786.0|0|71.0|0|0.0|100
0|2021-12-14|3530.0|0|3793.0|0|71.0|0|0.0|100
0|2021-12-15|3568.0|0|3838.0|0|71.0|0|0.0|100
0|2021-12-16|3589.0|0|3838.0|0|71.0|0|0.0|100
0|2021-12-17|3613.0|0|3865.0|0|71.0|0|0.0|100
0|2021-12-18|3613.0|0|3865.0|0|71.0|0|0.0|100
0|2021-12-19|3613.0|0|3865.0|0|71.0|0|0.0|100
0|2021-12-20|3636.0|0|3877.0|0|71.0|0|0.0|100
0|2021-12-21|3652.0|0|3903.0|0|71.0|0|0.0|100
0|2021-12-22|3660.0|0|3903.0|0|71.0|0|0.0|100
0|2021-12-23|3660.0|0|3924.0|0|71.0|0|0.0|100
0|2021-12-24|3660.0|0|3924.0|0|71.0|0|0.0|100
0|2021-12-25|3660.0|0|3924.0|0|71.0|0|0.0|100
0|2021-12-26|3660.0|0|3924.0|0|71.0|0|0.0|100
0|2021-12-27|3680.0|0|3924.0|0|71.0|0|0.0|100
0|2021-12-28|3693.0|0|3972.0|0|72.0|0|0.0|100
0|2021-12-29|3706.0|0|3972.0|0|72.0|0|0.0|100
0|2021-12-30|3706.0|0|3992.0|0|72.0|0|0.0|100
0|2021-12-31|3706.0|0|3992.0|0|72.0|0|0.0|100
0|2022-01-01|3706.0|0|3992.0|0|72.0|0|0.0|100
0|2022-01-02|3706.0|0|3992.0|0|72.0|0|0.0|100
0|2022-01-03|3760.0|0|4055.0|0|73.0|0|0.0|100
0|2022-01-04|3785.0|0|4055.0|0|73.0|0|0.0|100
0|2022-01-05|3800.0|0|4087.0|0|73.0|0|0.0|100
0|2022-01-06|3811.0|0|4116.0|0|73.0|0|0.0|100
0|2022-01-07|3824.0|0|4132.0|0|73.0|0|0.0|100
0|2022-01-08|3824.0|0|4132.0|0|73.0|0|0.0|100
0|2022-01-09|3824.0|0|4132.0|0|73.0|0|0.0|100
0|2022-01-10|3839.0|0|4132.0|0|74.0|0|0.0|100
0|2022-01-11|3865.0|0|4132.0|0|74.0|0|0.0|100
0|2022-01-12|3881.0|0|4132.0|0|74.0|0|0.0|100
0|2022-01-13|3881.0|0|4132.0|0|74.0|0|0.0|100
0|2022-01-14|3919.0|0|4132.0|0|74.0|0|0.0|100
0|2022-01-15|3919.0|0|4132.0|0|74.0|0|0.0|100
0|2022-01-16|3919.0|0|4132.0|0|74.0|0|0.0|100
0|2022-01-17|3919.0|0|0.0|100|74.0|0|0.0|100
