|dates|Charleston_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Charleston_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Charleston_SouthCarolina_UnitedStates.Male_Total_Population.data|Charleston_SouthCarolina_UnitedStates.Male_Total_Population.missing|Charleston_SouthCarolina_UnitedStates.Female_Total_Population.data|Charleston_SouthCarolina_UnitedStates.Female_Total_Population.missing|Charleston_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Charleston_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-12|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2021-11-13|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2021-11-14|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2021-11-15|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2021-11-16|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2021-11-17|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2021-11-18|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2021-11-19|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2021-11-20|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2021-11-21|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2021-11-22|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2021-11-23|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2021-11-24|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2021-11-25|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2021-11-26|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2021-11-27|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2021-11-28|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2021-11-29|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2021-11-30|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2021-12-01|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2021-12-02|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2021-12-03|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2021-12-04|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2021-12-05|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2021-12-06|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2021-12-07|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2021-12-08|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2021-12-09|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2021-12-10|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2021-12-11|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2021-12-12|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2021-12-13|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2021-12-14|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2021-12-15|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2021-12-16|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2021-12-17|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2021-12-18|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2021-12-19|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2021-12-20|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2021-12-21|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2021-12-22|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2021-12-23|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2021-12-24|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2021-12-25|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2021-12-26|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2021-12-27|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2021-12-28|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2021-12-29|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2021-12-30|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2021-12-31|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2022-01-01|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2022-01-02|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2022-01-03|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2022-01-04|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2022-01-05|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2022-01-06|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2022-01-07|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2022-01-08|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2022-01-09|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2022-01-10|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2022-01-11|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2022-01-12|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2022-01-13|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2022-01-14|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2022-01-15|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2022-01-16|66621.0|0|196403.0|0|209502.0|0|79933.0|0
0|2022-01-17|66621.0|0|196403.0|0|209502.0|0|79933.0|0
