|dates|Charleston_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Charleston_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Charleston_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data|Charleston_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Charleston_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Charleston_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Charleston_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Charleston_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-22|66340.0|0|66340.0|0|732.0|0|0.0|100
0|2021-11-23|66361.0|0|66361.0|0|732.0|0|0.0|100
0|2021-11-24|66420.0|0|66420.0|0|735.0|0|0.0|100
0|2021-11-25|66420.0|0|66420.0|0|735.0|0|0.0|100
0|2021-11-26|66420.0|0|66472.0|0|735.0|0|0.0|100
0|2021-11-27|66472.0|0|66472.0|0|735.0|0|0.0|100
0|2021-11-28|66472.0|0|66472.0|0|735.0|0|0.0|100
0|2021-11-29|66616.0|0|66616.0|0|736.0|0|0.0|100
0|2021-11-30|66650.0|0|66650.0|0|736.0|0|0.0|100
0|2021-12-01|66717.0|0|66717.0|0|739.0|0|0.0|100
0|2021-12-02|66802.0|0|66802.0|0|740.0|0|0.0|100
0|2021-12-03|66882.0|0|66882.0|0|741.0|0|0.0|100
0|2021-12-04|66882.0|0|66882.0|0|741.0|0|0.0|100
0|2021-12-05|66882.0|0|66882.0|0|741.0|0|0.0|100
0|2021-12-06|67126.0|0|67126.0|0|745.0|0|0.0|100
0|2021-12-07|67170.0|0|67170.0|0|745.0|0|0.0|100
0|2021-12-08|67206.0|0|67206.0|0|745.0|0|0.0|100
0|2021-12-09|67289.0|0|67289.0|0|745.0|0|0.0|100
0|2021-12-10|67416.0|0|67416.0|0|747.0|0|0.0|100
0|2021-12-11|67416.0|0|67416.0|0|747.0|0|0.0|100
0|2021-12-12|67416.0|0|67416.0|0|747.0|0|0.0|100
0|2021-12-13|67609.0|0|67609.0|0|748.0|0|0.0|100
0|2021-12-14|67609.0|0|67640.0|0|748.0|0|0.0|100
0|2021-12-15|67679.0|0|67679.0|0|748.0|0|0.0|100
0|2021-12-16|67746.0|0|67746.0|0|749.0|0|0.0|100
0|2021-12-17|67819.0|0|67819.0|0|749.0|0|0.0|100
0|2021-12-18|67819.0|0|67819.0|0|749.0|0|0.0|100
0|2021-12-19|67819.0|0|67819.0|0|749.0|0|0.0|100
0|2021-12-20|68127.0|0|68127.0|0|752.0|0|0.0|100
0|2021-12-21|68194.0|0|68194.0|0|752.0|0|0.0|100
0|2021-12-22|68341.0|0|68341.0|0|753.0|0|0.0|100
0|2021-12-23|68566.0|0|68566.0|0|753.0|0|0.0|100
0|2021-12-24|68566.0|0|68566.0|0|753.0|0|0.0|100
0|2021-12-25|68566.0|0|68566.0|0|753.0|0|0.0|100
0|2021-12-26|68566.0|0|68566.0|0|753.0|0|0.0|100
0|2021-12-27|68566.0|0|68566.0|0|753.0|0|0.0|100
0|2021-12-28|68566.0|0|68566.0|0|753.0|0|0.0|100
0|2021-12-29|70371.0|0|70371.0|0|754.0|0|0.0|100
0|2021-12-30|71118.0|0|71118.0|0|754.0|0|0.0|100
0|2021-12-31|71954.0|0|71954.0|0|755.0|0|0.0|100
0|2022-01-01|71954.0|0|71954.0|0|755.0|0|0.0|100
0|2022-01-02|71954.0|0|71954.0|0|755.0|0|0.0|100
0|2022-01-03|71954.0|0|71954.0|0|755.0|0|0.0|100
0|2022-01-04|75669.0|0|75669.0|0|756.0|0|0.0|100
0|2022-01-05|76452.0|0|76452.0|0|756.0|0|0.0|100
0|2022-01-06|78131.0|0|78131.0|0|761.0|0|0.0|100
0|2022-01-07|79240.0|0|79240.0|0|761.0|0|0.0|100
0|2022-01-08|79240.0|0|79240.0|0|761.0|0|0.0|100
0|2022-01-09|79240.0|0|79240.0|0|761.0|0|0.0|100
0|2022-01-10|83608.0|0|83608.0|0|766.0|0|0.0|100
0|2022-01-11|84332.0|0|84332.0|0|766.0|0|0.0|100
0|2022-01-12|85515.0|0|85515.0|0|767.0|0|0.0|100
0|2022-01-13|85515.0|0|86847.0|0|767.0|0|0.0|100
0|2022-01-14|88396.0|0|88396.0|0|772.0|0|0.0|100
0|2022-01-15|88396.0|0|88396.0|0|772.0|0|0.0|100
0|2022-01-16|88396.0|0|88396.0|0|772.0|0|0.0|100
0|2022-01-17|88396.0|0|0.0|100|772.0|0|0.0|100
