|dates|Montezuma_Colorado_UnitedStates.JHU_ConfirmedCases.data|Montezuma_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Montezuma_Colorado_UnitedStates.NYT_ConfirmedCases.data|Montezuma_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Montezuma_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Montezuma_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Montezuma_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Montezuma_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-07|4352.0|0|4352.0|0|57.0|0|0.0|100
0|2022-01-08|4352.0|0|4352.0|0|57.0|0|0.0|100
0|2022-01-09|4352.0|0|4352.0|0|57.0|0|0.0|100
0|2022-01-10|4477.0|0|4477.0|0|58.0|0|0.0|100
0|2022-01-11|4489.0|0|4489.0|0|58.0|0|0.0|100
0|2022-01-12|4521.0|0|4521.0|0|58.0|0|0.0|100
0|2022-01-13|4521.0|0|4598.0|0|58.0|0|0.0|100
0|2022-01-14|4652.0|0|4625.0|0|59.0|0|0.0|100
0|2022-01-15|4652.0|0|4652.0|0|59.0|0|0.0|100
0|2022-01-16|4652.0|0|4652.0|0|59.0|0|0.0|100
0|2022-01-17|4742.0|0|0.0|100|59.0|0|0.0|100
