|dates|Sedgwick_Colorado_UnitedStates.JHU_ConfirmedCases.data|Sedgwick_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Sedgwick_Colorado_UnitedStates.NYT_ConfirmedCases.data|Sedgwick_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Sedgwick_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Sedgwick_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Sedgwick_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Sedgwick_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-08|336.0|0|336.0|0|5.0|0|0.0|100
0|2021-11-09|338.0|0|338.0|0|5.0|0|0.0|100
0|2021-11-10|338.0|0|338.0|0|5.0|0|0.0|100
0|2021-11-11|338.0|0|338.0|0|5.0|0|0.0|100
0|2021-11-12|338.0|0|338.0|0|5.0|0|0.0|100
0|2021-11-13|338.0|0|338.0|0|5.0|0|0.0|100
0|2021-11-14|338.0|0|338.0|0|5.0|0|0.0|100
0|2021-11-15|339.0|0|339.0|0|5.0|0|0.0|100
0|2021-11-16|339.0|0|339.0|0|5.0|0|0.0|100
0|2021-11-17|340.0|0|340.0|0|5.0|0|0.0|100
0|2021-11-18|342.0|0|342.0|0|5.0|0|0.0|100
0|2021-11-19|343.0|0|343.0|0|5.0|0|0.0|100
0|2021-11-20|343.0|0|343.0|0|5.0|0|0.0|100
0|2021-11-21|343.0|0|343.0|0|5.0|0|0.0|100
0|2021-11-22|350.0|0|350.0|0|5.0|0|0.0|100
0|2021-11-23|352.0|0|352.0|0|5.0|0|0.0|100
0|2021-11-24|352.0|0|352.0|0|6.0|0|0.0|100
0|2021-11-25|352.0|0|352.0|0|6.0|0|0.0|100
0|2021-11-26|352.0|0|352.0|0|6.0|0|0.0|100
0|2021-11-27|352.0|0|352.0|0|6.0|0|0.0|100
0|2021-11-28|352.0|0|352.0|0|6.0|0|0.0|100
0|2021-11-29|352.0|0|352.0|0|6.0|0|0.0|100
0|2021-11-30|352.0|0|352.0|0|6.0|0|0.0|100
0|2021-12-01|352.0|0|352.0|0|6.0|0|0.0|100
0|2021-12-02|354.0|0|354.0|0|6.0|0|0.0|100
0|2021-12-03|356.0|0|355.0|0|6.0|0|0.0|100
0|2021-12-04|356.0|0|356.0|0|6.0|0|0.0|100
0|2021-12-05|356.0|0|356.0|0|6.0|0|0.0|100
0|2021-12-06|356.0|0|356.0|0|6.0|0|0.0|100
0|2021-12-07|356.0|0|356.0|0|6.0|0|0.0|100
0|2021-12-08|358.0|0|358.0|0|6.0|0|0.0|100
0|2021-12-09|358.0|0|358.0|0|6.0|0|0.0|100
0|2021-12-10|359.0|0|359.0|0|6.0|0|0.0|100
0|2021-12-11|359.0|0|359.0|0|6.0|0|0.0|100
0|2021-12-12|359.0|0|359.0|0|6.0|0|0.0|100
0|2021-12-13|360.0|0|360.0|0|6.0|0|0.0|100
0|2021-12-14|360.0|0|360.0|0|6.0|0|0.0|100
0|2021-12-15|361.0|0|361.0|0|6.0|0|0.0|100
0|2021-12-16|362.0|0|362.0|0|6.0|0|0.0|100
0|2021-12-17|362.0|0|362.0|0|6.0|0|0.0|100
0|2021-12-18|362.0|0|362.0|0|6.0|0|0.0|100
0|2021-12-19|362.0|0|362.0|0|6.0|0|0.0|100
0|2021-12-20|364.0|0|364.0|0|6.0|0|0.0|100
0|2021-12-21|364.0|0|364.0|0|6.0|0|0.0|100
0|2021-12-22|364.0|0|364.0|0|6.0|0|0.0|100
0|2021-12-23|364.0|0|364.0|0|6.0|0|0.0|100
0|2021-12-24|364.0|0|364.0|0|6.0|0|0.0|100
0|2021-12-25|364.0|0|364.0|0|6.0|0|0.0|100
0|2021-12-26|364.0|0|364.0|0|6.0|0|0.0|100
0|2021-12-27|364.0|0|364.0|0|6.0|0|0.0|100
0|2021-12-28|364.0|0|364.0|0|6.0|0|0.0|100
0|2021-12-29|364.0|0|364.0|0|6.0|0|0.0|100
0|2021-12-30|365.0|0|365.0|0|6.0|0|0.0|100
0|2021-12-31|365.0|0|365.0|0|6.0|0|0.0|100
0|2022-01-01|365.0|0|365.0|0|6.0|0|0.0|100
0|2022-01-02|365.0|0|365.0|0|6.0|0|0.0|100
0|2022-01-03|368.0|0|368.0|0|6.0|0|0.0|100
0|2022-01-04|369.0|0|369.0|0|6.0|0|0.0|100
0|2022-01-05|369.0|0|369.0|0|6.0|0|0.0|100
0|2022-01-06|370.0|0|370.0|0|6.0|0|0.0|100
0|2022-01-07|371.0|0|371.0|0|6.0|0|0.0|100
0|2022-01-08|371.0|0|371.0|0|6.0|0|0.0|100
0|2022-01-09|371.0|0|371.0|0|6.0|0|0.0|100
0|2022-01-10|373.0|0|373.0|0|6.0|0|0.0|100
0|2022-01-11|373.0|0|373.0|0|6.0|0|0.0|100
0|2022-01-12|376.0|0|376.0|0|6.0|0|0.0|100
0|2022-01-13|376.0|0|385.0|0|6.0|0|0.0|100
0|2022-01-14|385.0|0|385.0|0|6.0|0|0.0|100
0|2022-01-15|385.0|0|385.0|0|6.0|0|0.0|100
0|2022-01-16|385.0|0|385.0|0|6.0|0|0.0|100
0|2022-01-17|385.0|0|0.0|100|6.0|0|0.0|100
