|dates|Lincoln_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Lincoln_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Lincoln_Louisiana_UnitedStates.NYT_ConfirmedCases.data|Lincoln_Louisiana_UnitedStates.NYT_ConfirmedCases.missing|Lincoln_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Lincoln_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Lincoln_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Lincoln_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-12|7320.0|0|7320.0|0|117.0|0|0.0|100
0|2021-12-13|7329.0|0|7329.0|0|118.0|0|0.0|100
0|2021-12-14|7329.0|0|7333.0|0|118.0|0|0.0|100
0|2021-12-15|7343.0|0|7343.0|0|119.0|0|0.0|100
0|2021-12-16|7349.0|0|7349.0|0|119.0|0|0.0|100
0|2021-12-17|7355.0|0|7355.0|0|119.0|0|0.0|100
0|2021-12-18|7355.0|0|7355.0|0|119.0|0|0.0|100
0|2021-12-19|7355.0|0|7355.0|0|119.0|0|0.0|100
0|2021-12-20|7371.0|0|7371.0|0|119.0|0|0.0|100
0|2021-12-21|7378.0|0|7378.0|0|119.0|0|0.0|100
0|2021-12-22|7385.0|0|7385.0|0|119.0|0|0.0|100
0|2021-12-23|7396.0|0|7396.0|0|119.0|0|0.0|100
0|2021-12-24|7396.0|0|7396.0|0|119.0|0|0.0|100
0|2021-12-25|7396.0|0|7396.0|0|119.0|0|0.0|100
0|2021-12-26|7396.0|0|7396.0|0|119.0|0|0.0|100
0|2021-12-27|7464.0|0|7464.0|0|119.0|0|0.0|100
0|2021-12-28|7474.0|0|7474.0|0|119.0|0|0.0|100
0|2021-12-29|7576.0|0|7576.0|0|119.0|0|0.0|100
0|2021-12-30|7664.0|0|7664.0|0|119.0|0|0.0|100
0|2021-12-31|7664.0|0|7664.0|0|119.0|0|0.0|100
0|2022-01-01|7664.0|0|7664.0|0|119.0|0|0.0|100
0|2022-01-02|7664.0|0|7664.0|0|119.0|0|0.0|100
0|2022-01-03|7916.0|0|7916.0|0|119.0|0|0.0|100
0|2022-01-04|7952.0|0|7952.0|0|119.0|0|0.0|100
0|2022-01-05|8073.0|0|8073.0|0|119.0|0|0.0|100
0|2022-01-06|8209.0|0|8209.0|0|120.0|0|0.0|100
0|2022-01-07|8329.0|0|8329.0|0|120.0|0|0.0|100
0|2022-01-08|8329.0|0|8329.0|0|120.0|0|0.0|100
0|2022-01-09|8329.0|0|8329.0|0|120.0|0|0.0|100
0|2022-01-10|8552.0|0|8552.0|0|120.0|0|0.0|100
0|2022-01-11|8709.0|0|8709.0|0|121.0|0|0.0|100
0|2022-01-12|8709.0|0|8709.0|0|121.0|0|0.0|100
0|2022-01-13|8709.0|0|8709.0|0|121.0|0|0.0|100
0|2022-01-14|9251.0|0|9251.0|0|121.0|0|0.0|100
0|2022-01-15|9251.0|0|9251.0|0|121.0|0|0.0|100
0|2022-01-16|9251.0|0|9251.0|0|121.0|0|0.0|100
0|2022-01-17|9251.0|0|0.0|100|121.0|0|0.0|100
