|dates|Yazoo_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Yazoo_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Yazoo_Mississippi_UnitedStates.NYT_ConfirmedCases.data|Yazoo_Mississippi_UnitedStates.NYT_ConfirmedCases.missing|Yazoo_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Yazoo_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Yazoo_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Yazoo_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-12|4523.0|0|4523.0|0|91.0|0|0.0|100
0|2021-11-13|4523.0|0|4523.0|0|91.0|0|0.0|100
0|2021-11-14|4523.0|0|4523.0|0|91.0|0|0.0|100
0|2021-11-15|4534.0|0|4534.0|0|91.0|0|0.0|100
0|2021-11-16|4537.0|0|4537.0|0|91.0|0|0.0|100
0|2021-11-17|4537.0|0|4537.0|0|91.0|0|0.0|100
0|2021-11-18|4542.0|0|4542.0|0|91.0|0|0.0|100
0|2021-11-19|4545.0|0|4545.0|0|91.0|0|0.0|100
0|2021-11-20|4545.0|0|4545.0|0|91.0|0|0.0|100
0|2021-11-21|4545.0|0|4545.0|0|91.0|0|0.0|100
0|2021-11-22|4553.0|0|4553.0|0|91.0|0|0.0|100
0|2021-11-23|4553.0|0|4553.0|0|91.0|0|0.0|100
0|2021-11-24|4555.0|0|4555.0|0|91.0|0|0.0|100
0|2021-11-25|4555.0|0|4555.0|0|91.0|0|0.0|100
0|2021-11-26|4555.0|0|4555.0|0|91.0|0|0.0|100
0|2021-11-27|4555.0|0|4555.0|0|91.0|0|0.0|100
0|2021-11-28|4555.0|0|4555.0|0|91.0|0|0.0|100
0|2021-11-29|4564.0|0|4564.0|0|91.0|0|0.0|100
0|2021-11-30|4566.0|0|4566.0|0|92.0|0|0.0|100
0|2021-12-01|4573.0|0|4573.0|0|92.0|0|0.0|100
0|2021-12-02|4578.0|0|4578.0|0|92.0|0|0.0|100
0|2021-12-03|4580.0|0|4580.0|0|92.0|0|0.0|100
0|2021-12-04|4580.0|0|4580.0|0|92.0|0|0.0|100
0|2021-12-05|4580.0|0|4580.0|0|92.0|0|0.0|100
0|2021-12-06|4584.0|0|4584.0|0|92.0|0|0.0|100
0|2021-12-07|4586.0|0|4586.0|0|92.0|0|0.0|100
0|2021-12-08|4593.0|0|4593.0|0|92.0|0|0.0|100
0|2021-12-09|4607.0|0|4607.0|0|93.0|0|0.0|100
0|2021-12-10|4609.0|0|4609.0|0|93.0|0|0.0|100
0|2021-12-11|4609.0|0|4609.0|0|93.0|0|0.0|100
0|2021-12-12|4609.0|0|4609.0|0|93.0|0|0.0|100
0|2021-12-13|4623.0|0|4623.0|0|93.0|0|0.0|100
0|2021-12-14|4623.0|0|4630.0|0|93.0|0|0.0|100
0|2021-12-15|4635.0|0|4635.0|0|93.0|0|0.0|100
0|2021-12-16|4647.0|0|4647.0|0|94.0|0|0.0|100
0|2021-12-17|4662.0|0|4662.0|0|94.0|0|0.0|100
0|2021-12-18|4662.0|0|4662.0|0|94.0|0|0.0|100
0|2021-12-19|4662.0|0|4662.0|0|94.0|0|0.0|100
0|2021-12-20|4681.0|0|4681.0|0|94.0|0|0.0|100
0|2021-12-21|4694.0|0|4694.0|0|94.0|0|0.0|100
0|2021-12-22|4707.0|0|4707.0|0|94.0|0|0.0|100
0|2021-12-23|4707.0|0|4707.0|0|94.0|0|0.0|100
0|2021-12-24|4707.0|0|4707.0|0|94.0|0|0.0|100
0|2021-12-25|4707.0|0|4707.0|0|94.0|0|0.0|100
0|2021-12-26|4707.0|0|4707.0|0|94.0|0|0.0|100
0|2021-12-27|4803.0|0|4803.0|0|94.0|0|0.0|100
0|2021-12-28|4852.0|0|4852.0|0|94.0|0|0.0|100
0|2021-12-29|4897.0|0|4897.0|0|94.0|0|0.0|100
0|2021-12-30|4938.0|0|4938.0|0|94.0|0|0.0|100
0|2021-12-31|4938.0|0|4938.0|0|94.0|0|0.0|100
0|2022-01-01|4938.0|0|4938.0|0|94.0|0|0.0|100
0|2022-01-02|4938.0|0|4938.0|0|94.0|0|0.0|100
0|2022-01-03|5287.0|0|5287.0|0|94.0|0|0.0|100
0|2022-01-04|5366.0|0|5366.0|0|94.0|0|0.0|100
0|2022-01-05|5436.0|0|5436.0|0|94.0|0|0.0|100
0|2022-01-06|5524.0|0|5524.0|0|94.0|0|0.0|100
0|2022-01-07|5582.0|0|5582.0|0|94.0|0|0.0|100
0|2022-01-08|5582.0|0|5582.0|0|94.0|0|0.0|100
0|2022-01-09|5582.0|0|5582.0|0|94.0|0|0.0|100
0|2022-01-10|5582.0|0|5784.0|0|94.0|0|0.0|100
0|2022-01-11|6180.0|0|6180.0|0|94.0|0|0.0|100
0|2022-01-12|6180.0|0|6282.0|0|94.0|0|0.0|100
0|2022-01-13|6180.0|0|6533.0|0|94.0|0|0.0|100
0|2022-01-14|6653.0|0|6653.0|0|94.0|0|0.0|100
0|2022-01-15|6653.0|0|6653.0|0|94.0|0|0.0|100
0|2022-01-16|6653.0|0|6653.0|0|94.0|0|0.0|100
0|2022-01-17|6653.0|0|0.0|100|94.0|0|0.0|100
